# Assembly name:  ASM364492v1
# Organism name:  Candidatus Fermentibacteria bacterium (bacteria)
# Isolate:  B22_G4
# Taxid:          2044591
# BioSample:      SAMN09215099
# BioProject:     PRJNA362212
# Submitter:      The University of Texas at Austin
# Date:           2018-10-15
# Assembly type:  na
# Release type:   major
# Assembly level: Contig
# Genome representation: full
# WGS project:    QNDS01
# Assembly method: megahit v. 1.0.6
# Expected final version: yes
# Genome coverage: 16.3028455284553x
# Sequencing technology: Illumina HiSeq
# Excluded from RefSeq: derived from metagenome; genus undefined
# GenBank assembly accession: GCA_003644925.1
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_003644965.1		Primary Assembly
#
# Ordered by chromosome/plasmid; the chromosomes/plasmids are followed by
# unlocalized scaffolds.
# Unplaced scaffolds are listed at the end.
# RefSeq is equal or derived from GenBank object.
#
# Sequence-Name	Sequence-Role	Assigned-Molecule	Assigned-Molecule-Location/Type	GenBank-Accn	Relationship	RefSeq-Accn	Assembly-Unit	Sequence-Length	UCSC-style-name
B22_Guay4_scaffold_23051	unplaced-scaffold	na	na	QNDS01000223.1	<>	na	Primary Assembly	5291	na
B22_Guay4_scaffold_23228	unplaced-scaffold	na	na	QNDS01000224.1	<>	na	Primary Assembly	5270	na
B22_Guay4_scaffold_23346	unplaced-scaffold	na	na	QNDS01000225.1	<>	na	Primary Assembly	5257	na
B22_Guay4_scaffold_23349	unplaced-scaffold	na	na	QNDS01000226.1	<>	na	Primary Assembly	5257	na
B22_Guay4_scaffold_23829	unplaced-scaffold	na	na	QNDS01000227.1	<>	na	Primary Assembly	5201	na
B22_Guay4_scaffold_24201	unplaced-scaffold	na	na	QNDS01000228.1	<>	na	Primary Assembly	5159	na
B22_Guay4_scaffold_24530	unplaced-scaffold	na	na	QNDS01000229.1	<>	na	Primary Assembly	5123	na
B22_Guay4_scaffold_24652	unplaced-scaffold	na	na	QNDS01000230.1	<>	na	Primary Assembly	5110	na
B22_Guay4_scaffold_24746	unplaced-scaffold	na	na	QNDS01000231.1	<>	na	Primary Assembly	5098	na
B22_Guay4_scaffold_24922	unplaced-scaffold	na	na	QNDS01000232.1	<>	na	Primary Assembly	5078	na
B22_Guay4_scaffold_24995	unplaced-scaffold	na	na	QNDS01000233.1	<>	na	Primary Assembly	5071	na
B22_Guay4_scaffold_25378	unplaced-scaffold	na	na	QNDS01000234.1	<>	na	Primary Assembly	5027	na
B22_Guay4_scaffold_25517	unplaced-scaffold	na	na	QNDS01000235.1	<>	na	Primary Assembly	5012	na
B22_Guay4_scaffold_25805	unplaced-scaffold	na	na	QNDS01000236.1	<>	na	Primary Assembly	4983	na
B22_Guay4_scaffold_26283	unplaced-scaffold	na	na	QNDS01000237.1	<>	na	Primary Assembly	4941	na
B22_Guay4_scaffold_26505	unplaced-scaffold	na	na	QNDS01000238.1	<>	na	Primary Assembly	4919	na
B22_Guay4_scaffold_26879	unplaced-scaffold	na	na	QNDS01000239.1	<>	na	Primary Assembly	4885	na
B22_Guay4_scaffold_27361	unplaced-scaffold	na	na	QNDS01000240.1	<>	na	Primary Assembly	4839	na
B22_Guay4_scaffold_27784	unplaced-scaffold	na	na	QNDS01000241.1	<>	na	Primary Assembly	4800	na
B22_Guay4_scaffold_27904	unplaced-scaffold	na	na	QNDS01000242.1	<>	na	Primary Assembly	4789	na
B22_Guay4_scaffold_28191	unplaced-scaffold	na	na	QNDS01000243.1	<>	na	Primary Assembly	4764	na
B22_Guay4_scaffold_28241	unplaced-scaffold	na	na	QNDS01000244.1	<>	na	Primary Assembly	4760	na
B22_Guay4_scaffold_28360	unplaced-scaffold	na	na	QNDS01000245.1	<>	na	Primary Assembly	4751	na
B22_Guay4_scaffold_28904	unplaced-scaffold	na	na	QNDS01000246.1	<>	na	Primary Assembly	4702	na
B22_Guay4_scaffold_28930	unplaced-scaffold	na	na	QNDS01000247.1	<>	na	Primary Assembly	4700	na
B22_Guay4_scaffold_29055	unplaced-scaffold	na	na	QNDS01000248.1	<>	na	Primary Assembly	4689	na
B22_Guay4_scaffold_29113	unplaced-scaffold	na	na	QNDS01000249.1	<>	na	Primary Assembly	4685	na
B22_Guay4_scaffold_29326	unplaced-scaffold	na	na	QNDS01000250.1	<>	na	Primary Assembly	4665	na
B22_Guay4_scaffold_29708	unplaced-scaffold	na	na	QNDS01000251.1	<>	na	Primary Assembly	4633	na
B22_Guay4_scaffold_30093	unplaced-scaffold	na	na	QNDS01000252.1	<>	na	Primary Assembly	4601	na
B22_Guay4_scaffold_30154	unplaced-scaffold	na	na	QNDS01000253.1	<>	na	Primary Assembly	4596	na
B22_Guay4_scaffold_30181	unplaced-scaffold	na	na	QNDS01000254.1	<>	na	Primary Assembly	4594	na
B22_Guay4_scaffold_30368	unplaced-scaffold	na	na	QNDS01000255.1	<>	na	Primary Assembly	4577	na
B22_Guay4_scaffold_30388	unplaced-scaffold	na	na	QNDS01000256.1	<>	na	Primary Assembly	4576	na
B22_Guay4_scaffold_30559	unplaced-scaffold	na	na	QNDS01000257.1	<>	na	Primary Assembly	4563	na
B22_Guay4_scaffold_30670	unplaced-scaffold	na	na	QNDS01000258.1	<>	na	Primary Assembly	4554	na
B22_Guay4_scaffold_30752	unplaced-scaffold	na	na	QNDS01000259.1	<>	na	Primary Assembly	4549	na
B22_Guay4_scaffold_30894	unplaced-scaffold	na	na	QNDS01000260.1	<>	na	Primary Assembly	4537	na
B22_Guay4_scaffold_31497	unplaced-scaffold	na	na	QNDS01000261.1	<>	na	Primary Assembly	4491	na
B22_Guay4_scaffold_31609	unplaced-scaffold	na	na	QNDS01000262.1	<>	na	Primary Assembly	4483	na
B22_Guay4_scaffold_31912	unplaced-scaffold	na	na	QNDS01000263.1	<>	na	Primary Assembly	4459	na
B22_Guay4_scaffold_31933	unplaced-scaffold	na	na	QNDS01000264.1	<>	na	Primary Assembly	4457	na
B22_Guay4_scaffold_32131	unplaced-scaffold	na	na	QNDS01000265.1	<>	na	Primary Assembly	4442	na
B22_Guay4_scaffold_32149	unplaced-scaffold	na	na	QNDS01000266.1	<>	na	Primary Assembly	4441	na
B22_Guay4_scaffold_32991	unplaced-scaffold	na	na	QNDS01000267.1	<>	na	Primary Assembly	4381	na
B22_Guay4_scaffold_33102	unplaced-scaffold	na	na	QNDS01000268.1	<>	na	Primary Assembly	4375	na
B22_Guay4_scaffold_33514	unplaced-scaffold	na	na	QNDS01000269.1	<>	na	Primary Assembly	4346	na
B22_Guay4_scaffold_34663	unplaced-scaffold	na	na	QNDS01000270.1	<>	na	Primary Assembly	4273	na
B22_Guay4_scaffold_34817	unplaced-scaffold	na	na	QNDS01000271.1	<>	na	Primary Assembly	4264	na
B22_Guay4_scaffold_35001	unplaced-scaffold	na	na	QNDS01000272.1	<>	na	Primary Assembly	4253	na
B22_Guay4_scaffold_35082	unplaced-scaffold	na	na	QNDS01000273.1	<>	na	Primary Assembly	4248	na
B22_Guay4_scaffold_35200	unplaced-scaffold	na	na	QNDS01000274.1	<>	na	Primary Assembly	4240	na
B22_Guay4_scaffold_35707	unplaced-scaffold	na	na	QNDS01000275.1	<>	na	Primary Assembly	4209	na
B22_Guay4_scaffold_35899	unplaced-scaffold	na	na	QNDS01000276.1	<>	na	Primary Assembly	4196	na
B22_Guay4_scaffold_36198	unplaced-scaffold	na	na	QNDS01000277.1	<>	na	Primary Assembly	4176	na
B22_Guay4_scaffold_36222	unplaced-scaffold	na	na	QNDS01000278.1	<>	na	Primary Assembly	4174	na
B22_Guay4_scaffold_36379	unplaced-scaffold	na	na	QNDS01000279.1	<>	na	Primary Assembly	4166	na
B22_Guay4_scaffold_36625	unplaced-scaffold	na	na	QNDS01000280.1	<>	na	Primary Assembly	4149	na
B22_Guay4_scaffold_36787	unplaced-scaffold	na	na	QNDS01000281.1	<>	na	Primary Assembly	4139	na
B22_Guay4_scaffold_38339	unplaced-scaffold	na	na	QNDS01000282.1	<>	na	Primary Assembly	4048	na
B22_Guay4_scaffold_38513	unplaced-scaffold	na	na	QNDS01000283.1	<>	na	Primary Assembly	4039	na
B22_Guay4_scaffold_38862	unplaced-scaffold	na	na	QNDS01000284.1	<>	na	Primary Assembly	4020	na
B22_Guay4_scaffold_38865	unplaced-scaffold	na	na	QNDS01000285.1	<>	na	Primary Assembly	4020	na
B22_Guay4_scaffold_39141	unplaced-scaffold	na	na	QNDS01000286.1	<>	na	Primary Assembly	4005	na
B22_Guay4_scaffold_39152	unplaced-scaffold	na	na	QNDS01000287.1	<>	na	Primary Assembly	4005	na
B22_Guay4_scaffold_39159	unplaced-scaffold	na	na	QNDS01000288.1	<>	na	Primary Assembly	4004	na
B22_Guay4_scaffold_39477	unplaced-scaffold	na	na	QNDS01000289.1	<>	na	Primary Assembly	3986	na
B22_Guay4_scaffold_39773	unplaced-scaffold	na	na	QNDS01000290.1	<>	na	Primary Assembly	3970	na
B22_Guay4_scaffold_40232	unplaced-scaffold	na	na	QNDS01000291.1	<>	na	Primary Assembly	3945	na
B22_Guay4_scaffold_40398	unplaced-scaffold	na	na	QNDS01000292.1	<>	na	Primary Assembly	3937	na
B22_Guay4_scaffold_40778	unplaced-scaffold	na	na	QNDS01000293.1	<>	na	Primary Assembly	3916	na
B22_Guay4_scaffold_41330	unplaced-scaffold	na	na	QNDS01000294.1	<>	na	Primary Assembly	3887	na
B22_Guay4_scaffold_41450	unplaced-scaffold	na	na	QNDS01000295.1	<>	na	Primary Assembly	3882	na
B22_Guay4_scaffold_41710	unplaced-scaffold	na	na	QNDS01000296.1	<>	na	Primary Assembly	3869	na
B22_Guay4_scaffold_41731	unplaced-scaffold	na	na	QNDS01000297.1	<>	na	Primary Assembly	3868	na
B22_Guay4_scaffold_42080	unplaced-scaffold	na	na	QNDS01000298.1	<>	na	Primary Assembly	3850	na
B22_Guay4_scaffold_42089	unplaced-scaffold	na	na	QNDS01000299.1	<>	na	Primary Assembly	3849	na
B22_Guay4_scaffold_42314	unplaced-scaffold	na	na	QNDS01000300.1	<>	na	Primary Assembly	3839	na
B22_Guay4_scaffold_42373	unplaced-scaffold	na	na	QNDS01000301.1	<>	na	Primary Assembly	3836	na
B22_Guay4_scaffold_42427	unplaced-scaffold	na	na	QNDS01000302.1	<>	na	Primary Assembly	3834	na
B22_Guay4_scaffold_42870	unplaced-scaffold	na	na	QNDS01000303.1	<>	na	Primary Assembly	3814	na
B22_Guay4_scaffold_43292	unplaced-scaffold	na	na	QNDS01000304.1	<>	na	Primary Assembly	3795	na
B22_Guay4_scaffold_43616	unplaced-scaffold	na	na	QNDS01000305.1	<>	na	Primary Assembly	3781	na
B22_Guay4_scaffold_43855	unplaced-scaffold	na	na	QNDS01000306.1	<>	na	Primary Assembly	3769	na
B22_Guay4_scaffold_44610	unplaced-scaffold	na	na	QNDS01000307.1	<>	na	Primary Assembly	3737	na
B22_Guay4_scaffold_45104	unplaced-scaffold	na	na	QNDS01000308.1	<>	na	Primary Assembly	3716	na
B22_Guay4_scaffold_45311	unplaced-scaffold	na	na	QNDS01000309.1	<>	na	Primary Assembly	3708	na
B22_Guay4_scaffold_45556	unplaced-scaffold	na	na	QNDS01000310.1	<>	na	Primary Assembly	3697	na
B22_Guay4_scaffold_45609	unplaced-scaffold	na	na	QNDS01000311.1	<>	na	Primary Assembly	3695	na
B22_Guay4_scaffold_46524	unplaced-scaffold	na	na	QNDS01000312.1	<>	na	Primary Assembly	3657	na
B22_Guay4_scaffold_46732	unplaced-scaffold	na	na	QNDS01000313.1	<>	na	Primary Assembly	3648	na
B22_Guay4_scaffold_47077	unplaced-scaffold	na	na	QNDS01000314.1	<>	na	Primary Assembly	3633	na
B22_Guay4_scaffold_47599	unplaced-scaffold	na	na	QNDS01000315.1	<>	na	Primary Assembly	3611	na
B22_Guay4_scaffold_47851	unplaced-scaffold	na	na	QNDS01000316.1	<>	na	Primary Assembly	3601	na
B22_Guay4_scaffold_48075	unplaced-scaffold	na	na	QNDS01000317.1	<>	na	Primary Assembly	3592	na
B22_Guay4_scaffold_48195	unplaced-scaffold	na	na	QNDS01000318.1	<>	na	Primary Assembly	3588	na
B22_Guay4_scaffold_48850	unplaced-scaffold	na	na	QNDS01000319.1	<>	na	Primary Assembly	3565	na
B22_Guay4_scaffold_48906	unplaced-scaffold	na	na	QNDS01000320.1	<>	na	Primary Assembly	3562	na
B22_Guay4_scaffold_49094	unplaced-scaffold	na	na	QNDS01000321.1	<>	na	Primary Assembly	3556	na
B22_Guay4_scaffold_49133	unplaced-scaffold	na	na	QNDS01000322.1	<>	na	Primary Assembly	3555	na
B22_Guay4_scaffold_49441	unplaced-scaffold	na	na	QNDS01000323.1	<>	na	Primary Assembly	3542	na
B22_Guay4_scaffold_49898	unplaced-scaffold	na	na	QNDS01000324.1	<>	na	Primary Assembly	3525	na
B22_Guay4_scaffold_50115	unplaced-scaffold	na	na	QNDS01000325.1	<>	na	Primary Assembly	3517	na
B22_Guay4_scaffold_50398	unplaced-scaffold	na	na	QNDS01000326.1	<>	na	Primary Assembly	3507	na
B22_Guay4_scaffold_50465	unplaced-scaffold	na	na	QNDS01000327.1	<>	na	Primary Assembly	3505	na
B22_Guay4_scaffold_51365	unplaced-scaffold	na	na	QNDS01000328.1	<>	na	Primary Assembly	3472	na
B22_Guay4_scaffold_51630	unplaced-scaffold	na	na	QNDS01000329.1	<>	na	Primary Assembly	3463	na
B22_Guay4_scaffold_52115	unplaced-scaffold	na	na	QNDS01000330.1	<>	na	Primary Assembly	3446	na
B22_Guay4_scaffold_52291	unplaced-scaffold	na	na	QNDS01000331.1	<>	na	Primary Assembly	3440	na
B22_Guay4_scaffold_52387	unplaced-scaffold	na	na	QNDS01000332.1	<>	na	Primary Assembly	3437	na
B22_Guay4_scaffold_52511	unplaced-scaffold	na	na	QNDS01000333.1	<>	na	Primary Assembly	3432	na
B22_Guay4_scaffold_52943	unplaced-scaffold	na	na	QNDS01000334.1	<>	na	Primary Assembly	3417	na
B22_Guay4_scaffold_53077	unplaced-scaffold	na	na	QNDS01000335.1	<>	na	Primary Assembly	3412	na
B22_Guay4_scaffold_53297	unplaced-scaffold	na	na	QNDS01000336.1	<>	na	Primary Assembly	3404	na
B22_Guay4_scaffold_53322	unplaced-scaffold	na	na	QNDS01000337.1	<>	na	Primary Assembly	3403	na
B22_Guay4_scaffold_53699	unplaced-scaffold	na	na	QNDS01000338.1	<>	na	Primary Assembly	3390	na
B22_Guay4_scaffold_53971	unplaced-scaffold	na	na	QNDS01000339.1	<>	na	Primary Assembly	3382	na
B22_Guay4_scaffold_54008	unplaced-scaffold	na	na	QNDS01000340.1	<>	na	Primary Assembly	3381	na
B22_Guay4_scaffold_54051	unplaced-scaffold	na	na	QNDS01000341.1	<>	na	Primary Assembly	3379	na
B22_Guay4_scaffold_54610	unplaced-scaffold	na	na	QNDS01000342.1	<>	na	Primary Assembly	3361	na
B22_Guay4_scaffold_54777	unplaced-scaffold	na	na	QNDS01000343.1	<>	na	Primary Assembly	3355	na
B22_Guay4_scaffold_55422	unplaced-scaffold	na	na	QNDS01000344.1	<>	na	Primary Assembly	3336	na
B22_Guay4_scaffold_55525	unplaced-scaffold	na	na	QNDS01000345.1	<>	na	Primary Assembly	3333	na
B22_Guay4_scaffold_55630	unplaced-scaffold	na	na	QNDS01000346.1	<>	na	Primary Assembly	3330	na
B22_Guay4_scaffold_55828	unplaced-scaffold	na	na	QNDS01000347.1	<>	na	Primary Assembly	3324	na
B22_Guay4_scaffold_56026	unplaced-scaffold	na	na	QNDS01000348.1	<>	na	Primary Assembly	3319	na
B22_Guay4_scaffold_56050	unplaced-scaffold	na	na	QNDS01000349.1	<>	na	Primary Assembly	3318	na
B22_Guay4_scaffold_56091	unplaced-scaffold	na	na	QNDS01000350.1	<>	na	Primary Assembly	3317	na
B22_Guay4_scaffold_56186	unplaced-scaffold	na	na	QNDS01000351.1	<>	na	Primary Assembly	3314	na
B22_Guay4_scaffold_56293	unplaced-scaffold	na	na	QNDS01000352.1	<>	na	Primary Assembly	3310	na
B22_Guay4_scaffold_56355	unplaced-scaffold	na	na	QNDS01000353.1	<>	na	Primary Assembly	3308	na
B22_Guay4_scaffold_56538	unplaced-scaffold	na	na	QNDS01000354.1	<>	na	Primary Assembly	3303	na
B22_Guay4_scaffold_56833	unplaced-scaffold	na	na	QNDS01000355.1	<>	na	Primary Assembly	3294	na
B22_Guay4_scaffold_57347	unplaced-scaffold	na	na	QNDS01000356.1	<>	na	Primary Assembly	3281	na
B22_Guay4_scaffold_58054	unplaced-scaffold	na	na	QNDS01000357.1	<>	na	Primary Assembly	3261	na
B22_Guay4_scaffold_58270	unplaced-scaffold	na	na	QNDS01000358.1	<>	na	Primary Assembly	3255	na
B22_Guay4_scaffold_58400	unplaced-scaffold	na	na	QNDS01000359.1	<>	na	Primary Assembly	3251	na
B22_Guay4_scaffold_58551	unplaced-scaffold	na	na	QNDS01000360.1	<>	na	Primary Assembly	3246	na
B22_Guay4_scaffold_59052	unplaced-scaffold	na	na	QNDS01000361.1	<>	na	Primary Assembly	3232	na
B22_Guay4_scaffold_59579	unplaced-scaffold	na	na	QNDS01000362.1	<>	na	Primary Assembly	3217	na
B22_Guay4_scaffold_60230	unplaced-scaffold	na	na	QNDS01000363.1	<>	na	Primary Assembly	3198	na
B22_Guay4_scaffold_60451	unplaced-scaffold	na	na	QNDS01000364.1	<>	na	Primary Assembly	3192	na
B22_Guay4_scaffold_60619	unplaced-scaffold	na	na	QNDS01000365.1	<>	na	Primary Assembly	3187	na
B22_Guay4_scaffold_60732	unplaced-scaffold	na	na	QNDS01000366.1	<>	na	Primary Assembly	3184	na
B22_Guay4_scaffold_60739	unplaced-scaffold	na	na	QNDS01000367.1	<>	na	Primary Assembly	3184	na
B22_Guay4_scaffold_61440	unplaced-scaffold	na	na	QNDS01000368.1	<>	na	Primary Assembly	3165	na
B22_Guay4_scaffold_61496	unplaced-scaffold	na	na	QNDS01000369.1	<>	na	Primary Assembly	3163	na
B22_Guay4_scaffold_61716	unplaced-scaffold	na	na	QNDS01000370.1	<>	na	Primary Assembly	3157	na
B22_Guay4_scaffold_61922	unplaced-scaffold	na	na	QNDS01000371.1	<>	na	Primary Assembly	3151	na
B22_Guay4_scaffold_61958	unplaced-scaffold	na	na	QNDS01000372.1	<>	na	Primary Assembly	3150	na
B22_Guay4_scaffold_62298	unplaced-scaffold	na	na	QNDS01000373.1	<>	na	Primary Assembly	3140	na
B22_Guay4_scaffold_62619	unplaced-scaffold	na	na	QNDS01000374.1	<>	na	Primary Assembly	3131	na
B22_Guay4_scaffold_62703	unplaced-scaffold	na	na	QNDS01000375.1	<>	na	Primary Assembly	3129	na
B22_Guay4_scaffold_62923	unplaced-scaffold	na	na	QNDS01000376.1	<>	na	Primary Assembly	3123	na
B22_Guay4_scaffold_63019	unplaced-scaffold	na	na	QNDS01000377.1	<>	na	Primary Assembly	3121	na
B22_Guay4_scaffold_63327	unplaced-scaffold	na	na	QNDS01000378.1	<>	na	Primary Assembly	3113	na
B22_Guay4_scaffold_63872	unplaced-scaffold	na	na	QNDS01000379.1	<>	na	Primary Assembly	3099	na
B22_Guay4_scaffold_64059	unplaced-scaffold	na	na	QNDS01000380.1	<>	na	Primary Assembly	3094	na
B22_Guay4_scaffold_64367	unplaced-scaffold	na	na	QNDS01000381.1	<>	na	Primary Assembly	3086	na
B22_Guay4_scaffold_64583	unplaced-scaffold	na	na	QNDS01000382.1	<>	na	Primary Assembly	3080	na
B22_Guay4_scaffold_64709	unplaced-scaffold	na	na	QNDS01000383.1	<>	na	Primary Assembly	3077	na
B22_Guay4_scaffold_64842	unplaced-scaffold	na	na	QNDS01000384.1	<>	na	Primary Assembly	3074	na
B22_Guay4_scaffold_64995	unplaced-scaffold	na	na	QNDS01000385.1	<>	na	Primary Assembly	3070	na
B22_Guay4_scaffold_65107	unplaced-scaffold	na	na	QNDS01000386.1	<>	na	Primary Assembly	3067	na
B22_Guay4_scaffold_65204	unplaced-scaffold	na	na	QNDS01000387.1	<>	na	Primary Assembly	3064	na
B22_Guay4_scaffold_65669	unplaced-scaffold	na	na	QNDS01000388.1	<>	na	Primary Assembly	3052	na
B22_Guay4_scaffold_66298	unplaced-scaffold	na	na	QNDS01000389.1	<>	na	Primary Assembly	3036	na
B22_Guay4_scaffold_66338	unplaced-scaffold	na	na	QNDS01000390.1	<>	na	Primary Assembly	3035	na
B22_Guay4_scaffold_66422	unplaced-scaffold	na	na	QNDS01000391.1	<>	na	Primary Assembly	3033	na
B22_Guay4_scaffold_66440	unplaced-scaffold	na	na	QNDS01000392.1	<>	na	Primary Assembly	3033	na
B22_Guay4_scaffold_66759	unplaced-scaffold	na	na	QNDS01000393.1	<>	na	Primary Assembly	3025	na
B22_Guay4_scaffold_66818	unplaced-scaffold	na	na	QNDS01000394.1	<>	na	Primary Assembly	3024	na
B22_Guay4_scaffold_67066	unplaced-scaffold	na	na	QNDS01000395.1	<>	na	Primary Assembly	3018	na
B22_Guay4_scaffold_67263	unplaced-scaffold	na	na	QNDS01000396.1	<>	na	Primary Assembly	3012	na
B22_Guay4_scaffold_67468	unplaced-scaffold	na	na	QNDS01000397.1	<>	na	Primary Assembly	3008	na
B22_Guay4_scaffold_67760	unplaced-scaffold	na	na	QNDS01000398.1	<>	na	Primary Assembly	3001	na
B22_Guay4_scaffold_67780	unplaced-scaffold	na	na	QNDS01000399.1	<>	na	Primary Assembly	3001	na
B22_Guay4_scaffold_68565	unplaced-scaffold	na	na	QNDS01000400.1	<>	na	Primary Assembly	2983	na
B22_Guay4_scaffold_69092	unplaced-scaffold	na	na	QNDS01000401.1	<>	na	Primary Assembly	2970	na
B22_Guay4_scaffold_69132	unplaced-scaffold	na	na	QNDS01000402.1	<>	na	Primary Assembly	2969	na
B22_Guay4_scaffold_69210	unplaced-scaffold	na	na	QNDS01000403.1	<>	na	Primary Assembly	2967	na
B22_Guay4_scaffold_70374	unplaced-scaffold	na	na	QNDS01000404.1	<>	na	Primary Assembly	2942	na
B22_Guay4_scaffold_70670	unplaced-scaffold	na	na	QNDS01000405.1	<>	na	Primary Assembly	2936	na
B22_Guay4_scaffold_70704	unplaced-scaffold	na	na	QNDS01000406.1	<>	na	Primary Assembly	2935	na
B22_Guay4_scaffold_71093	unplaced-scaffold	na	na	QNDS01000407.1	<>	na	Primary Assembly	2926	na
B22_Guay4_scaffold_71449	unplaced-scaffold	na	na	QNDS01000408.1	<>	na	Primary Assembly	2919	na
B22_Guay4_scaffold_71632	unplaced-scaffold	na	na	QNDS01000409.1	<>	na	Primary Assembly	2916	na
B22_Guay4_scaffold_72255	unplaced-scaffold	na	na	QNDS01000410.1	<>	na	Primary Assembly	2903	na
B22_Guay4_scaffold_72623	unplaced-scaffold	na	na	QNDS01000411.1	<>	na	Primary Assembly	2895	na
B22_Guay4_scaffold_73740	unplaced-scaffold	na	na	QNDS01000412.1	<>	na	Primary Assembly	2871	na
B22_Guay4_scaffold_73931	unplaced-scaffold	na	na	QNDS01000413.1	<>	na	Primary Assembly	2867	na
B22_Guay4_scaffold_74185	unplaced-scaffold	na	na	QNDS01000414.1	<>	na	Primary Assembly	2862	na
B22_Guay4_scaffold_74282	unplaced-scaffold	na	na	QNDS01000415.1	<>	na	Primary Assembly	2860	na
B22_Guay4_scaffold_74421	unplaced-scaffold	na	na	QNDS01000416.1	<>	na	Primary Assembly	2858	na
B22_Guay4_scaffold_74522	unplaced-scaffold	na	na	QNDS01000417.1	<>	na	Primary Assembly	2856	na
B22_Guay4_scaffold_74605	unplaced-scaffold	na	na	QNDS01000418.1	<>	na	Primary Assembly	2854	na
B22_Guay4_scaffold_75037	unplaced-scaffold	na	na	QNDS01000419.1	<>	na	Primary Assembly	2845	na
B22_Guay4_scaffold_75067	unplaced-scaffold	na	na	QNDS01000420.1	<>	na	Primary Assembly	2844	na
B22_Guay4_scaffold_75604	unplaced-scaffold	na	na	QNDS01000421.1	<>	na	Primary Assembly	2833	na
B22_Guay4_scaffold_77059	unplaced-scaffold	na	na	QNDS01000422.1	<>	na	Primary Assembly	2804	na
B22_Guay4_scaffold_77148	unplaced-scaffold	na	na	QNDS01000423.1	<>	na	Primary Assembly	2803	na
B22_Guay4_scaffold_77158	unplaced-scaffold	na	na	QNDS01000424.1	<>	na	Primary Assembly	2802	na
B22_Guay4_scaffold_77430	unplaced-scaffold	na	na	QNDS01000425.1	<>	na	Primary Assembly	2797	na
B22_Guay4_scaffold_77467	unplaced-scaffold	na	na	QNDS01000426.1	<>	na	Primary Assembly	2796	na
B22_Guay4_scaffold_77485	unplaced-scaffold	na	na	QNDS01000427.1	<>	na	Primary Assembly	2796	na
B22_Guay4_scaffold_77577	unplaced-scaffold	na	na	QNDS01000428.1	<>	na	Primary Assembly	2794	na
B22_Guay4_scaffold_77594	unplaced-scaffold	na	na	QNDS01000429.1	<>	na	Primary Assembly	2794	na
B22_Guay4_scaffold_77732	unplaced-scaffold	na	na	QNDS01000430.1	<>	na	Primary Assembly	2792	na
B22_Guay4_scaffold_77750	unplaced-scaffold	na	na	QNDS01000431.1	<>	na	Primary Assembly	2791	na
B22_Guay4_scaffold_77808	unplaced-scaffold	na	na	QNDS01000432.1	<>	na	Primary Assembly	2790	na
B22_Guay4_scaffold_78272	unplaced-scaffold	na	na	QNDS01000433.1	<>	na	Primary Assembly	2781	na
B22_Guay4_scaffold_78816	unplaced-scaffold	na	na	QNDS01000434.1	<>	na	Primary Assembly	2771	na
B22_Guay4_scaffold_79165	unplaced-scaffold	na	na	QNDS01000435.1	<>	na	Primary Assembly	2765	na
B22_Guay4_scaffold_79522	unplaced-scaffold	na	na	QNDS01000436.1	<>	na	Primary Assembly	2758	na
B22_Guay4_scaffold_79690	unplaced-scaffold	na	na	QNDS01000437.1	<>	na	Primary Assembly	2755	na
B22_Guay4_scaffold_79849	unplaced-scaffold	na	na	QNDS01000438.1	<>	na	Primary Assembly	2752	na
B22_Guay4_scaffold_80645	unplaced-scaffold	na	na	QNDS01000439.1	<>	na	Primary Assembly	2737	na
B22_Guay4_scaffold_80744	unplaced-scaffold	na	na	QNDS01000440.1	<>	na	Primary Assembly	2735	na
B22_Guay4_scaffold_81008	unplaced-scaffold	na	na	QNDS01000441.1	<>	na	Primary Assembly	2730	na
B22_Guay4_scaffold_81256	unplaced-scaffold	na	na	QNDS01000442.1	<>	na	Primary Assembly	2726	na
B22_Guay4_scaffold_81470	unplaced-scaffold	na	na	QNDS01000443.1	<>	na	Primary Assembly	2722	na
B22_Guay4_scaffold_82053	unplaced-scaffold	na	na	QNDS01000444.1	<>	na	Primary Assembly	2712	na
B22_Guay4_scaffold_82415	unplaced-scaffold	na	na	QNDS01000445.1	<>	na	Primary Assembly	2706	na
B22_Guay4_scaffold_82790	unplaced-scaffold	na	na	QNDS01000446.1	<>	na	Primary Assembly	2700	na
B22_Guay4_scaffold_83199	unplaced-scaffold	na	na	QNDS01000447.1	<>	na	Primary Assembly	2692	na
B22_Guay4_scaffold_83362	unplaced-scaffold	na	na	QNDS01000448.1	<>	na	Primary Assembly	2689	na
B22_Guay4_scaffold_84569	unplaced-scaffold	na	na	QNDS01000449.1	<>	na	Primary Assembly	2669	na
B22_Guay4_scaffold_84619	unplaced-scaffold	na	na	QNDS01000450.1	<>	na	Primary Assembly	2668	na
B22_Guay4_scaffold_84767	unplaced-scaffold	na	na	QNDS01000451.1	<>	na	Primary Assembly	2666	na
B22_Guay4_scaffold_85052	unplaced-scaffold	na	na	QNDS01000452.1	<>	na	Primary Assembly	2662	na
B22_Guay4_scaffold_85063	unplaced-scaffold	na	na	QNDS01000453.1	<>	na	Primary Assembly	2662	na
B22_Guay4_scaffold_85066	unplaced-scaffold	na	na	QNDS01000454.1	<>	na	Primary Assembly	2662	na
