genome_id	genome_name	patric_id	refseq_locus_tag	alt_locus_tag	gene	product	ec_number	ec_description	pathway_id	pathway_name
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1082				CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase (EC 2.7.8.5)	2.7.8.5	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	00564	Glycerophospholipid metabolism
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1084				Biosynthetic Aromatic amino acid aminotransferase beta (EC 2.6.1.57) @ Histidinol-phosphate aminotransferase (EC 2.6.1.9)	2.6.1.57	Aromatic-amino-acid transaminase	00270	Cysteine and methionine metabolism
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1084				Biosynthetic Aromatic amino acid aminotransferase beta (EC 2.6.1.57) @ Histidinol-phosphate aminotransferase (EC 2.6.1.9)	2.6.1.57	Aromatic-amino-acid transaminase	00300	Lysine biosynthesis
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1084				Biosynthetic Aromatic amino acid aminotransferase beta (EC 2.6.1.57) @ Histidinol-phosphate aminotransferase (EC 2.6.1.9)	2.6.1.57	Aromatic-amino-acid transaminase	00350	Tyrosine metabolism
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1084				Biosynthetic Aromatic amino acid aminotransferase beta (EC 2.6.1.57) @ Histidinol-phosphate aminotransferase (EC 2.6.1.9)	2.6.1.57	Aromatic-amino-acid transaminase	00360	Phenylalanine metabolism
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1084				Biosynthetic Aromatic amino acid aminotransferase beta (EC 2.6.1.57) @ Histidinol-phosphate aminotransferase (EC 2.6.1.9)	2.6.1.57	Aromatic-amino-acid transaminase	00400	Phenylalanine, tyrosine and tryptophan biosynthesis
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1084				Biosynthetic Aromatic amino acid aminotransferase beta (EC 2.6.1.57) @ Histidinol-phosphate aminotransferase (EC 2.6.1.9)	2.6.1.57	Aromatic-amino-acid transaminase	00401	Novobiocin biosynthesis
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1084				Biosynthetic Aromatic amino acid aminotransferase beta (EC 2.6.1.57) @ Histidinol-phosphate aminotransferase (EC 2.6.1.9)	2.6.1.57	Aromatic-amino-acid transaminase	00950	Isoquinoline alkaloid biosynthesis
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1084				Biosynthetic Aromatic amino acid aminotransferase beta (EC 2.6.1.57) @ Histidinol-phosphate aminotransferase (EC 2.6.1.9)	2.6.1.57	Aromatic-amino-acid transaminase	00960	Tropane, piperidine and pyridine alkaloid biosynthesis
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1084				Biosynthetic Aromatic amino acid aminotransferase beta (EC 2.6.1.57) @ Histidinol-phosphate aminotransferase (EC 2.6.1.9)	2.6.1.9	Histidinol-phosphate transaminase	00340	Histidine metabolism
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1084				Biosynthetic Aromatic amino acid aminotransferase beta (EC 2.6.1.57) @ Histidinol-phosphate aminotransferase (EC 2.6.1.9)	2.6.1.9	Histidinol-phosphate transaminase	00350	Tyrosine metabolism
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1084				Biosynthetic Aromatic amino acid aminotransferase beta (EC 2.6.1.57) @ Histidinol-phosphate aminotransferase (EC 2.6.1.9)	2.6.1.9	Histidinol-phosphate transaminase	00360	Phenylalanine metabolism
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1084				Biosynthetic Aromatic amino acid aminotransferase beta (EC 2.6.1.57) @ Histidinol-phosphate aminotransferase (EC 2.6.1.9)	2.6.1.9	Histidinol-phosphate transaminase	00400	Phenylalanine, tyrosine and tryptophan biosynthesis
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1084				Biosynthetic Aromatic amino acid aminotransferase beta (EC 2.6.1.57) @ Histidinol-phosphate aminotransferase (EC 2.6.1.9)	2.6.1.9	Histidinol-phosphate transaminase	00401	Novobiocin biosynthesis
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1084				Biosynthetic Aromatic amino acid aminotransferase beta (EC 2.6.1.57) @ Histidinol-phosphate aminotransferase (EC 2.6.1.9)	2.6.1.9	Histidinol-phosphate transaminase	00960	Tropane, piperidine and pyridine alkaloid biosynthesis
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1088				2-hydroxyhepta-2,4-diene-1,7-dioate isomerase (EC 5.3.3.-) / 5-carboxymethyl-2-oxo-hex-3- ene-1,7-dioate decarboxylase (EC 4.1.1.68)	4.1.1.68	5-oxopent-3-ene-1,2,5-tricarboxylate decarboxylase	00350	Tyrosine metabolism
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1088				2-hydroxyhepta-2,4-diene-1,7-dioate isomerase (EC 5.3.3.-) / 5-carboxymethyl-2-oxo-hex-3- ene-1,7-dioate decarboxylase (EC 4.1.1.68)	5.3.3.-	Transposing C==C bonds	00350	Tyrosine metabolism
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1088				2-hydroxyhepta-2,4-diene-1,7-dioate isomerase (EC 5.3.3.-) / 5-carboxymethyl-2-oxo-hex-3- ene-1,7-dioate decarboxylase (EC 4.1.1.68)	5.3.3.-	Transposing C==C bonds	00592	alpha-Linolenic acid metabolism
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1096				GTP cyclohydrolase III (EC 3.5.4.29)	3.5.4.29	GTP cyclohydrolase IIa	00740	Riboflavin metabolism
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1100				Dihydrofolate reductase (EC 1.5.1.3)	1.5.1.3	Dihydrofolate reductase	00670	One carbon pool by folate
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1100				Dihydrofolate reductase (EC 1.5.1.3)	1.5.1.3	Dihydrofolate reductase	00790	Folate biosynthesis
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1106				Inosine-5'-monophosphate dehydrogenase (EC 1.1.1.205) / CBS domain	1.1.1.205	IMP dehydrogenase	00230	Purine metabolism
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1106				Inosine-5'-monophosphate dehydrogenase (EC 1.1.1.205) / CBS domain	1.1.1.205	IMP dehydrogenase	00983	Drug metabolism - other enzymes
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1113				Aspartate aminotransferase (EC 2.6.1.1)	2.6.1.1	Aspartate transaminase	00250	Alanine, aspartate and glutamate metabolism
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1113				Aspartate aminotransferase (EC 2.6.1.1)	2.6.1.1	Aspartate transaminase	00270	Cysteine and methionine metabolism
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1113				Aspartate aminotransferase (EC 2.6.1.1)	2.6.1.1	Aspartate transaminase	00330	Arginine and proline metabolism
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1113				Aspartate aminotransferase (EC 2.6.1.1)	2.6.1.1	Aspartate transaminase	00350	Tyrosine metabolism
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1113				Aspartate aminotransferase (EC 2.6.1.1)	2.6.1.1	Aspartate transaminase	00360	Phenylalanine metabolism
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1113				Aspartate aminotransferase (EC 2.6.1.1)	2.6.1.1	Aspartate transaminase	00400	Phenylalanine, tyrosine and tryptophan biosynthesis
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1113				Aspartate aminotransferase (EC 2.6.1.1)	2.6.1.1	Aspartate transaminase	00401	Novobiocin biosynthesis
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1113				Aspartate aminotransferase (EC 2.6.1.1)	2.6.1.1	Aspartate transaminase	00710	Carbon fixation in photosynthetic organisms
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1113				Aspartate aminotransferase (EC 2.6.1.1)	2.6.1.1	Aspartate transaminase	00950	Isoquinoline alkaloid biosynthesis
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1113				Aspartate aminotransferase (EC 2.6.1.1)	2.6.1.1	Aspartate transaminase	00960	Tropane, piperidine and pyridine alkaloid biosynthesis
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1142				3-hydroxybutyryl-CoA dehydrogenase (EC 1.1.1.157); 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)	1.1.1.157	3-hydroxybutyryl-CoA dehydrogenase	00360	Phenylalanine metabolism
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1142				3-hydroxybutyryl-CoA dehydrogenase (EC 1.1.1.157); 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)	1.1.1.157	3-hydroxybutyryl-CoA dehydrogenase	00362	Benzoate degradation via hydroxylation
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1142				3-hydroxybutyryl-CoA dehydrogenase (EC 1.1.1.157); 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)	1.1.1.157	3-hydroxybutyryl-CoA dehydrogenase	00650	Butanoate metabolism
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1142				3-hydroxybutyryl-CoA dehydrogenase (EC 1.1.1.157); 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)	1.1.1.35	3-hydroxyacyl-CoA dehydrogenase	00062	Fatty acid elongation in mitochondria
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1142				3-hydroxybutyryl-CoA dehydrogenase (EC 1.1.1.157); 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)	1.1.1.35	3-hydroxyacyl-CoA dehydrogenase	00071	Fatty acid metabolism
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1142				3-hydroxybutyryl-CoA dehydrogenase (EC 1.1.1.157); 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)	1.1.1.35	3-hydroxyacyl-CoA dehydrogenase	00120	Primary bile acid biosynthesis
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1142				3-hydroxybutyryl-CoA dehydrogenase (EC 1.1.1.157); 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)	1.1.1.35	3-hydroxyacyl-CoA dehydrogenase	00280	Valine, leucine and isoleucine degradation
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1142				3-hydroxybutyryl-CoA dehydrogenase (EC 1.1.1.157); 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)	1.1.1.35	3-hydroxyacyl-CoA dehydrogenase	00281	Geraniol degradation
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1142				3-hydroxybutyryl-CoA dehydrogenase (EC 1.1.1.157); 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)	1.1.1.35	3-hydroxyacyl-CoA dehydrogenase	00310	Lysine degradation
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1142				3-hydroxybutyryl-CoA dehydrogenase (EC 1.1.1.157); 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)	1.1.1.35	3-hydroxyacyl-CoA dehydrogenase	00380	Tryptophan metabolism
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1142				3-hydroxybutyryl-CoA dehydrogenase (EC 1.1.1.157); 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)	1.1.1.35	3-hydroxyacyl-CoA dehydrogenase	00623	2,4-Dichlorobenzoate degradation
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1142				3-hydroxybutyryl-CoA dehydrogenase (EC 1.1.1.157); 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)	1.1.1.35	3-hydroxyacyl-CoA dehydrogenase	00650	Butanoate metabolism
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1142				3-hydroxybutyryl-CoA dehydrogenase (EC 1.1.1.157); 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)	1.1.1.35	3-hydroxyacyl-CoA dehydrogenase	00720	Reductive carboxylate cycle (CO2 fixation)
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1142				3-hydroxybutyryl-CoA dehydrogenase (EC 1.1.1.157); 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)	1.1.1.35	3-hydroxyacyl-CoA dehydrogenase	00930	Caprolactam degradation
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1144				Fructose-1,6-bisphosphatase, type I (EC 3.1.3.11)	3.1.3.11	Fructose-bisphosphatase	00010	Glycolysis / Gluconeogenesis
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1144				Fructose-1,6-bisphosphatase, type I (EC 3.1.3.11)	3.1.3.11	Fructose-bisphosphatase	00030	Pentose phosphate pathway
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1144				Fructose-1,6-bisphosphatase, type I (EC 3.1.3.11)	3.1.3.11	Fructose-bisphosphatase	00051	Fructose and mannose metabolism
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1144				Fructose-1,6-bisphosphatase, type I (EC 3.1.3.11)	3.1.3.11	Fructose-bisphosphatase	00680	Methane metabolism
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1144				Fructose-1,6-bisphosphatase, type I (EC 3.1.3.11)	3.1.3.11	Fructose-bisphosphatase	00710	Carbon fixation in photosynthetic organisms
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1145				Propionyl-CoA carboxylase beta chain (EC 6.4.1.3)	6.4.1.3	Propionyl-CoA carboxylase	00280	Valine, leucine and isoleucine degradation
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1145				Propionyl-CoA carboxylase beta chain (EC 6.4.1.3)	6.4.1.3	Propionyl-CoA carboxylase	00630	Glyoxylate and dicarboxylate metabolism
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1145				Propionyl-CoA carboxylase beta chain (EC 6.4.1.3)	6.4.1.3	Propionyl-CoA carboxylase	00640	Propanoate metabolism
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1145				Propionyl-CoA carboxylase beta chain (EC 6.4.1.3)	6.4.1.3	Propionyl-CoA carboxylase	00720	Reductive carboxylate cycle (CO2 fixation)
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1145				Methylcrotonyl-CoA carboxylase carboxyl transferase subunit (EC 6.4.1.4)	6.4.1.4	Methylcrotonoyl-CoA carboxylase	00280	Valine, leucine and isoleucine degradation
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1148				Enoyl-CoA hydratase II 1 (EC 4.2.1.17)	4.2.1.17	Enoyl-CoA hydratase	00062	Fatty acid elongation in mitochondria
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1148				Enoyl-CoA hydratase II 1 (EC 4.2.1.17)	4.2.1.17	Enoyl-CoA hydratase	00071	Fatty acid metabolism
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1148				Enoyl-CoA hydratase II 1 (EC 4.2.1.17)	4.2.1.17	Enoyl-CoA hydratase	00280	Valine, leucine and isoleucine degradation
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1148				Enoyl-CoA hydratase II 1 (EC 4.2.1.17)	4.2.1.17	Enoyl-CoA hydratase	00281	Geraniol degradation
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1148				Enoyl-CoA hydratase II 1 (EC 4.2.1.17)	4.2.1.17	Enoyl-CoA hydratase	00310	Lysine degradation
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1148				Enoyl-CoA hydratase II 1 (EC 4.2.1.17)	4.2.1.17	Enoyl-CoA hydratase	00360	Phenylalanine metabolism
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1148				Enoyl-CoA hydratase II 1 (EC 4.2.1.17)	4.2.1.17	Enoyl-CoA hydratase	00362	Benzoate degradation via hydroxylation
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1148				Enoyl-CoA hydratase II 1 (EC 4.2.1.17)	4.2.1.17	Enoyl-CoA hydratase	00380	Tryptophan metabolism
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1148				Enoyl-CoA hydratase II 1 (EC 4.2.1.17)	4.2.1.17	Enoyl-CoA hydratase	00410	beta-Alanine metabolism
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1148				Enoyl-CoA hydratase II 1 (EC 4.2.1.17)	4.2.1.17	Enoyl-CoA hydratase	00592	alpha-Linolenic acid metabolism
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1148				Enoyl-CoA hydratase II 1 (EC 4.2.1.17)	4.2.1.17	Enoyl-CoA hydratase	00627	1,4-Dichlorobenzene degradation
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1148				Enoyl-CoA hydratase II 1 (EC 4.2.1.17)	4.2.1.17	Enoyl-CoA hydratase	00640	Propanoate metabolism
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1148				Enoyl-CoA hydratase II 1 (EC 4.2.1.17)	4.2.1.17	Enoyl-CoA hydratase	00650	Butanoate metabolism
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1148				Enoyl-CoA hydratase II 1 (EC 4.2.1.17)	4.2.1.17	Enoyl-CoA hydratase	00903	Limonene and pinene degradation
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1148				Enoyl-CoA hydratase II 1 (EC 4.2.1.17)	4.2.1.17	Enoyl-CoA hydratase	00930	Caprolactam degradation
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1149				NAD-specific glutamate dehydrogenase (EC 1.4.1.2); NADP-specific glutamate dehydrogenase (EC 1.4.1.4)	1.4.1.2	Glutamate dehydrogenase	00250	Alanine, aspartate and glutamate metabolism
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1149				NAD-specific glutamate dehydrogenase (EC 1.4.1.2); NADP-specific glutamate dehydrogenase (EC 1.4.1.4)	1.4.1.2	Glutamate dehydrogenase	00330	Arginine and proline metabolism
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1149				NAD-specific glutamate dehydrogenase (EC 1.4.1.2); NADP-specific glutamate dehydrogenase (EC 1.4.1.4)	1.4.1.2	Glutamate dehydrogenase	00430	Taurine and hypotaurine metabolism
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1149				NAD-specific glutamate dehydrogenase (EC 1.4.1.2); NADP-specific glutamate dehydrogenase (EC 1.4.1.4)	1.4.1.2	Glutamate dehydrogenase	00910	Nitrogen metabolism
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1149				NAD-specific glutamate dehydrogenase (EC 1.4.1.2); NADP-specific glutamate dehydrogenase (EC 1.4.1.4)	1.4.1.4	Glutamate dehydrogenase (NADP(+))	00250	Alanine, aspartate and glutamate metabolism
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1149				NAD-specific glutamate dehydrogenase (EC 1.4.1.2); NADP-specific glutamate dehydrogenase (EC 1.4.1.4)	1.4.1.4	Glutamate dehydrogenase (NADP(+))	00330	Arginine and proline metabolism
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1149				NAD-specific glutamate dehydrogenase (EC 1.4.1.2); NADP-specific glutamate dehydrogenase (EC 1.4.1.4)	1.4.1.4	Glutamate dehydrogenase (NADP(+))	00910	Nitrogen metabolism
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1150				Hydroxymethylglutaryl-CoA lyase (EC 4.1.3.4)	4.1.3.4	Hydroxymethylglutaryl-CoA lyase	00072	Synthesis and degradation of ketone bodies
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1150				Hydroxymethylglutaryl-CoA lyase (EC 4.1.3.4)	4.1.3.4	Hydroxymethylglutaryl-CoA lyase	00280	Valine, leucine and isoleucine degradation
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1150				Hydroxymethylglutaryl-CoA lyase (EC 4.1.3.4)	4.1.3.4	Hydroxymethylglutaryl-CoA lyase	00281	Geraniol degradation
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1150				Hydroxymethylglutaryl-CoA lyase (EC 4.1.3.4)	4.1.3.4	Hydroxymethylglutaryl-CoA lyase	00650	Butanoate metabolism
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1151				NADP-specific glutamate dehydrogenase (EC 1.4.1.4)	1.4.1.4	Glutamate dehydrogenase (NADP(+))	00250	Alanine, aspartate and glutamate metabolism
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1151				NADP-specific glutamate dehydrogenase (EC 1.4.1.4)	1.4.1.4	Glutamate dehydrogenase (NADP(+))	00330	Arginine and proline metabolism
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1151				NADP-specific glutamate dehydrogenase (EC 1.4.1.4)	1.4.1.4	Glutamate dehydrogenase (NADP(+))	00910	Nitrogen metabolism
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1153				Aspartate carbamoyltransferase (EC 2.1.3.2)	2.1.3.2	Aspartate carbamoyltransferase	00240	Pyrimidine metabolism
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1153				Aspartate carbamoyltransferase (EC 2.1.3.2)	2.1.3.2	Aspartate carbamoyltransferase	00250	Alanine, aspartate and glutamate metabolism
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1161				Enoyl-CoA hydratase (EC 4.2.1.17)	4.2.1.17	Enoyl-CoA hydratase	00062	Fatty acid elongation in mitochondria
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1161				Enoyl-CoA hydratase (EC 4.2.1.17)	4.2.1.17	Enoyl-CoA hydratase	00071	Fatty acid metabolism
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1161				Enoyl-CoA hydratase (EC 4.2.1.17)	4.2.1.17	Enoyl-CoA hydratase	00280	Valine, leucine and isoleucine degradation
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1161				Enoyl-CoA hydratase (EC 4.2.1.17)	4.2.1.17	Enoyl-CoA hydratase	00281	Geraniol degradation
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1161				Enoyl-CoA hydratase (EC 4.2.1.17)	4.2.1.17	Enoyl-CoA hydratase	00310	Lysine degradation
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1161				Enoyl-CoA hydratase (EC 4.2.1.17)	4.2.1.17	Enoyl-CoA hydratase	00360	Phenylalanine metabolism
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1161				Enoyl-CoA hydratase (EC 4.2.1.17)	4.2.1.17	Enoyl-CoA hydratase	00362	Benzoate degradation via hydroxylation
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1161				Enoyl-CoA hydratase (EC 4.2.1.17)	4.2.1.17	Enoyl-CoA hydratase	00380	Tryptophan metabolism
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1161				Enoyl-CoA hydratase (EC 4.2.1.17)	4.2.1.17	Enoyl-CoA hydratase	00410	beta-Alanine metabolism
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1161				Enoyl-CoA hydratase (EC 4.2.1.17)	4.2.1.17	Enoyl-CoA hydratase	00592	alpha-Linolenic acid metabolism
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1161				Enoyl-CoA hydratase (EC 4.2.1.17)	4.2.1.17	Enoyl-CoA hydratase	00627	1,4-Dichlorobenzene degradation
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1161				Enoyl-CoA hydratase (EC 4.2.1.17)	4.2.1.17	Enoyl-CoA hydratase	00640	Propanoate metabolism
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1161				Enoyl-CoA hydratase (EC 4.2.1.17)	4.2.1.17	Enoyl-CoA hydratase	00650	Butanoate metabolism
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1161				Enoyl-CoA hydratase (EC 4.2.1.17)	4.2.1.17	Enoyl-CoA hydratase	00903	Limonene and pinene degradation
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1161				Enoyl-CoA hydratase (EC 4.2.1.17)	4.2.1.17	Enoyl-CoA hydratase	00930	Caprolactam degradation
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1162				O-succinylbenzoate synthase (EC 4.2.1.113)	4.2.1.113	o-succinylbenzoate synthase	00130	Ubiquinone and other terpenoid-quinone biosynthesis
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1258				Inorganic pyrophosphatase (EC 3.6.1.1)	3.6.1.1	Inorganic diphosphatase	00190	Oxidative phosphorylation
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1265				Nicotinamide-nucleotide amidase (EC 3.5.1.42)	3.5.1.42	Nicotinamide-nucleotide amidase	00760	Nicotinate and nicotinamide metabolism
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1275				Shikimate 5-dehydrogenase I alpha (EC 1.1.1.25)	1.1.1.25	Shikimate dehydrogenase	00400	Phenylalanine, tyrosine and tryptophan biosynthesis
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1277				Para-aminobenzoate synthase, aminase component (EC 2.6.1.85)	2.6.1.85	Aminodeoxychorismate synthase	00790	Folate biosynthesis
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1278				Para-aminobenzoate synthase, amidotransferase component (EC 2.6.1.85)	2.6.1.85	Aminodeoxychorismate synthase	00790	Folate biosynthesis
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1279				Aminodeoxychorismate lyase (EC 4.1.3.38)	4.1.3.38	Aminodeoxychorismate lyase	00790	Folate biosynthesis
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1293				Xanthine-guanine phosphoribosyltransferase (EC 2.4.2.22)	2.4.2.22	Xanthine phosphoribosyltransferase	00230	Purine metabolism
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1296				5'-methylthioadenosine phosphorylase (EC 2.4.2.28)	2.4.2.28	S-methyl-5'-thioadenosine phosphorylase	00270	Cysteine and methionine metabolism
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1301				N-acyl-L-amino acid amidohydrolase (EC 3.5.1.14)	3.5.1.14	N-acyl-aliphatic-L-amino acid amidohydrolase	00330	Arginine and proline metabolism
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1305				Aspartyl-tRNA(Asn) amidotransferase subunit B (EC 6.3.5.6) @ Glutamyl-tRNA(Gln) amidotransferase subunit B (EC 6.3.5.7)	6.3.5.6	Asparaginyl-tRNA synthase (glutamine-hydrolyzing)	00970	Aminoacyl-tRNA biosynthesis
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1305				Aspartyl-tRNA(Asn) amidotransferase subunit B (EC 6.3.5.6) @ Glutamyl-tRNA(Gln) amidotransferase subunit B (EC 6.3.5.7)	6.3.5.7	Glutaminyl-tRNA synthase (glutamine-hydrolyzing)	00970	Aminoacyl-tRNA biosynthesis
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1313				Aspartyl-tRNA synthetase (EC 6.1.1.12) @ Aspartyl-tRNA(Asn) synthetase (EC 6.1.1.23)	6.1.1.12	Aspartate--tRNA ligase	00970	Aminoacyl-tRNA biosynthesis
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1313				Aspartyl-tRNA synthetase (EC 6.1.1.12) @ Aspartyl-tRNA(Asn) synthetase (EC 6.1.1.23)	6.1.1.23	Aspartate--tRNA(Asn) ligase	00970	Aminoacyl-tRNA biosynthesis
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1315				Pantoate kinase, archaeal (EC 2.7.1.169)	2.7.1.169	Pantoate kinase	00770	Pantothenate and CoA biosynthesis
