genome_id	genome_name	accession	annotation	feature_type	patric_id	refseq_locus_tag	alt_locus_tag	uniprotkb_accession	start	end	strand	na_length	gene	product	figfam_id	plfam_id	pgfam_id	go	ec	pathway
1526048.3	Haloferax sp. Q22	LOEP01000009	PATRIC	CDS	fig|1526048.3.peg.4263				23546	23665	-	120		hypothetical protein		PLF_2251_00015063	PGF_06317494			
1526048.3	Haloferax sp. Q22	LOEP01000009	PATRIC	CDS	fig|1526048.3.peg.4264				24087	24857	-	771		hypothetical protein	FIG00638284	PLF_2251_00002468	PGF_10304952			
1526048.3	Haloferax sp. Q22	LOEP01000009	PATRIC	CDS	fig|1526048.3.peg.4265				24927	26300	-	1374		hypothetical protein		PLF_2251_00003388	PGF_00355572			
1526048.3	Haloferax sp. Q22	LOEP01000009	PATRIC	CDS	fig|1526048.3.peg.4266				26328	27656	-	1329		hypothetical protein	FIG00638284	PLF_2251_00002605	PGF_00337328			
1526048.3	Haloferax sp. Q22	LOEP01000009	PATRIC	CDS	fig|1526048.3.peg.4267				27658	28362	-	705		Branched-chain amino acid ABC transporter, ATP-binding protein LivF (TC 3.A.1.4.1)	FIG00006551	PLF_2251_00002258	PGF_00700305			
1526048.3	Haloferax sp. Q22	LOEP01000009	PATRIC	CDS	fig|1526048.3.peg.4268				28355	29131	-	777		hypothetical protein	FIG00020185	PLF_2251_00016095	PGF_01830831			
1526048.3	Haloferax sp. Q22	LOEP01000009	PATRIC	CDS	fig|1526048.3.peg.4269				29131	30207	-	1077		hypothetical protein	FIG00638284	PLF_2251_00005200	PGF_00173970			
1526048.3	Haloferax sp. Q22	LOEP01000009	PATRIC	CDS	fig|1526048.3.peg.4270				30204	31169	-	966		Branched-chain amino acid ABC transporter, permease protein LivH (TC 3.A.1.4.1)	FIG00003435	PLF_2251_00002279	PGF_06868199			
1526048.3	Haloferax sp. Q22	LOEP01000009	PATRIC	CDS	fig|1526048.3.peg.4271				31263	32585	-	1323		hypothetical protein	FIG00638284	PLF_2251_00003533	PGF_08225224			
1526048.3	Haloferax sp. Q22	LOEP01000009	PATRIC	CDS	fig|1526048.3.peg.4272				32715	34148	-	1434		redox proteins related to the succinate dehydrogenases and fumarate reductases	FIG00048014	PLF_2251_00002274	PGF_00006497			
1526048.3	Haloferax sp. Q22	LOEP01000009	PATRIC	CDS	fig|1526048.3.peg.4273				34236	34361	+	126		hypothetical protein		PLF_2251_00013813	PGF_05131713			
1526048.3	Haloferax sp. Q22	LOEP01000009	PATRIC	CDS	fig|1526048.3.peg.4274				34377	34778	+	402		hypothetical protein		PLF_2251_00002931	PGF_00299048			
1526048.3	Haloferax sp. Q22	LOEP01000009	PATRIC	CDS	fig|1526048.3.peg.4275				34775	35752	+	978		hypothetical protein		PLF_2251_00005041	PGF_00314192			
1526048.3	Haloferax sp. Q22	LOEP01000009	PATRIC	CDS	fig|1526048.3.peg.4276				35783	36478	+	696		hypothetical protein		PLF_2251_00014221	PGF_00198326			
1526048.3	Haloferax sp. Q22	LOEP01000009	PATRIC	CDS	fig|1526048.3.peg.4277				36475	37875	+	1401		hypothetical protein		PLF_2251_00002316	PGF_00105399			
1526048.3	Haloferax sp. Q22	LOEP01000009	PATRIC	CDS	fig|1526048.3.peg.4278				38028	39233	+	1206		L-carnitine dehydratase/bile acid-inducible protein F	FIG00450481	PLF_2251_00002281	PGF_04701892			
1526048.3	Haloferax sp. Q22	LOEP01000009	PATRIC	CDS	fig|1526048.3.peg.4279				39230	40189	+	960		hypothetical protein		PLF_2251_00002406	PGF_08225224			
1526048.3	Haloferax sp. Q22	LOEP01000009	PATRIC	CDS	fig|1526048.3.peg.4280				40191	41504	+	1314		3-isopropylmalate dehydratase large subunit (EC 4.2.1.33)	FIG00000280	PLF_2251_00002261	PGF_12790757	GO:0003861|3-isopropylmalate dehydratase activity	4.2.1.33|3-isopropylmalate dehydratase	00290|Valine, leucine and isoleucine biosynthesis
1526048.3	Haloferax sp. Q22	LOEP01000009	PATRIC	CDS	fig|1526048.3.peg.4281				41501	42031	+	531		3-isopropylmalate dehydratase small subunit (EC 4.2.1.33)	FIG00000282	PLF_2251_00002263	PGF_06660812	GO:0003861|3-isopropylmalate dehydratase activity	4.2.1.33|3-isopropylmalate dehydratase	00290|Valine, leucine and isoleucine biosynthesis
1526048.3	Haloferax sp. Q22	LOEP01000009	PATRIC	CDS	fig|1526048.3.peg.4282				42149	43336	-	1188		hypothetical protein	FIG00726850	PLF_2251_00005131	PGF_08225224			
1526048.3	Haloferax sp. Q22	LOEP01000009	PATRIC	CDS	fig|1526048.3.peg.4283				43363	43557	+	195		hypothetical protein		PLF_2251_00012761	PGF_05929729			
1526048.3	Haloferax sp. Q22	LOEP01000009	PATRIC	CDS	fig|1526048.3.peg.4284				43653	44054	+	402		hypothetical protein		PLF_2251_00004004	PGF_08225224			
1526048.3	Haloferax sp. Q22	LOEP01000009	PATRIC	CDS	fig|1526048.3.peg.4285				44058	44708	-	651		hypothetical protein		PLF_2251_00016870	PGF_00127400			
1526048.3	Haloferax sp. Q22	LOEP01000009	PATRIC	CDS	fig|1526048.3.peg.4286				44796	46622	+	1827		Urocanate hydratase (EC 4.2.1.49)	FIG00094176	PLF_2251_00000449	PGF_00066260	GO:0016153|urocanate hydratase activity	4.2.1.49|Urocanate hydratase	00340|Histidine metabolism
1526048.3	Haloferax sp. Q22	LOEP01000009	PATRIC	CDS	fig|1526048.3.peg.4287				46619	47569	+	951		Formiminoglutamase (EC 3.5.3.8)	FIG00138112	PLF_2251_00001709	PGF_00906931	GO:0050415|formimidoylglutamase activity	3.5.3.8|Formimidoylglutamase	00340|Histidine metabolism
1526048.3	Haloferax sp. Q22	LOEP01000009	PATRIC	CDS	fig|1526048.3.peg.4288				47562	48800	+	1239		Imidazolonepropionase (EC 3.5.2.7)	FIG00057840	PLF_2251_00000354	PGF_03743985	GO:0050480|imidazolonepropionase activity	3.5.2.7|Imidazolonepropionase	00340|Histidine metabolism
1526048.3	Haloferax sp. Q22	LOEP01000009	PATRIC	CDS	fig|1526048.3.peg.4289				48793	50379	+	1587		Histidine ammonia-lyase (EC 4.3.1.3)	FIG00091940	PLF_2251_00000066	PGF_02098099	GO:0004397|histidine ammonia-lyase activity	4.3.1.3|Histidine ammonia-lyase	00340|Histidine metabolism
1526048.3	Haloferax sp. Q22	LOEP01000009	PATRIC	CDS	fig|1526048.3.peg.4290				50525	51754	-	1230		hypothetical protein	FIG00638284	PLF_2251_00000024	PGF_08225224			
1526048.3	Haloferax sp. Q22	LOEP01000009	PATRIC	CDS	fig|1526048.3.peg.4291				51849	53105	+	1257		hypothetical protein	FIG00638284	PLF_2251_00002100	PGF_08225224			
1526048.3	Haloferax sp. Q22	LOEP01000009	PATRIC	CDS	fig|1526048.3.peg.4292				53195	53338	-	144		hypothetical protein		PLF_2251_00002879	PGF_01830657			
1526048.3	Haloferax sp. Q22	LOEP01000009	PATRIC	CDS	fig|1526048.3.peg.4293				53594	54250	-	657		hypothetical protein		PLF_2251_00003639	PGF_08225224			
1526048.3	Haloferax sp. Q22	LOEP01000009	PATRIC	CDS	fig|1526048.3.peg.4294				54413	55963	-	1551		Cobyric acid synthase (EC 6.3.5.10)	FIG00000530	PLF_2251_00000624	PGF_05554840	GO:0051921|adenosylcobyric acid synthase (glutamine-hydrolyzing) activity	6.3.5.10|Adenosylcobyric acid synthase (glutamine-hydrolyzing)	00860|Porphyrin and chlorophyll metabolism
1526048.3	Haloferax sp. Q22	LOEP01000009	PATRIC	CDS	fig|1526048.3.peg.4295				56159	57775	+	1617		Medium-chain acyl-CoA ligase	FIG00018699	PLF_2251_00001722	PGF_00019466			
1526048.3	Haloferax sp. Q22	LOEP01000009	PATRIC	CDS	fig|1526048.3.peg.4296				57902	60517	+	2616		hypothetical protein	FIG00638284	PLF_2251_00002576	PGF_08225224			
1526048.3	Haloferax sp. Q22	LOEP01000009	PATRIC	CDS	fig|1526048.3.peg.4297				60742	61263	+	522		hypothetical protein		PLF_2251_00000029	PGF_07336443			
1526048.3	Haloferax sp. Q22	LOEP01000009	PATRIC	CDS	fig|1526048.3.peg.4298				61386	62369	-	984		hypothetical protein	FIG00638284	PLF_2251_00001755	PGF_08225224			
1526048.3	Haloferax sp. Q22	LOEP01000009	PATRIC	CDS	fig|1526048.3.peg.4299				62481	63080	-	600		hypothetical protein		PLF_2251_00003588	PGF_01864385			
1526048.3	Haloferax sp. Q22	LOEP01000009	PATRIC	CDS	fig|1526048.3.peg.4300				63148	63651	-	504		hypothetical protein		PLF_2251_00003688	PGF_00129919			
1526048.3	Haloferax sp. Q22	LOEP01000009	PATRIC	CDS	fig|1526048.3.peg.4301				63632	65653	-	2022		hypothetical protein	FIG00638284	PLF_2251_00003857	PGF_08225224			
1526048.3	Haloferax sp. Q22	LOEP01000009	PATRIC	CDS	fig|1526048.3.peg.4302				65650	66348	-	699		hypothetical protein		PLF_2251_00005624	PGF_00330527			
1526048.3	Haloferax sp. Q22	LOEP01000009	PATRIC	CDS	fig|1526048.3.peg.4303				66372	66773	-	402		hypothetical protein		PLF_2251_00008870	PGF_01833489			
1526048.3	Haloferax sp. Q22	LOEP01000009	PATRIC	CDS	fig|1526048.3.peg.4304				66887	67423	+	537		hypothetical protein		PLF_2251_00014879	PGF_08225224			
1526048.3	Haloferax sp. Q22	LOEP01000009	PATRIC	CDS	fig|1526048.3.peg.4305				67436	68158	+	723		hypothetical protein	FIG00638284	PLF_2251_00015902	PGF_08225224			
1526048.3	Haloferax sp. Q22	LOEP01000009	PATRIC	CDS	fig|1526048.3.peg.4306				68314	70527	+	2214		hypothetical protein	FIG00638284	PLF_2251_00007054	PGF_08225224			
1526048.3	Haloferax sp. Q22	LOEP01000009	PATRIC	CDS	fig|1526048.3.peg.4307				70660	71205	+	546		hypothetical protein	FIG00638284	PLF_2251_00001676	PGF_01830359			
1526048.3	Haloferax sp. Q22	LOEP01000009	PATRIC	CDS	fig|1526048.3.peg.4308				71371	72588	+	1218		Manganese transport protein MntH	FIG00554286	PLF_2251_00001539	PGF_00905234			
1526048.3	Haloferax sp. Q22	LOEP01000009	PATRIC	CDS	fig|1526048.3.peg.4309				72588	74603	+	2016		N-methylhydantoinase A (EC 3.5.2.14)	FIG00001649	PLF_2251_00000068	PGF_04916441	GO:0047423|N-methylhydantoinase (ATP-hydrolyzing) activity	3.5.2.14|N-methylhydantoinase (ATP-hydrolyzing)	00330|Arginine and proline metabolism
1526048.3	Haloferax sp. Q22	LOEP01000009	PATRIC	CDS	fig|1526048.3.peg.4310				74600	76207	+	1608		N-methylhydantoinase B (EC 3.5.2.14)	FIG00002013	PLF_2251_00016573	PGF_08729895	GO:0047423|N-methylhydantoinase (ATP-hydrolyzing) activity	3.5.2.14|N-methylhydantoinase (ATP-hydrolyzing)	00330|Arginine and proline metabolism
1526048.3	Haloferax sp. Q22	LOEP01000009	PATRIC	CDS	fig|1526048.3.peg.4311				76431	77705	-	1275		hypothetical protein	FIG00638284	PLF_2251_00001636	PGF_00279788			
1526048.3	Haloferax sp. Q22	LOEP01000009	PATRIC	CDS	fig|1526048.3.peg.4312				77806	78531	+	726		hypothetical protein		PLF_2251_00002585	PGF_08225224			
1526048.3	Haloferax sp. Q22	LOEP01000009	PATRIC	CDS	fig|1526048.3.peg.4313				78535	79125	+	591		hypothetical protein		PLF_2251_00001246	PGF_00373644			
1526048.3	Haloferax sp. Q22	LOEP01000009	PATRIC	CDS	fig|1526048.3.peg.4314				79191	79562	+	372		hypothetical protein	FIG00638284	PLF_2251_00002993	PGF_01830680			
1526048.3	Haloferax sp. Q22	LOEP01000009	PATRIC	CDS	fig|1526048.3.peg.4315				79641	79850	+	210		hypothetical protein		PLF_2251_00002872	PGF_01830653			
1526048.3	Haloferax sp. Q22	LOEP01000009	PATRIC	CDS	fig|1526048.3.peg.4316				79905	80867	-	963		hypothetical protein	FIG00022300	PLF_2251_00001572	PGF_00210630			
1526048.3	Haloferax sp. Q22	LOEP01000009	PATRIC	CDS	fig|1526048.3.peg.4317				80957	82651	-	1695		hypothetical protein		PLF_2251_00002838	PGF_08225224			
1526048.3	Haloferax sp. Q22	LOEP01000009	PATRIC	CDS	fig|1526048.3.peg.4318				82656	82976	-	321		hypothetical protein		PLF_2251_00001635	PGF_01830336			
1526048.3	Haloferax sp. Q22	LOEP01000009	PATRIC	CDS	fig|1526048.3.peg.4319				83120	83887	+	768		hypothetical protein		PLF_2251_00010023	PGF_00860267			
1526048.3	Haloferax sp. Q22	LOEP01000009	PATRIC	CDS	fig|1526048.3.peg.4320				84501	85397	-	897		Enoyl-CoA hydratase (EC 4.2.1.17)	FIG00033206	PLF_2251_00003048	PGF_03210551	GO:0004300|enoyl-CoA hydratase activity	4.2.1.17|Enoyl-CoA hydratase	00062|Fatty acid elongation in mitochondria;00071|Fatty acid metabolism;00280|Valine, leucine and isoleucine degradation;00281|Geraniol degradation;00310|Lysine degradation;00360|Phenylalanine metabolism;00362|Benzoate degradation via hydroxylation;00380|Tryptophan metabolism;00410|beta-Alanine metabolism;00592|alpha-Linolenic acid metabolism;00627|1,4-Dichlorobenzene degradation;00640|Propanoate metabolism;00650|Butanoate metabolism;00903|Limonene and pinene degradation;00930|Caprolactam degradation
1526048.3	Haloferax sp. Q22	LOEP01000009	PATRIC	CDS	fig|1526048.3.peg.4321				85394	86278	-	885		3-hydroxybutyryl-CoA dehydrogenase (EC 1.1.1.157); 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)	FIG00000819	PLF_2251_00001520	PGF_03237765	GO:0008691|3-hydroxybutyryl-CoA dehydrogenase activity;GO:0003857|3-hydroxyacyl-CoA dehydrogenase activity	1.1.1.157|3-hydroxybutyryl-CoA dehydrogenase;1.1.1.35|3-hydroxyacyl-CoA dehydrogenase	00360|Phenylalanine metabolism;00362|Benzoate degradation via hydroxylation;00650|Butanoate metabolism;00062|Fatty acid elongation in mitochondria;00071|Fatty acid metabolism;00120|Primary bile acid biosynthesis;00280|Valine, leucine and isoleucine degradation;00281|Geraniol degradation;00310|Lysine degradation;00380|Tryptophan metabolism;00623|2,4-Dichlorobenzoate degradation;00720|Reductive carboxylate cycle (CO2 fixation);00930|Caprolactam degradation
1526048.3	Haloferax sp. Q22	LOEP01000009	PATRIC	CDS	fig|1526048.3.peg.4322				86363	87943	-	1581		hypothetical protein	FIG00135993	PLF_2251_00001779	PGF_08225224			
1526048.3	Haloferax sp. Q22	LOEP01000009	PATRIC	CDS	fig|1526048.3.peg.4323				87940	89103	-	1164		Acetyl CoA synthase (Acetyl-CoA c-acetyltransferase) (EC 2.3.1.9)	FIG01279374	PLF_2251_00000586	PGF_00025440	GO:0003985|acetyl-CoA C-acetyltransferase activity	2.3.1.9|Acetyl-CoA C-acetyltransferase	00071|Fatty acid metabolism;00072|Synthesis and degradation of ketone bodies;00280|Valine, leucine and isoleucine degradation;00310|Lysine degradation;00362|Benzoate degradation via hydroxylation;00380|Tryptophan metabolism;00620|Pyruvate metabolism;00630|Glyoxylate and dicarboxylate metabolism;00640|Propanoate metabolism;00650|Butanoate metabolism;00720|Reductive carboxylate cycle (CO2 fixation);00900|Terpenoid backbone biosynthesis
1526048.3	Haloferax sp. Q22	LOEP01000009	PATRIC	CDS	fig|1526048.3.peg.4324				89204	90493	+	1290		Coenzyme A ligase	FIG00001094	PLF_2251_00000059	PGF_10015132			
1526048.3	Haloferax sp. Q22	LOEP01000009	PATRIC	CDS	fig|1526048.3.peg.4325				90503	90913	-	411		Thioesterase		PLF_2251_00001560	PGF_03674355			
1526048.3	Haloferax sp. Q22	LOEP01000009	PATRIC	CDS	fig|1526048.3.peg.4326				91010	91480	+	471		hypothetical protein	FIG01303815	PLF_2251_00001885	PGF_00312786			
1526048.3	Haloferax sp. Q22	LOEP01000009	PATRIC	CDS	fig|1526048.3.peg.4327				91503	92021	-	519		hypothetical protein		PLF_2251_00002805	PGF_00255787			
1526048.3	Haloferax sp. Q22	LOEP01000009	PATRIC	CDS	fig|1526048.3.peg.4328				92077	93081	+	1005		hypothetical protein		PLF_2251_00001970	PGF_08225224			
1526048.3	Haloferax sp. Q22	LOEP01000009	PATRIC	CDS	fig|1526048.3.peg.4329				93187	94446	+	1260		hypothetical protein	FIG00638284	PLF_2251_00015868	PGF_08225224			
1526048.3	Haloferax sp. Q22	LOEP01000009	PATRIC	CDS	fig|1526048.3.peg.4330				94448	96436	+	1989		ABC transporter, permease protein 2 (cluster 4, leucine/isoleucine/valine/benzoate)	FIG00003435	PLF_2251_00009841	PGF_05004488			
1526048.3	Haloferax sp. Q22	LOEP01000009	PATRIC	CDS	fig|1526048.3.peg.4331				96429	97193	+	765		hypothetical protein	FIG00020185	PLF_2251_00002026	PGF_01826259			
1526048.3	Haloferax sp. Q22	LOEP01000009	PATRIC	CDS	fig|1526048.3.peg.4332				97190	97918	+	729		hypothetical protein	FIG00006551	PLF_2251_00003238	PGF_08225224			
1526048.3	Haloferax sp. Q22	LOEP01000009	PATRIC	CDS	fig|1526048.3.peg.4333				97996	98379	+	384		hypothetical protein		PLF_2251_00005949	PGF_00085418			
1526048.3	Haloferax sp. Q22	LOEP01000009	PATRIC	CDS	fig|1526048.3.peg.4334				98448	99899	+	1452		Aldehyde dehydrogenase (EC 1.2.1.3)	FIG01292786	PLF_2251_00001529	PGF_07597988	GO:0004029|aldehyde dehydrogenase (NAD) activity	1.2.1.3|Aldehyde dehydrogenase (NAD(+))	00010|Glycolysis / Gluconeogenesis;00040|Pentose and glucuronate interconversions;00053|Ascorbate and aldarate metabolism;00071|Fatty acid metabolism;00280|Valine, leucine and isoleucine degradation;00310|Lysine degradation;00330|Arginine and proline metabolism;00340|Histidine metabolism;00380|Tryptophan metabolism;00410|beta-Alanine metabolism;00561|Glycerolipid metabolism;00620|Pyruvate metabolism;00625|Tetrachloroethene degradation;00640|Propanoate metabolism;00903|Limonene and pinene degradation
1526048.3	Haloferax sp. Q22	LOEP01000009	PATRIC	CDS	fig|1526048.3.peg.4335				100123	100290	-	168		hypothetical protein		PLF_2251_00014059	PGF_06423351			
1526048.3	Haloferax sp. Q22	LOEP01000009	PATRIC	CDS	fig|1526048.3.peg.4336				100294	100737	-	444		hypothetical protein		PLF_2251_00002017	PGF_00392390			
1526048.3	Haloferax sp. Q22	LOEP01000009	PATRIC	CDS	fig|1526048.3.peg.4337				100730	101548	-	819		hypothetical protein	FIG00638284	PLF_2251_00015988	PGF_00296683			
1526048.3	Haloferax sp. Q22	LOEP01000009	PATRIC	CDS	fig|1526048.3.peg.4338				101551	101871	-	321		hypothetical protein	FIG00002137	PLF_2251_00012052	PGF_01830507			
1526048.3	Haloferax sp. Q22	LOEP01000009	PATRIC	CDS	fig|1526048.3.peg.4339				101877	102821	-	945		hypothetical protein		PLF_2251_00002197	PGF_01086333			
1526048.3	Haloferax sp. Q22	LOEP01000009	PATRIC	CDS	fig|1526048.3.peg.4340				102913	103551	+	639		hypothetical protein		PLF_2251_00002781	PGF_00364286			
1526048.3	Haloferax sp. Q22	LOEP01000009	PATRIC	CDS	fig|1526048.3.peg.4341				103642	104406	+	765		hypothetical protein	FIG00033206	PLF_2251_00016486	PGF_08225224			
1526048.3	Haloferax sp. Q22	LOEP01000009	PATRIC	CDS	fig|1526048.3.peg.4342				104486	105361	-	876		hypothetical protein	FIG00638284	PLF_2251_00001954	PGF_08225224			
1526048.3	Haloferax sp. Q22	LOEP01000009	PATRIC	CDS	fig|1526048.3.peg.4343				105504	106406	-	903		hypothetical protein	FIG00638284	PLF_2251_00008871	PGF_08225224			
1526048.3	Haloferax sp. Q22	LOEP01000009	PATRIC	CDS	fig|1526048.3.peg.4344				106565	106714	+	150		hypothetical protein		PLF_2251_00014778	PGF_04049253			
1526048.3	Haloferax sp. Q22	LOEP01000009	PATRIC	CDS	fig|1526048.3.peg.4345				106828	107433	-	606		hypothetical protein	FIG00638284	PLF_2251_00002137	PGF_00136123			
1526048.3	Haloferax sp. Q22	LOEP01000009	PATRIC	CDS	fig|1526048.3.peg.4346				107580	107948	+	369		hypothetical protein	FIG00638284	PLF_2251_00004271	PGF_01865018			
1526048.3	Haloferax sp. Q22	LOEP01000009	PATRIC	CDS	fig|1526048.3.peg.4347				107929	108759	-	831		hypothetical protein	FIG00638284	PLF_2251_00004360	PGF_01862590			
1526048.3	Haloferax sp. Q22	LOEP01000009	PATRIC	CDS	fig|1526048.3.peg.4348				108870	109337	+	468		hypothetical protein		PLF_2251_00000554	PGF_01831568			
1526048.3	Haloferax sp. Q22	LOEP01000009	PATRIC	CDS	fig|1526048.3.peg.4349				109374	110150	-	777		hypothetical protein		PLF_2251_00015570	PGF_00332459			
1526048.3	Haloferax sp. Q22	LOEP01000009	PATRIC	CDS	fig|1526048.3.peg.4350				110220	111359	-	1140		hypothetical protein	FIG00638284	PLF_2251_00001793	PGF_05872458			
1526048.3	Haloferax sp. Q22	LOEP01000009	PATRIC	CDS	fig|1526048.3.peg.4351				111484	112155	-	672		hypothetical protein		PLF_2251_00016649	PGF_00152260			
1526048.3	Haloferax sp. Q22	LOEP01000009	PATRIC	CDS	fig|1526048.3.peg.4352				112284	113156	+	873		hypothetical protein	FIG00459778	PLF_2251_00001604	PGF_08225224			
1526048.3	Haloferax sp. Q22	LOEP01000009	PATRIC	CDS	fig|1526048.3.peg.4353				113299	113937	+	639		hypothetical protein		PLF_2251_00002865	PGF_00126289			
1526048.3	Haloferax sp. Q22	LOEP01000009	PATRIC	CDS	fig|1526048.3.peg.4354				114115	115449	+	1335		hypothetical protein	FIG00638284	PLF_2251_00002123	PGF_08225224			
1526048.3	Haloferax sp. Q22	LOEP01000009	PATRIC	CDS	fig|1526048.3.peg.4355				115446	116375	+	930		hypothetical protein		PLF_2251_00002367	PGF_00101914			
1526048.3	Haloferax sp. Q22	LOEP01000009	PATRIC	CDS	fig|1526048.3.peg.4356				116377	117243	+	867		hypothetical protein	FIG00638284	PLF_2251_00013640	PGF_00096057			
1526048.3	Haloferax sp. Q22	LOEP01000009	PATRIC	CDS	fig|1526048.3.peg.4357				117243	118394	+	1152		ABC transporter, ATP-binding protein (cluster 1, maltose/g3p/polyamine/iron); ABC transporter, ATP-binding protein (cluster 10, nitrate/sulfonate/bicarbonate)		PLF_2251_00002070	PGF_03097747			
1526048.3	Haloferax sp. Q22	LOEP01000009	PATRIC	CDS	fig|1526048.3.peg.4358				118391	119659	+	1269		hypothetical protein	FIG01324402	PLF_2251_00015018	PGF_08225224			
1526048.3	Haloferax sp. Q22	LOEP01000009	PATRIC	CDS	fig|1526048.3.peg.4359				119660	120748	+	1089		hypothetical protein	FIG00638284	PLF_2251_00002423	PGF_08225224			
1526048.3	Haloferax sp. Q22	LOEP01000009	PATRIC	CDS	fig|1526048.3.peg.4360				120809	121528	-	720		Cob(I)alamin adenosyltransferase (EC 2.5.1.17) @ Cob(I)alamin adenosyltransferase (EC 2.5.1.17), clustered with cobalamin synthesis	FIG00000641	PLF_2251_00001700	PGF_00418244	GO:0008817|cob(I)yrinic acid a,c-diamide adenosyltransferase activity	2.5.1.17|Cob(I)yrinic acid a,c-diamide adenosyltransferase	00860|Porphyrin and chlorophyll metabolism
1526048.3	Haloferax sp. Q22	LOEP01000009	PATRIC	CDS	fig|1526048.3.peg.4361				121691	123019	-	1329		Cobyrinic acid a,c-diamide synthetase (EC 6.3.5.11)	FIG00138468	PLF_2251_00001310	PGF_00418379		6.3.5.11|Cobyrinate a,c-diamide synthase (glutamine-hydrolyzing)	00860|Porphyrin and chlorophyll metabolism
1526048.3	Haloferax sp. Q22	LOEP01000009	PATRIC	CDS	fig|1526048.3.peg.4362				123185	124198	-	1014		AIR Synthase, TMP kinase, hydrogenase maturation protein HypE superfamily	FIG00000570	PLF_2251_00002882	PGF_00013741			
1526048.3	Haloferax sp. Q22	LOEP01000009	PATRIC	CDS	fig|1526048.3.peg.4363				124400	125446	+	1047		Serine--glyoxylate aminotransferase (EC 2.6.1.45)	FIG00001504	PLF_2251_00002527	PGF_02189378	GO:0050281|serine-glyoxylate transaminase activity	2.6.1.45|Serine--glyoxylate transaminase	00260|Glycine, serine and threonine metabolism;00630|Glyoxylate and dicarboxylate metabolism;00680|Methane metabolism
1526048.3	Haloferax sp. Q22	LOEP01000009	PATRIC	CDS	fig|1526048.3.peg.4364				125507	126091	+	585		hypothetical protein		PLF_2251_00001590	PGF_08225224			
1526048.3	Haloferax sp. Q22	LOEP01000009	PATRIC	CDS	fig|1526048.3.peg.4365				126179	126640	+	462		hypothetical protein	FIG00638284	PLF_2251_00005660	PGF_01831605			
1526048.3	Haloferax sp. Q22	LOEP01000009	PATRIC	CDS	fig|1526048.3.peg.4366				126768	128441	+	1674		Phytoene desaturase (EC 1.14.99.-)	FIG00009627	PLF_2251_00005526	PGF_00034223	GO:0009974|zeinoxanthin epsilon hydroxylase activity;GO:0009974|DDT 2,3-dioxygenase activity;GO:0009974|naphthalene disulfonate 1,2-dioxygenase activity;GO:0009974|benzo(a)pyrene 11,12-epoxidase activity;GO:0009974|omega-3 fatty acid desaturase activity;GO:0009974|gamma-glutamyl hercynylcysteine sulfoxide synthase;GO:0009974|echinenone 3-hydroxylase activity;GO:0009974|4-ketotorulene 3-hydroxylase activity;GO:0009974|beta-cryptoxanthin hydroxylase activity;GO:0009974|beta-carotene 3-hydroxylase activity;GO:0009974|adonirubin 3-hydroxylase activity;GO:0009974|canthaxanthin 3-hydroxylase activity;GO:0009974|alpha-carotene epsilon hydroxylase activity;GO:0009974|carotene epsilon hydroxylase activity	1.14.99.-|Miscellaneous (requires further characterization)	00351|1,1,1-Trichloro-2,2-bis(4-chlorophenyl)ethane (DDT) degradation;00626|Naphthalene and anthracene degradation
1526048.3	Haloferax sp. Q22	LOEP01000009	PATRIC	CDS	fig|1526048.3.peg.4367				128523	129419	+	897		hypothetical protein	FIG00638284	PLF_2251_00008356	PGF_00094541			
1526048.3	Haloferax sp. Q22	LOEP01000009	PATRIC	CDS	fig|1526048.3.peg.4368				129448	130530	-	1083		hypothetical protein	FIG00638284	PLF_2251_00001578	PGF_06832633			
1526048.3	Haloferax sp. Q22	LOEP01000009	PATRIC	CDS	fig|1526048.3.peg.4369				130776	131726	-	951		Phosphate ABC transporter, ATP-binding protein PstB (TC 3.A.1.7.1)	FIG00011114	PLF_2251_00000395	PGF_06213055			
1526048.3	Haloferax sp. Q22	LOEP01000009	PATRIC	CDS	fig|1526048.3.peg.4370				131729	133351	-	1623		Phosphate ABC transporter, permease protein PstA (TC 3.A.1.7.1)	FIG00083946	PLF_2251_00016601	PGF_01072302			
1526048.3	Haloferax sp. Q22	LOEP01000009	PATRIC	CDS	fig|1526048.3.peg.4371				133351	134484	-	1134		hypothetical protein	FIG00018561	PLF_2251_00003156	PGF_09156794			
1526048.3	Haloferax sp. Q22	LOEP01000009	PATRIC	CDS	fig|1526048.3.peg.4372				134554	135747	-	1194		hypothetical protein	FIG00010508	PLF_2251_00006133	PGF_08225224			
1526048.3	Haloferax sp. Q22	LOEP01000009	PATRIC	CDS	fig|1526048.3.peg.4373				135933	136970	+	1038		hypothetical protein	FIG00638284	PLF_2251_00001941	PGF_08225224			
1526048.3	Haloferax sp. Q22	LOEP01000009	PATRIC	CDS	fig|1526048.3.peg.4374				137087	137689	+	603		Superoxide dismutase [Mn] (EC 1.15.1.1)	FIG00000848	PLF_2251_00000019	PGF_00473519	GO:0004784|superoxide dismutase activity	1.15.1.1|Superoxide dismutase	
1526048.3	Haloferax sp. Q22	LOEP01000009	PATRIC	repeat_region	fig|1526048.3.repeat.36				137095	137688	+	594		repeat region						
1526048.3	Haloferax sp. Q22	LOEP01000009	PATRIC	CDS	fig|1526048.3.peg.4375				137907	138089	+	183		hypothetical protein		PLF_2251_00002670	PGF_01830607			
