# Assembly name:  ASM366277v1
# Organism name:  Candidatus Thorarchaeota archaeon (archaea)
# Isolate:  B59_G1
# Taxid:          2053491
# BioSample:      SAMN09214824
# BioProject:     PRJNA362212
# Submitter:      The University of Texas at Austin
# Date:           2018-10-15
# Assembly type:  na
# Release type:   major
# Assembly level: Contig
# Genome representation: full
# WGS project:    QMYS01
# Assembly method: megahit v. 1.0.6
# Expected final version: yes
# Genome coverage: 63.7342256214149x
# Sequencing technology: Illumina HiSeq
# Excluded from RefSeq: derived from metagenome; genus undefined
# GenBank assembly accession: GCA_003662775.1
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_003662795.1		Primary Assembly
#
# Ordered by chromosome/plasmid; the chromosomes/plasmids are followed by
# unlocalized scaffolds.
# Unplaced scaffolds are listed at the end.
# RefSeq is equal or derived from GenBank object.
#
# Sequence-Name	Sequence-Role	Assigned-Molecule	Assigned-Molecule-Location/Type	GenBank-Accn	Relationship	RefSeq-Accn	Assembly-Unit	Sequence-Length	UCSC-style-name
B59_Guay1_scaffold_35315	unplaced-scaffold	na	na	QMYS01000223.1	<>	na	Primary Assembly	3090	na
B59_Guay1_scaffold_35407	unplaced-scaffold	na	na	QMYS01000224.1	<>	na	Primary Assembly	3085	na
B59_Guay1_scaffold_35464	unplaced-scaffold	na	na	QMYS01000225.1	<>	na	Primary Assembly	3083	na
B59_Guay1_scaffold_35486	unplaced-scaffold	na	na	QMYS01000226.1	<>	na	Primary Assembly	3081	na
B59_Guay1_scaffold_35955	unplaced-scaffold	na	na	QMYS01000227.1	<>	na	Primary Assembly	3063	na
B59_Guay1_scaffold_36225	unplaced-scaffold	na	na	QMYS01000228.1	<>	na	Primary Assembly	3051	na
B59_Guay1_scaffold_36331	unplaced-scaffold	na	na	QMYS01000229.1	<>	na	Primary Assembly	3047	na
B59_Guay1_scaffold_36359	unplaced-scaffold	na	na	QMYS01000230.1	<>	na	Primary Assembly	3046	na
B59_Guay1_scaffold_36508	unplaced-scaffold	na	na	QMYS01000231.1	<>	na	Primary Assembly	3040	na
B59_Guay1_scaffold_36647	unplaced-scaffold	na	na	QMYS01000232.1	<>	na	Primary Assembly	3035	na
B59_Guay1_scaffold_37145	unplaced-scaffold	na	na	QMYS01000233.1	<>	na	Primary Assembly	3014	na
B59_Guay1_scaffold_37597	unplaced-scaffold	na	na	QMYS01000234.1	<>	na	Primary Assembly	2996	na
B59_Guay1_scaffold_37652	unplaced-scaffold	na	na	QMYS01000235.1	<>	na	Primary Assembly	2993	na
B59_Guay1_scaffold_37867	unplaced-scaffold	na	na	QMYS01000236.1	<>	na	Primary Assembly	2985	na
B59_Guay1_scaffold_38284	unplaced-scaffold	na	na	QMYS01000237.1	<>	na	Primary Assembly	2970	na
B59_Guay1_scaffold_38458	unplaced-scaffold	na	na	QMYS01000238.1	<>	na	Primary Assembly	2962	na
B59_Guay1_scaffold_38492	unplaced-scaffold	na	na	QMYS01000239.1	<>	na	Primary Assembly	2961	na
B59_Guay1_scaffold_38735	unplaced-scaffold	na	na	QMYS01000240.1	<>	na	Primary Assembly	2951	na
B59_Guay1_scaffold_38810	unplaced-scaffold	na	na	QMYS01000241.1	<>	na	Primary Assembly	2949	na
B59_Guay1_scaffold_38854	unplaced-scaffold	na	na	QMYS01000242.1	<>	na	Primary Assembly	2947	na
B59_Guay1_scaffold_39196	unplaced-scaffold	na	na	QMYS01000243.1	<>	na	Primary Assembly	2934	na
B59_Guay1_scaffold_39678	unplaced-scaffold	na	na	QMYS01000244.1	<>	na	Primary Assembly	2916	na
B59_Guay1_scaffold_40529	unplaced-scaffold	na	na	QMYS01000245.1	<>	na	Primary Assembly	2886	na
B59_Guay1_scaffold_40775	unplaced-scaffold	na	na	QMYS01000246.1	<>	na	Primary Assembly	2877	na
B59_Guay1_scaffold_41205	unplaced-scaffold	na	na	QMYS01000247.1	<>	na	Primary Assembly	2861	na
B59_Guay1_scaffold_41611	unplaced-scaffold	na	na	QMYS01000248.1	<>	na	Primary Assembly	2847	na
B59_Guay1_scaffold_42193	unplaced-scaffold	na	na	QMYS01000249.1	<>	na	Primary Assembly	2827	na
B59_Guay1_scaffold_42264	unplaced-scaffold	na	na	QMYS01000250.1	<>	na	Primary Assembly	2825	na
B59_Guay1_scaffold_42895	unplaced-scaffold	na	na	QMYS01000251.1	<>	na	Primary Assembly	2805	na
B59_Guay1_scaffold_42953	unplaced-scaffold	na	na	QMYS01000252.1	<>	na	Primary Assembly	2803	na
B59_Guay1_scaffold_43148	unplaced-scaffold	na	na	QMYS01000253.1	<>	na	Primary Assembly	2796	na
B59_Guay1_scaffold_43163	unplaced-scaffold	na	na	QMYS01000254.1	<>	na	Primary Assembly	2795	na
B59_Guay1_scaffold_43210	unplaced-scaffold	na	na	QMYS01000255.1	<>	na	Primary Assembly	2794	na
B59_Guay1_scaffold_43659	unplaced-scaffold	na	na	QMYS01000256.1	<>	na	Primary Assembly	2779	na
B59_Guay1_scaffold_44059	unplaced-scaffold	na	na	QMYS01000257.1	<>	na	Primary Assembly	2767	na
B59_Guay1_scaffold_44241	unplaced-scaffold	na	na	QMYS01000258.1	<>	na	Primary Assembly	2761	na
B59_Guay1_scaffold_44363	unplaced-scaffold	na	na	QMYS01000259.1	<>	na	Primary Assembly	2757	na
B59_Guay1_scaffold_44432	unplaced-scaffold	na	na	QMYS01000260.1	<>	na	Primary Assembly	2754	na
B59_Guay1_scaffold_44849	unplaced-scaffold	na	na	QMYS01000261.1	<>	na	Primary Assembly	2742	na
B59_Guay1_scaffold_44896	unplaced-scaffold	na	na	QMYS01000262.1	<>	na	Primary Assembly	2741	na
B59_Guay1_scaffold_45844	unplaced-scaffold	na	na	QMYS01000263.1	<>	na	Primary Assembly	2712	na
B59_Guay1_scaffold_46102	unplaced-scaffold	na	na	QMYS01000264.1	<>	na	Primary Assembly	2704	na
B59_Guay1_scaffold_46305	unplaced-scaffold	na	na	QMYS01000265.1	<>	na	Primary Assembly	2698	na
B59_Guay1_scaffold_46630	unplaced-scaffold	na	na	QMYS01000266.1	<>	na	Primary Assembly	2688	na
B59_Guay1_scaffold_46745	unplaced-scaffold	na	na	QMYS01000267.1	<>	na	Primary Assembly	2685	na
B59_Guay1_scaffold_46789	unplaced-scaffold	na	na	QMYS01000268.1	<>	na	Primary Assembly	2684	na
B59_Guay1_scaffold_47106	unplaced-scaffold	na	na	QMYS01000269.1	<>	na	Primary Assembly	2674	na
B59_Guay1_scaffold_47516	unplaced-scaffold	na	na	QMYS01000270.1	<>	na	Primary Assembly	2662	na
B59_Guay1_scaffold_47552	unplaced-scaffold	na	na	QMYS01000271.1	<>	na	Primary Assembly	2661	na
B59_Guay1_scaffold_47640	unplaced-scaffold	na	na	QMYS01000272.1	<>	na	Primary Assembly	2658	na
B59_Guay1_scaffold_47847	unplaced-scaffold	na	na	QMYS01000273.1	<>	na	Primary Assembly	2652	na
B59_Guay1_scaffold_47859	unplaced-scaffold	na	na	QMYS01000274.1	<>	na	Primary Assembly	2652	na
B59_Guay1_scaffold_47920	unplaced-scaffold	na	na	QMYS01000275.1	<>	na	Primary Assembly	2650	na
B59_Guay1_scaffold_48729	unplaced-scaffold	na	na	QMYS01000276.1	<>	na	Primary Assembly	2627	na
B59_Guay1_scaffold_48757	unplaced-scaffold	na	na	QMYS01000277.1	<>	na	Primary Assembly	2626	na
B59_Guay1_scaffold_49173	unplaced-scaffold	na	na	QMYS01000278.1	<>	na	Primary Assembly	2615	na
B59_Guay1_scaffold_49431	unplaced-scaffold	na	na	QMYS01000279.1	<>	na	Primary Assembly	2608	na
B59_Guay1_scaffold_49646	unplaced-scaffold	na	na	QMYS01000280.1	<>	na	Primary Assembly	2603	na
B59_Guay1_scaffold_49914	unplaced-scaffold	na	na	QMYS01000281.1	<>	na	Primary Assembly	2595	na
B59_Guay1_scaffold_49993	unplaced-scaffold	na	na	QMYS01000282.1	<>	na	Primary Assembly	2593	na
B59_Guay1_scaffold_50316	unplaced-scaffold	na	na	QMYS01000283.1	<>	na	Primary Assembly	2584	na
B59_Guay1_scaffold_50402	unplaced-scaffold	na	na	QMYS01000284.1	<>	na	Primary Assembly	2582	na
B59_Guay1_scaffold_50446	unplaced-scaffold	na	na	QMYS01000285.1	<>	na	Primary Assembly	2581	na
B59_Guay1_scaffold_50690	unplaced-scaffold	na	na	QMYS01000286.1	<>	na	Primary Assembly	2574	na
B59_Guay1_scaffold_50918	unplaced-scaffold	na	na	QMYS01000287.1	<>	na	Primary Assembly	2569	na
B59_Guay1_scaffold_51121	unplaced-scaffold	na	na	QMYS01000288.1	<>	na	Primary Assembly	2564	na
B59_Guay1_scaffold_51841	unplaced-scaffold	na	na	QMYS01000289.1	<>	na	Primary Assembly	2546	na
B59_Guay1_scaffold_51877	unplaced-scaffold	na	na	QMYS01000290.1	<>	na	Primary Assembly	2545	na
B59_Guay1_scaffold_52145	unplaced-scaffold	na	na	QMYS01000291.1	<>	na	Primary Assembly	2538	na
B59_Guay1_scaffold_52537	unplaced-scaffold	na	na	QMYS01000292.1	<>	na	Primary Assembly	2528	na
B59_Guay1_scaffold_52716	unplaced-scaffold	na	na	QMYS01000293.1	<>	na	Primary Assembly	2524	na
B59_Guay1_scaffold_52869	unplaced-scaffold	na	na	QMYS01000294.1	<>	na	Primary Assembly	2520	na
B59_Guay1_scaffold_52993	unplaced-scaffold	na	na	QMYS01000295.1	<>	na	Primary Assembly	2517	na
B59_Guay1_scaffold_53326	unplaced-scaffold	na	na	QMYS01000296.1	<>	na	Primary Assembly	2509	na
B59_Guay1_scaffold_53941	unplaced-scaffold	na	na	QMYS01000297.1	<>	na	Primary Assembly	2494	na
B59_Guay1_scaffold_54015	unplaced-scaffold	na	na	QMYS01000298.1	<>	na	Primary Assembly	2492	na
B59_Guay1_scaffold_54092	unplaced-scaffold	na	na	QMYS01000299.1	<>	na	Primary Assembly	2490	na
B59_Guay1_scaffold_54519	unplaced-scaffold	na	na	QMYS01000300.1	<>	na	Primary Assembly	2480	na
B59_Guay1_scaffold_54661	unplaced-scaffold	na	na	QMYS01000301.1	<>	na	Primary Assembly	2477	na
B59_Guay1_scaffold_54746	unplaced-scaffold	na	na	QMYS01000302.1	<>	na	Primary Assembly	2475	na
B59_Guay1_scaffold_54905	unplaced-scaffold	na	na	QMYS01000303.1	<>	na	Primary Assembly	2471	na
B59_Guay1_scaffold_55318	unplaced-scaffold	na	na	QMYS01000304.1	<>	na	Primary Assembly	2462	na
B59_Guay1_scaffold_55380	unplaced-scaffold	na	na	QMYS01000305.1	<>	na	Primary Assembly	2460	na
B59_Guay1_scaffold_55439	unplaced-scaffold	na	na	QMYS01000306.1	<>	na	Primary Assembly	2459	na
B59_Guay1_scaffold_55695	unplaced-scaffold	na	na	QMYS01000307.1	<>	na	Primary Assembly	2452	na
B59_Guay1_scaffold_55785	unplaced-scaffold	na	na	QMYS01000308.1	<>	na	Primary Assembly	2450	na
B59_Guay1_scaffold_55923	unplaced-scaffold	na	na	QMYS01000309.1	<>	na	Primary Assembly	2447	na
B59_Guay1_scaffold_56159	unplaced-scaffold	na	na	QMYS01000310.1	<>	na	Primary Assembly	2442	na
B59_Guay1_scaffold_56225	unplaced-scaffold	na	na	QMYS01000311.1	<>	na	Primary Assembly	2441	na
B59_Guay1_scaffold_56300	unplaced-scaffold	na	na	QMYS01000312.1	<>	na	Primary Assembly	2439	na
B59_Guay1_scaffold_56405	unplaced-scaffold	na	na	QMYS01000313.1	<>	na	Primary Assembly	2437	na
B59_Guay1_scaffold_56651	unplaced-scaffold	na	na	QMYS01000314.1	<>	na	Primary Assembly	2431	na
B59_Guay1_scaffold_56706	unplaced-scaffold	na	na	QMYS01000315.1	<>	na	Primary Assembly	2430	na
B59_Guay1_scaffold_56768	unplaced-scaffold	na	na	QMYS01000316.1	<>	na	Primary Assembly	2428	na
B59_Guay1_scaffold_56844	unplaced-scaffold	na	na	QMYS01000317.1	<>	na	Primary Assembly	2427	na
B59_Guay1_scaffold_56903	unplaced-scaffold	na	na	QMYS01000318.1	<>	na	Primary Assembly	2426	na
B59_Guay1_scaffold_57692	unplaced-scaffold	na	na	QMYS01000319.1	<>	na	Primary Assembly	2408	na
B59_Guay1_scaffold_58095	unplaced-scaffold	na	na	QMYS01000320.1	<>	na	Primary Assembly	2398	na
B59_Guay1_scaffold_58336	unplaced-scaffold	na	na	QMYS01000321.1	<>	na	Primary Assembly	2393	na
B59_Guay1_scaffold_58357	unplaced-scaffold	na	na	QMYS01000322.1	<>	na	Primary Assembly	2393	na
B59_Guay1_scaffold_58396	unplaced-scaffold	na	na	QMYS01000323.1	<>	na	Primary Assembly	2392	na
B59_Guay1_scaffold_58539	unplaced-scaffold	na	na	QMYS01000324.1	<>	na	Primary Assembly	2389	na
B59_Guay1_scaffold_58629	unplaced-scaffold	na	na	QMYS01000325.1	<>	na	Primary Assembly	2386	na
B59_Guay1_scaffold_58912	unplaced-scaffold	na	na	QMYS01000326.1	<>	na	Primary Assembly	2380	na
B59_Guay1_scaffold_59321	unplaced-scaffold	na	na	QMYS01000327.1	<>	na	Primary Assembly	2372	na
B59_Guay1_scaffold_59322	unplaced-scaffold	na	na	QMYS01000328.1	<>	na	Primary Assembly	2372	na
B59_Guay1_scaffold_59338	unplaced-scaffold	na	na	QMYS01000329.1	<>	na	Primary Assembly	2371	na
B59_Guay1_scaffold_59343	unplaced-scaffold	na	na	QMYS01000330.1	<>	na	Primary Assembly	2371	na
B59_Guay1_scaffold_59394	unplaced-scaffold	na	na	QMYS01000331.1	<>	na	Primary Assembly	2370	na
B59_Guay1_scaffold_59532	unplaced-scaffold	na	na	QMYS01000332.1	<>	na	Primary Assembly	2367	na
B59_Guay1_scaffold_59548	unplaced-scaffold	na	na	QMYS01000333.1	<>	na	Primary Assembly	2367	na
B59_Guay1_scaffold_59549	unplaced-scaffold	na	na	QMYS01000334.1	<>	na	Primary Assembly	2367	na
B59_Guay1_scaffold_59603	unplaced-scaffold	na	na	QMYS01000335.1	<>	na	Primary Assembly	2366	na
B59_Guay1_scaffold_59703	unplaced-scaffold	na	na	QMYS01000336.1	<>	na	Primary Assembly	2364	na
B59_Guay1_scaffold_59711	unplaced-scaffold	na	na	QMYS01000337.1	<>	na	Primary Assembly	2364	na
B59_Guay1_scaffold_59714	unplaced-scaffold	na	na	QMYS01000338.1	<>	na	Primary Assembly	2364	na
B59_Guay1_scaffold_59829	unplaced-scaffold	na	na	QMYS01000339.1	<>	na	Primary Assembly	2361	na
B59_Guay1_scaffold_59913	unplaced-scaffold	na	na	QMYS01000340.1	<>	na	Primary Assembly	2359	na
B59_Guay1_scaffold_59915	unplaced-scaffold	na	na	QMYS01000341.1	<>	na	Primary Assembly	2359	na
B59_Guay1_scaffold_59937	unplaced-scaffold	na	na	QMYS01000342.1	<>	na	Primary Assembly	2359	na
B59_Guay1_scaffold_59967	unplaced-scaffold	na	na	QMYS01000343.1	<>	na	Primary Assembly	2358	na
B59_Guay1_scaffold_60099	unplaced-scaffold	na	na	QMYS01000344.1	<>	na	Primary Assembly	2355	na
B59_Guay1_scaffold_60130	unplaced-scaffold	na	na	QMYS01000345.1	<>	na	Primary Assembly	2355	na
B59_Guay1_scaffold_60161	unplaced-scaffold	na	na	QMYS01000346.1	<>	na	Primary Assembly	2354	na
B59_Guay1_scaffold_60258	unplaced-scaffold	na	na	QMYS01000347.1	<>	na	Primary Assembly	2352	na
B59_Guay1_scaffold_60354	unplaced-scaffold	na	na	QMYS01000348.1	<>	na	Primary Assembly	2351	na
B59_Guay1_scaffold_60358	unplaced-scaffold	na	na	QMYS01000349.1	<>	na	Primary Assembly	2351	na
B59_Guay1_scaffold_60407	unplaced-scaffold	na	na	QMYS01000350.1	<>	na	Primary Assembly	2350	na
B59_Guay1_scaffold_60583	unplaced-scaffold	na	na	QMYS01000351.1	<>	na	Primary Assembly	2345	na
B59_Guay1_scaffold_60636	unplaced-scaffold	na	na	QMYS01000352.1	<>	na	Primary Assembly	2344	na
B59_Guay1_scaffold_60698	unplaced-scaffold	na	na	QMYS01000353.1	<>	na	Primary Assembly	2343	na
B59_Guay1_scaffold_60751	unplaced-scaffold	na	na	QMYS01000354.1	<>	na	Primary Assembly	2342	na
B59_Guay1_scaffold_60840	unplaced-scaffold	na	na	QMYS01000355.1	<>	na	Primary Assembly	2340	na
B59_Guay1_scaffold_60902	unplaced-scaffold	na	na	QMYS01000356.1	<>	na	Primary Assembly	2339	na
B59_Guay1_scaffold_61140	unplaced-scaffold	na	na	QMYS01000357.1	<>	na	Primary Assembly	2334	na
B59_Guay1_scaffold_61204	unplaced-scaffold	na	na	QMYS01000358.1	<>	na	Primary Assembly	2333	na
B59_Guay1_scaffold_61287	unplaced-scaffold	na	na	QMYS01000359.1	<>	na	Primary Assembly	2331	na
B59_Guay1_scaffold_61463	unplaced-scaffold	na	na	QMYS01000360.1	<>	na	Primary Assembly	2328	na
B59_Guay1_scaffold_61683	unplaced-scaffold	na	na	QMYS01000361.1	<>	na	Primary Assembly	2324	na
B59_Guay1_scaffold_61814	unplaced-scaffold	na	na	QMYS01000362.1	<>	na	Primary Assembly	2321	na
B59_Guay1_scaffold_61919	unplaced-scaffold	na	na	QMYS01000363.1	<>	na	Primary Assembly	2319	na
B59_Guay1_scaffold_61999	unplaced-scaffold	na	na	QMYS01000364.1	<>	na	Primary Assembly	2317	na
B59_Guay1_scaffold_62015	unplaced-scaffold	na	na	QMYS01000365.1	<>	na	Primary Assembly	2317	na
B59_Guay1_scaffold_62164	unplaced-scaffold	na	na	QMYS01000366.1	<>	na	Primary Assembly	2314	na
B59_Guay1_scaffold_62299	unplaced-scaffold	na	na	QMYS01000367.1	<>	na	Primary Assembly	2311	na
B59_Guay1_scaffold_62527	unplaced-scaffold	na	na	QMYS01000368.1	<>	na	Primary Assembly	2307	na
B59_Guay1_scaffold_62716	unplaced-scaffold	na	na	QMYS01000369.1	<>	na	Primary Assembly	2303	na
B59_Guay1_scaffold_62922	unplaced-scaffold	na	na	QMYS01000370.1	<>	na	Primary Assembly	2299	na
B59_Guay1_scaffold_62944	unplaced-scaffold	na	na	QMYS01000371.1	<>	na	Primary Assembly	2299	na
B59_Guay1_scaffold_63131	unplaced-scaffold	na	na	QMYS01000372.1	<>	na	Primary Assembly	2295	na
B59_Guay1_scaffold_63147	unplaced-scaffold	na	na	QMYS01000373.1	<>	na	Primary Assembly	2294	na
B59_Guay1_scaffold_63210	unplaced-scaffold	na	na	QMYS01000374.1	<>	na	Primary Assembly	2293	na
B59_Guay1_scaffold_63287	unplaced-scaffold	na	na	QMYS01000375.1	<>	na	Primary Assembly	2292	na
B59_Guay1_scaffold_63288	unplaced-scaffold	na	na	QMYS01000376.1	<>	na	Primary Assembly	2292	na
B59_Guay1_scaffold_63336	unplaced-scaffold	na	na	QMYS01000377.1	<>	na	Primary Assembly	2291	na
B59_Guay1_scaffold_63356	unplaced-scaffold	na	na	QMYS01000378.1	<>	na	Primary Assembly	2291	na
B59_Guay1_scaffold_63381	unplaced-scaffold	na	na	QMYS01000379.1	<>	na	Primary Assembly	2290	na
B59_Guay1_scaffold_63383	unplaced-scaffold	na	na	QMYS01000380.1	<>	na	Primary Assembly	2290	na
B59_Guay1_scaffold_63423	unplaced-scaffold	na	na	QMYS01000381.1	<>	na	Primary Assembly	2289	na
B59_Guay1_scaffold_63808	unplaced-scaffold	na	na	QMYS01000382.1	<>	na	Primary Assembly	2282	na
B59_Guay1_scaffold_63818	unplaced-scaffold	na	na	QMYS01000383.1	<>	na	Primary Assembly	2281	na
B59_Guay1_scaffold_63831	unplaced-scaffold	na	na	QMYS01000384.1	<>	na	Primary Assembly	2281	na
B59_Guay1_scaffold_64273	unplaced-scaffold	na	na	QMYS01000385.1	<>	na	Primary Assembly	2273	na
B59_Guay1_scaffold_64329	unplaced-scaffold	na	na	QMYS01000386.1	<>	na	Primary Assembly	2272	na
B59_Guay1_scaffold_64610	unplaced-scaffold	na	na	QMYS01000387.1	<>	na	Primary Assembly	2267	na
B59_Guay1_scaffold_64795	unplaced-scaffold	na	na	QMYS01000388.1	<>	na	Primary Assembly	2263	na
B59_Guay1_scaffold_64827	unplaced-scaffold	na	na	QMYS01000389.1	<>	na	Primary Assembly	2262	na
B59_Guay1_scaffold_64899	unplaced-scaffold	na	na	QMYS01000390.1	<>	na	Primary Assembly	2261	na
B59_Guay1_scaffold_65153	unplaced-scaffold	na	na	QMYS01000391.1	<>	na	Primary Assembly	2257	na
B59_Guay1_scaffold_65226	unplaced-scaffold	na	na	QMYS01000392.1	<>	na	Primary Assembly	2255	na
B59_Guay1_scaffold_65228	unplaced-scaffold	na	na	QMYS01000393.1	<>	na	Primary Assembly	2255	na
B59_Guay1_scaffold_65267	unplaced-scaffold	na	na	QMYS01000394.1	<>	na	Primary Assembly	2254	na
B59_Guay1_scaffold_65346	unplaced-scaffold	na	na	QMYS01000395.1	<>	na	Primary Assembly	2253	na
B59_Guay1_scaffold_65405	unplaced-scaffold	na	na	QMYS01000396.1	<>	na	Primary Assembly	2252	na
B59_Guay1_scaffold_65579	unplaced-scaffold	na	na	QMYS01000397.1	<>	na	Primary Assembly	2249	na
B59_Guay1_scaffold_65722	unplaced-scaffold	na	na	QMYS01000398.1	<>	na	Primary Assembly	2246	na
B59_Guay1_scaffold_65864	unplaced-scaffold	na	na	QMYS01000399.1	<>	na	Primary Assembly	2244	na
B59_Guay1_scaffold_65866	unplaced-scaffold	na	na	QMYS01000400.1	<>	na	Primary Assembly	2244	na
B59_Guay1_scaffold_65897	unplaced-scaffold	na	na	QMYS01000401.1	<>	na	Primary Assembly	2244	na
B59_Guay1_scaffold_66085	unplaced-scaffold	na	na	QMYS01000402.1	<>	na	Primary Assembly	2240	na
B59_Guay1_scaffold_66431	unplaced-scaffold	na	na	QMYS01000403.1	<>	na	Primary Assembly	2234	na
B59_Guay1_scaffold_66514	unplaced-scaffold	na	na	QMYS01000404.1	<>	na	Primary Assembly	2233	na
B59_Guay1_scaffold_66582	unplaced-scaffold	na	na	QMYS01000405.1	<>	na	Primary Assembly	2232	na
B59_Guay1_scaffold_66657	unplaced-scaffold	na	na	QMYS01000406.1	<>	na	Primary Assembly	2231	na
B59_Guay1_scaffold_66722	unplaced-scaffold	na	na	QMYS01000407.1	<>	na	Primary Assembly	2230	na
B59_Guay1_scaffold_66941	unplaced-scaffold	na	na	QMYS01000408.1	<>	na	Primary Assembly	2226	na
B59_Guay1_scaffold_67116	unplaced-scaffold	na	na	QMYS01000409.1	<>	na	Primary Assembly	2223	na
B59_Guay1_scaffold_67144	unplaced-scaffold	na	na	QMYS01000410.1	<>	na	Primary Assembly	2223	na
B59_Guay1_scaffold_67183	unplaced-scaffold	na	na	QMYS01000411.1	<>	na	Primary Assembly	2222	na
B59_Guay1_scaffold_67498	unplaced-scaffold	na	na	QMYS01000412.1	<>	na	Primary Assembly	2217	na
B59_Guay1_scaffold_67600	unplaced-scaffold	na	na	QMYS01000413.1	<>	na	Primary Assembly	2215	na
B59_Guay1_scaffold_67801	unplaced-scaffold	na	na	QMYS01000414.1	<>	na	Primary Assembly	2212	na
B59_Guay1_scaffold_67930	unplaced-scaffold	na	na	QMYS01000415.1	<>	na	Primary Assembly	2210	na
B59_Guay1_scaffold_67944	unplaced-scaffold	na	na	QMYS01000416.1	<>	na	Primary Assembly	2209	na
B59_Guay1_scaffold_68071	unplaced-scaffold	na	na	QMYS01000417.1	<>	na	Primary Assembly	2207	na
B59_Guay1_scaffold_68090	unplaced-scaffold	na	na	QMYS01000418.1	<>	na	Primary Assembly	2207	na
B59_Guay1_scaffold_68601	unplaced-scaffold	na	na	QMYS01000419.1	<>	na	Primary Assembly	2198	na
B59_Guay1_scaffold_68616	unplaced-scaffold	na	na	QMYS01000420.1	<>	na	Primary Assembly	2198	na
B59_Guay1_scaffold_68649	unplaced-scaffold	na	na	QMYS01000421.1	<>	na	Primary Assembly	2197	na
B59_Guay1_scaffold_68744	unplaced-scaffold	na	na	QMYS01000422.1	<>	na	Primary Assembly	2196	na
B59_Guay1_scaffold_69690	unplaced-scaffold	na	na	QMYS01000423.1	<>	na	Primary Assembly	2180	na
B59_Guay1_scaffold_69833	unplaced-scaffold	na	na	QMYS01000424.1	<>	na	Primary Assembly	2178	na
B59_Guay1_scaffold_69849	unplaced-scaffold	na	na	QMYS01000425.1	<>	na	Primary Assembly	2178	na
B59_Guay1_scaffold_69939	unplaced-scaffold	na	na	QMYS01000426.1	<>	na	Primary Assembly	2176	na
B59_Guay1_scaffold_70115	unplaced-scaffold	na	na	QMYS01000427.1	<>	na	Primary Assembly	2173	na
B59_Guay1_scaffold_70154	unplaced-scaffold	na	na	QMYS01000428.1	<>	na	Primary Assembly	2173	na
B59_Guay1_scaffold_70201	unplaced-scaffold	na	na	QMYS01000429.1	<>	na	Primary Assembly	2172	na
B59_Guay1_scaffold_70388	unplaced-scaffold	na	na	QMYS01000430.1	<>	na	Primary Assembly	2169	na
B59_Guay1_scaffold_70423	unplaced-scaffold	na	na	QMYS01000431.1	<>	na	Primary Assembly	2168	na
B59_Guay1_scaffold_70992	unplaced-scaffold	na	na	QMYS01000432.1	<>	na	Primary Assembly	2159	na
B59_Guay1_scaffold_71173	unplaced-scaffold	na	na	QMYS01000433.1	<>	na	Primary Assembly	2156	na
B59_Guay1_scaffold_71213	unplaced-scaffold	na	na	QMYS01000434.1	<>	na	Primary Assembly	2156	na
B59_Guay1_scaffold_71239	unplaced-scaffold	na	na	QMYS01000435.1	<>	na	Primary Assembly	2155	na
B59_Guay1_scaffold_71701	unplaced-scaffold	na	na	QMYS01000436.1	<>	na	Primary Assembly	2149	na
B59_Guay1_scaffold_71899	unplaced-scaffold	na	na	QMYS01000437.1	<>	na	Primary Assembly	2146	na
B59_Guay1_scaffold_71953	unplaced-scaffold	na	na	QMYS01000438.1	<>	na	Primary Assembly	2145	na
B59_Guay1_scaffold_72026	unplaced-scaffold	na	na	QMYS01000439.1	<>	na	Primary Assembly	2144	na
B59_Guay1_scaffold_72097	unplaced-scaffold	na	na	QMYS01000440.1	<>	na	Primary Assembly	2143	na
B59_Guay1_scaffold_72140	unplaced-scaffold	na	na	QMYS01000441.1	<>	na	Primary Assembly	2142	na
B59_Guay1_scaffold_72486	unplaced-scaffold	na	na	QMYS01000442.1	<>	na	Primary Assembly	2137	na
B59_Guay1_scaffold_72593	unplaced-scaffold	na	na	QMYS01000443.1	<>	na	Primary Assembly	2135	na
B59_Guay1_scaffold_72602	unplaced-scaffold	na	na	QMYS01000444.1	<>	na	Primary Assembly	2135	na
B59_Guay1_scaffold_72783	unplaced-scaffold	na	na	QMYS01000445.1	<>	na	Primary Assembly	2132	na
B59_Guay1_scaffold_72951	unplaced-scaffold	na	na	QMYS01000446.1	<>	na	Primary Assembly	2129	na
B59_Guay1_scaffold_73235	unplaced-scaffold	na	na	QMYS01000447.1	<>	na	Primary Assembly	2125	na
B59_Guay1_scaffold_73270	unplaced-scaffold	na	na	QMYS01000448.1	<>	na	Primary Assembly	2124	na
B59_Guay1_scaffold_73282	unplaced-scaffold	na	na	QMYS01000449.1	<>	na	Primary Assembly	2124	na
B59_Guay1_scaffold_73338	unplaced-scaffold	na	na	QMYS01000450.1	<>	na	Primary Assembly	2123	na
B59_Guay1_scaffold_73498	unplaced-scaffold	na	na	QMYS01000451.1	<>	na	Primary Assembly	2121	na
B59_Guay1_scaffold_73675	unplaced-scaffold	na	na	QMYS01000452.1	<>	na	Primary Assembly	2118	na
B59_Guay1_scaffold_73754	unplaced-scaffold	na	na	QMYS01000453.1	<>	na	Primary Assembly	2117	na
B59_Guay1_scaffold_73762	unplaced-scaffold	na	na	QMYS01000454.1	<>	na	Primary Assembly	2117	na
