# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000021.1	4109	4885	-					dph5		DRN86_01510	777		
CDS	with_protein	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000021.1	4109	4885	-	RLG60841.1			diphthine synthase	dph5		DRN86_01510	777	258	
gene	protein_coding	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000021.1	4873	5337	-							DRN86_01515	465		
CDS	with_protein	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000021.1	4873	5337	-	RLG60842.1			DUF371 domain-containing protein			DRN86_01515	465	154	
gene	protein_coding	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000021.1	5319	6017	-							DRN86_01520	699		
CDS	with_protein	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000021.1	5319	6017	-	RLG60843.1			protein-L-isoaspartate O-methyltransferase			DRN86_01520	699	232	
gene	protein_coding	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000021.1	6014	7030	-							DRN86_01525	1017		
CDS	with_protein	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000021.1	6014	7030	-	RLG60844.1			flap endonuclease-1			DRN86_01525	1017	338	
gene	protein_coding	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000021.1	7030	7254	-							DRN86_01530	225		
CDS	with_protein	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000021.1	7030	7254	-	RLG60845.1			hypothetical protein			DRN86_01530	225	74	
gene	protein_coding	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000021.1	7254	8900	-							DRN86_01535	1647		partial
CDS	with_protein	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000021.1	7254	8900	-	RLG60846.1			AAA family ATPase			DRN86_01535	1647	548	partial
gene	protein_coding	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000022.1	1	1391	+							DRN86_01540	1391		partial
CDS	with_protein	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000022.1	1	1391	+	RLG60815.1			hypothetical protein			DRN86_01540	1391	462	partial
gene	protein_coding	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000022.1	1375	1635	+							DRN86_01545	261		
CDS	with_protein	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000022.1	1375	1635	+	RLG60816.1			hypothetical protein			DRN86_01545	261	86	
gene	protein_coding	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000022.1	1637	2254	+							DRN86_01550	618		
CDS	with_protein	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000022.1	1637	2254	+	RLG60817.1			30S ribosomal protein S3ae			DRN86_01550	618	205	
gene	protein_coding	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000022.1	2321	3436	+							DRN86_01555	1116		
CDS	with_protein	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000022.1	2321	3436	+	RLG60818.1			hypothetical protein			DRN86_01555	1116	371	
gene	protein_coding	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000022.1	3428	4624	-					ychF		DRN86_01560	1197		
CDS	with_protein	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000022.1	3428	4624	-	RLG60824.1			redox-regulated ATPase YchF	ychF		DRN86_01560	1197	398	
gene	protein_coding	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000022.1	4694	5632	+							DRN86_01565	939		
CDS	with_protein	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000022.1	4694	5632	+	RLG60819.1			3-phosphoglycerate dehydrogenase			DRN86_01565	939	312	
gene	protein_coding	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000022.1	5654	6079	+							DRN86_01570	426		
CDS	with_protein	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000022.1	5654	6079	+	RLG60820.1			50S ribosomal protein L15e			DRN86_01570	426	141	
gene	protein_coding	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000022.1	6076	7335	-							DRN86_01575	1260		
CDS	with_protein	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000022.1	6076	7335	-	RLG60821.1			tRNA pseudouridine(13) synthase TruD			DRN86_01575	1260	419	
gene	protein_coding	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000022.1	7337	7696	-							DRN86_01580	360		
CDS	with_protein	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000022.1	7337	7696	-	RLG60822.1			peptidyl-tRNA hydrolase			DRN86_01580	360	119	
gene	protein_coding	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000022.1	7759	8646	+							DRN86_01585	888		partial
CDS	with_protein	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000022.1	7759	8646	+	RLG60823.1			hypothetical protein			DRN86_01585	888	296	partial
gene	protein_coding	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000023.1	126	1238	+							DRN86_01590	1113		
CDS	with_protein	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000023.1	126	1238	+	RLG60793.1			aminopeptidase P family protein			DRN86_01590	1113	370	
gene	protein_coding	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000023.1	1303	2421	+							DRN86_01595	1119		
CDS	with_protein	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000023.1	1303	2421	+	RLG60794.1			hypothetical protein			DRN86_01595	1119	372	
gene	protein_coding	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000023.1	2558	3160	-					maf		DRN86_01600	603		
CDS	with_protein	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000023.1	2558	3160	-	RLG60800.1			septum formation protein Maf	maf		DRN86_01600	603	200	
gene	protein_coding	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000023.1	3344	3757	+							DRN86_01605	414		
CDS	with_protein	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000023.1	3344	3757	+	RLG60795.1			hypothetical protein			DRN86_01605	414	137	
gene	protein_coding	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000023.1	3717	5654	+							DRN86_01610	1938		
CDS	with_protein	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000023.1	3717	5654	+	RLG60796.1			hypothetical protein			DRN86_01610	1938	645	
gene	protein_coding	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000023.1	5740	7242	+							DRN86_01615	1503		
CDS	with_protein	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000023.1	5740	7242	+	RLG60797.1			hypothetical protein			DRN86_01615	1503	500	
gene	protein_coding	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000023.1	7229	8092	+							DRN86_01620	864		
CDS	with_protein	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000023.1	7229	8092	+	RLG60798.1			hypothetical protein			DRN86_01620	864	287	
gene	protein_coding	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000023.1	8089	8635	+							DRN86_01625	547		partial
CDS	with_protein	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000023.1	8089	8635	+	RLG60799.1			hypothetical protein			DRN86_01625	547	182	partial
gene	protein_coding	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000024.1	1	769	+							DRN86_01630	769		partial
CDS	with_protein	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000024.1	1	769	+	RLG60774.1			hypothetical protein			DRN86_01630	769	255	partial
gene	protein_coding	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000024.1	738	1457	+							DRN86_01635	720		
CDS	with_protein	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000024.1	738	1457	+	RLG60775.1			hypothetical protein			DRN86_01635	720	239	
gene	protein_coding	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000024.1	1454	2041	+							DRN86_01640	588		
CDS	with_protein	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000024.1	1454	2041	+	RLG60776.1			hypothetical protein			DRN86_01640	588	195	
gene	protein_coding	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000024.1	2075	2260	+							DRN86_01645	186		
CDS	with_protein	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000024.1	2075	2260	+	RLG60777.1			hypothetical protein			DRN86_01645	186	61	
gene	protein_coding	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000024.1	2269	3954	+							DRN86_01650	1686		
CDS	with_protein	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000024.1	2269	3954	+	RLG60778.1			hypothetical protein			DRN86_01650	1686	561	
gene	protein_coding	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000024.1	3918	4496	-							DRN86_01655	579		
CDS	with_protein	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000024.1	3918	4496	-	RLG60779.1			NMP kinase			DRN86_01655	579	192	
gene	protein_coding	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000024.1	4814	5785	-							DRN86_01660	972		
CDS	with_protein	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000024.1	4814	5785	-	RLG60780.1			peptide ABC transporter substrate-binding protein			DRN86_01660	972	323	
gene	protein_coding	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000024.1	5769	6740	-							DRN86_01665	972		
CDS	with_protein	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000024.1	5769	6740	-	RLG60781.1			ABC transporter ATP-binding protein			DRN86_01665	972	323	
gene	protein_coding	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000024.1	6737	7630	-							DRN86_01670	894		
CDS	with_protein	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000024.1	6737	7630	-	RLG60782.1			ABC transporter permease			DRN86_01670	894	297	
gene	protein_coding	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000024.1	7617	8621	-							DRN86_01675	1005		
CDS	with_protein	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000024.1	7617	8621	-	RLG60783.1			peptide ABC transporter permease			DRN86_01675	1005	334	
gene	protein_coding	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000025.1	1	718	-							DRN86_01680	718		partial
CDS	with_protein	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000025.1	1	718	-	RLG60754.1			hypothetical protein			DRN86_01680	718	239	partial
gene	protein_coding	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000025.1	731	1012	+							DRN86_01685	282		
CDS	with_protein	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000025.1	731	1012	+	RLG60755.1			hypothetical protein			DRN86_01685	282	93	
gene	protein_coding	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000025.1	1013	1297	+							DRN86_01690	285		
CDS	with_protein	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000025.1	1013	1297	+	RLG60756.1			hypothetical protein			DRN86_01690	285	94	
gene	protein_coding	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000025.1	1480	1767	+							DRN86_01695	288		
CDS	with_protein	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000025.1	1480	1767	+	RLG60757.1			hypothetical protein			DRN86_01695	288	95	
gene	protein_coding	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000025.1	2132	3028	-							DRN86_01700	897		
CDS	with_protein	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000025.1	2132	3028	-	RLG60758.1			hypothetical protein			DRN86_01700	897	298	
gene	protein_coding	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000025.1	3198	3617	+							DRN86_01705	420		
CDS	with_protein	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000025.1	3198	3617	+	RLG60759.1			hypothetical protein			DRN86_01705	420	139	
gene	protein_coding	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000025.1	4137	4277	-							DRN86_01710	141		
CDS	with_protein	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000025.1	4137	4277	-	RLG60760.1			hypothetical protein			DRN86_01710	141	46	
gene	protein_coding	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000025.1	4375	5682	+							DRN86_01715	1308		
CDS	with_protein	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000025.1	4375	5682	+	RLG60761.1			MBL fold metallo-hydrolase			DRN86_01715	1308	435	
gene	protein_coding	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000025.1	5762	6334	+							DRN86_01720	573		
CDS	with_protein	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000025.1	5762	6334	+	RLG60762.1			hypothetical protein			DRN86_01720	573	190	
gene	protein_coding	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000025.1	6331	7140	+							DRN86_01725	810		
CDS	with_protein	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000025.1	6331	7140	+	RLG60763.1			hypothetical protein			DRN86_01725	810	269	
gene	protein_coding	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000025.1	7137	7373	-							DRN86_01730	237		
CDS	with_protein	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000025.1	7137	7373	-	RLG60764.1			hypothetical protein			DRN86_01730	237	78	
gene	protein_coding	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000025.1	7495	8555	+							DRN86_01735	1061		partial
CDS	with_protein	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000025.1	7495	8555	+	RLG60765.1			DUF763 domain-containing protein			DRN86_01735	1061	353	partial
gene	protein_coding	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000026.1	1	242	-							DRN86_01740	242		partial
CDS	with_protein	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000026.1	1	242	-	RLG60735.1			iron-sulfur cluster assembly scaffold protein			DRN86_01740	242	81	partial
gene	protein_coding	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000026.1	235	1467	-							DRN86_01745	1233		
CDS	with_protein	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000026.1	235	1467	-	RLG60736.1			cysteine desulfurase			DRN86_01745	1233	410	
gene	protein_coding	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000026.1	1696	2622	+							DRN86_01750	927		
CDS	with_protein	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000026.1	1696	2622	+	RLG60745.1			deoxyhypusine synthase			DRN86_01750	927	308	
gene	protein_coding	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000026.1	2705	3109	+							DRN86_01755	405		
CDS	with_protein	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000026.1	2705	3109	+	RLG60737.1			hypothetical protein			DRN86_01755	405	134	
gene	protein_coding	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000026.1	3113	3514	+							DRN86_01760	402		
CDS	with_protein	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000026.1	3113	3514	+	RLG60738.1			hypothetical protein			DRN86_01760	402	133	
gene	protein_coding	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000026.1	3534	3833	+							DRN86_01765	300		
CDS	with_protein	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000026.1	3534	3833	+	RLG60739.1			hypothetical protein			DRN86_01765	300	99	
gene	protein_coding	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000026.1	3830	4765	-							DRN86_01770	936		
CDS	with_protein	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000026.1	3830	4765	-	RLG60740.1			pyruvate ferredoxin oxidoreductase			DRN86_01770	936	311	
gene	protein_coding	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000026.1	4772	6004	-					porA		DRN86_01775	1233		
CDS	with_protein	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000026.1	4772	6004	-	RLG60741.1			pyruvate ferredoxin oxidoreductase	porA		DRN86_01775	1233	410	
gene	protein_coding	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000026.1	5994	6272	-							DRN86_01780	279		
CDS	with_protein	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000026.1	5994	6272	-	RLG60742.1			pyruvate ferredoxin oxidoreductase			DRN86_01780	279	92	
gene	protein_coding	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000026.1	6259	6825	-							DRN86_01785	567		
CDS	with_protein	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000026.1	6259	6825	-	RLG60743.1			pyruvate synthase			DRN86_01785	567	188	
gene	protein_coding	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000026.1	6887	8509	-							DRN86_01790	1623		partial
CDS	with_protein	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000026.1	6887	8509	-	RLG60744.1			ATPase			DRN86_01790	1623	540	partial
gene	protein_coding	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000027.1	1	569	+							DRN86_01795	569		partial
CDS	with_protein	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000027.1	1	569	+	RLG60715.1			hypothetical protein			DRN86_01795	569	188	partial
gene	protein_coding	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000027.1	628	1182	+							DRN86_01800	555		
CDS	with_protein	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000027.1	628	1182	+	RLG60716.1			hypothetical protein			DRN86_01800	555	184	
gene	protein_coding	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000027.1	1294	1971	+							DRN86_01805	678		
CDS	with_protein	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000027.1	1294	1971	+	RLG60717.1			hypothetical protein			DRN86_01805	678	225	
gene	protein_coding	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000027.1	1973	3589	+							DRN86_01810	1617		
CDS	with_protein	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000027.1	1973	3589	+	RLG60718.1			hypothetical protein			DRN86_01810	1617	538	
gene	protein_coding	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000027.1	3609	4523	+							DRN86_01815	915		
CDS	with_protein	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000027.1	3609	4523	+	RLG60719.1			hypothetical protein			DRN86_01815	915	304	
gene	protein_coding	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000027.1	4520	4738	-							DRN86_01820	219		
CDS	with_protein	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000027.1	4520	4738	-	RLG60720.1			30S ribosomal protein S27ae			DRN86_01820	219	72	
gene	protein_coding	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000027.1	4707	5057	-							DRN86_01825	351		
CDS	with_protein	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000027.1	4707	5057	-	RLG60721.1			hypothetical protein			DRN86_01825	351	116	
gene	protein_coding	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000027.1	5167	6414	-							DRN86_01830	1248		
CDS	with_protein	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000027.1	5167	6414	-	RLG60722.1			succinyl-diaminopimelate desuccinylase			DRN86_01830	1248	415	
gene	protein_coding	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000027.1	6475	6678	+							DRN86_01835	204		
CDS	with_protein	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000027.1	6475	6678	+	RLG60723.1			hypothetical protein			DRN86_01835	204	67	
gene	protein_coding	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000027.1	6675	8330	-							DRN86_01840	1656		partial
CDS	with_protein	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000027.1	6675	8330	-	RLG60724.1			hypothetical protein			DRN86_01840	1656	551	partial
gene	protein_coding	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000028.1	1	530	+							DRN86_01845	530		partial
CDS	with_protein	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000028.1	1	530	+	RLG60694.1			type 2 isopentenyl-diphosphate Delta-isomerase			DRN86_01845	530	175	partial
gene	protein_coding	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000028.1	527	1531	+							DRN86_01850	1005		
CDS	with_protein	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000028.1	527	1531	+	RLG60695.1			polyprenyl synthetase family protein			DRN86_01850	1005	334	
gene	protein_coding	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000028.1	1528	3264	+							DRN86_01855	1737		
CDS	with_protein	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000028.1	1528	3264	+	RLG60696.1			glutamate--tRNA ligase			DRN86_01855	1737	578	
gene	protein_coding	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000028.1	3354	3734	+					rpl7ae		DRN86_01860	381		
CDS	with_protein	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000028.1	3354	3734	+	RLG60697.1			50S ribosomal protein L7ae	rpl7ae		DRN86_01860	381	126	
gene	protein_coding	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000028.1	3740	3958	+							DRN86_01865	219		
CDS	with_protein	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000028.1	3740	3958	+	RLG60698.1			30S ribosomal protein S28e			DRN86_01865	219	72	
gene	protein_coding	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000028.1	3964	4167	+							DRN86_01870	204		
CDS	with_protein	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000028.1	3964	4167	+	RLG60704.1			50S ribosomal protein L24e			DRN86_01870	204	67	
gene	protein_coding	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000028.1	4157	4576	+							DRN86_01875	420		
CDS	with_protein	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000028.1	4157	4576	+	RLG60699.1			nucleoside-diphosphate kinase			DRN86_01875	420	139	
gene	protein_coding	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000028.1	4663	6453	+							DRN86_01880	1791		
CDS	with_protein	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000028.1	4663	6453	+	RLG60700.1			translation initiation factor IF-2			DRN86_01880	1791	596	
gene	protein_coding	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000028.1	6542	6889	+							DRN86_01885	348		
CDS	with_protein	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000028.1	6542	6889	+	RLG60701.1			30S ribosomal protein S6e			DRN86_01885	348	115	
gene	protein_coding	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000028.1	6891	8138	+							DRN86_01890	1248		
CDS	with_protein	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000028.1	6891	8138	+	RLG60702.1			translation initiation factor IF-2 subunit gamma			DRN86_01890	1248	415	
gene	protein_coding	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000028.1	8122	8317	+							DRN86_01895	196		partial
CDS	with_protein	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000028.1	8122	8317	+	RLG60703.1			hypothetical protein			DRN86_01895	196	65	partial
gene	protein_coding	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000029.1	57	1331	-							DRN86_01900	1275		
CDS	with_protein	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000029.1	57	1331	-	RLG60674.1			hypothetical protein			DRN86_01900	1275	424	
gene	protein_coding	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000029.1	1828	2460	+							DRN86_01905	633		
CDS	with_protein	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000029.1	1828	2460	+	RLG60675.1			hypothetical protein			DRN86_01905	633	210	
gene	protein_coding	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000029.1	2475	3233	+							DRN86_01910	759		
CDS	with_protein	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000029.1	2475	3233	+	RLG60676.1			hypothetical protein			DRN86_01910	759	252	
gene	protein_coding	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000029.1	3261	4070	+							DRN86_01915	810		
CDS	with_protein	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000029.1	3261	4070	+	RLG60677.1			hypothetical protein			DRN86_01915	810	269	
gene	protein_coding	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000029.1	4089	5267	+							DRN86_01920	1179		
CDS	with_protein	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000029.1	4089	5267	+	RLG60678.1			AAA family ATPase			DRN86_01920	1179	392	
gene	protein_coding	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000029.1	5264	6547	-							DRN86_01925	1284		
CDS	with_protein	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000029.1	5264	6547	-	RLG60679.1			aspartate--tRNA(Asn) ligase			DRN86_01925	1284	427	
gene	protein_coding	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000029.1	6544	6765	-							DRN86_01930	222		
CDS	with_protein	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000029.1	6544	6765	-	RLG60680.1			hypothetical protein			DRN86_01930	222	73	
gene	protein_coding	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000029.1	7298	7777	+							DRN86_01935	480		
CDS	with_protein	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000029.1	7298	7777	+	RLG60681.1			AsnC family transcriptional regulator			DRN86_01935	480	159	
gene	protein_coding	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000029.1	7779	8278	+							DRN86_01940	500		partial
CDS	with_protein	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000029.1	7779	8278	+	RLG60682.1			hypothetical protein			DRN86_01940	500	167	partial
gene	protein_coding	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000030.1	162	557	-							DRN86_01945	396		
CDS	with_protein	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000030.1	162	557	-	RLG60648.1			30S ribosomal protein S19			DRN86_01945	396	131	
gene	protein_coding	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000030.1	585	815	-							DRN86_01950	231		
CDS	with_protein	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000030.1	585	815	-	RLG60649.1			hypothetical protein			DRN86_01950	231	76	
gene	protein_coding	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000030.1	1215	1415	+							DRN86_01955	201		
CDS	with_protein	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000030.1	1215	1415	+	RLG60650.1			histone			DRN86_01955	201	66	
gene	protein_coding	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000030.1	1439	2149	-							DRN86_01960	711		
CDS	with_protein	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000030.1	1439	2149	-	RLG60651.1			50S ribosomal protein L2			DRN86_01960	711	236	
gene	protein_coding	GCA_003661485.1	Primary Assembly	unplaced scaffold		QMWF01000030.1	2160	2387	-							DRN86_01965	228		
