genome_id	genome_name	patric_id	refseq_locus_tag	alt_locus_tag	gene	product	property	source	evidence	source_id	organism	function	classification	pmid	query_coverage	subject_coverage	identity	e_value
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.3129				Quinolinate phosphoribosyltransferase [decarboxylating] (EC 2.4.2.19)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.3130				L-aspartate oxidase (EC 1.4.3.16)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.3131				Quinolinate synthetase (EC 2.5.1.72)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.3157				NAD kinase (EC 2.7.1.23)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.3170				Glutaryl-CoA dehydrogenase (EC 1.3.8.6)	Human Homolog	Human	BLASTP	NP_000150.1	Homo sapiens				99	87	52	0
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.3197				dTDP-glucose 4,6-dehydratase (EC 4.2.1.46)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.3269				hypothetical protein	Transporter	TCDB	BLAT	L9ZDR4	Natrinema altunense JCM 12890	the voltage-gated ion channel (vic) superfamily.	1.A.1.29.4		100	100	100	0.0
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.3297				Argininosuccinate synthase (EC 6.3.4.5)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.3298				Argininosuccinate lyase (EC 4.3.2.1)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.3328				Efflux ABC transporter, permease protein	Transporter	TCDB	BLAT	F8D412	Halopiger xanaduensis (strain DSM 18323 / JCM 14033 / SH-6)	the atp-binding cassette (abc) superfamily.	3.A.1.105.12		100	100	89	1e-136
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.3353				SSU ribosomal protein S23e (S12p)	Human Homolog	Human	BLASTP	NP_001016.1	Homo sapiens				96	95	56	0
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.3370				Pantothenate:Na+ symporter (TC 2.A.21.1.1)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.3597				Histidinol-phosphatase [alternative form] (EC 3.1.3.15)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.3630				Phosphoribosylglycinamide formyltransferase (EC 2.1.2.2) / Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.3631				Adenylosuccinate lyase (EC 4.3.2.2) @ SAICAR lyase (EC 4.3.2.2)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.3635				Diaminopimelate epimerase (EC 5.1.1.7)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.3636				Diaminopimelate decarboxylase (EC 4.1.1.20)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.3670				Shikimate 5-dehydrogenase I alpha (EC 1.1.1.25)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.3695				Aspartate-semialdehyde dehydrogenase (EC 1.2.1.11)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.3705				ATP-dependent DNA ligase (EC 6.5.1.1)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.3707				Biosynthetic Aromatic amino acid aminotransferase beta (EC 2.6.1.57) @ Histidinol-phosphate aminotransferase (EC 2.6.1.9)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.3709				Archaetidylglycerol phosphate synthase	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.3715				hypothetical protein	Transporter	TCDB	BLAT	L9Z6H9	Natrinema pallidum DSM 3751	the putative bacterial archaeal holin (bah) family.	9.B.185.1.1		100	100	94	1e-71
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.3754				hypothetical protein	Transporter	TCDB	BLAT	L9XT14	Natrinema versiforme JCM 10478	the drug/metabolite transporter (dmt) superfamily.	2.A.7.2.7		100	100	91	9e-63
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.3763				Mg/Co/Ni transporter MgtE	Transporter	TCDB	BLAT	L9YYI5	Natrinema gari JCM 14663	the mg(2+) transporter-e (mgte) family.	1.A.26.3.1		100	100	95	1e-99
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.3766				Seryl-tRNA synthetase (EC 6.1.1.11)	Essential Gene	PATRIC	FBA			Essential gene, predicted using metabolic flux-balance analysis in LB media						
