genome_id	genome_name	seed_id	refseq_locus_tag	alt_locus_tag	gene	product	ec_number	ec_description	pathway_id	pathway_name
1227494.3	Natrinema altunense JCM 12890		C485_10749		gltX	glutamyl-tRNA ligase	6.1.1.17	Glutamate--tRNA ligase	00860	Porphyrin and chlorophyll metabolism
1227494.3	Natrinema altunense JCM 12890		C485_10749		gltX	glutamyl-tRNA ligase	6.1.1.17	Glutamate--tRNA ligase	00970	Aminoacyl-tRNA biosynthesis
1227494.3	Natrinema altunense JCM 12890		C485_10814		eno	enolase	4.2.1.11	Phosphopyruvate hydratase	00010	Glycolysis / Gluconeogenesis
1227494.3	Natrinema altunense JCM 12890		C485_10814		eno	enolase	4.2.1.11	Phosphopyruvate hydratase	00680	Methane metabolism
1227494.3	Natrinema altunense JCM 12890		C485_10824			DNA-directed RNA polymerase subunit N	2.7.7.6	DNA-directed RNA polymerase	00230	Purine metabolism
1227494.3	Natrinema altunense JCM 12890		C485_10824			DNA-directed RNA polymerase subunit N	2.7.7.6	DNA-directed RNA polymerase	00240	Pyrimidine metabolism
1227494.3	Natrinema altunense JCM 12890		C485_10844			DNA-directed RNA polymerase subunit D	2.7.7.6	DNA-directed RNA polymerase	00230	Purine metabolism
1227494.3	Natrinema altunense JCM 12890		C485_10844			DNA-directed RNA polymerase subunit D	2.7.7.6	DNA-directed RNA polymerase	00240	Pyrimidine metabolism
1227494.3	Natrinema altunense JCM 12890		C485_10964		panB	3-methyl-2-oxobutanoate hydroxymethyltransferase	2.1.2.11	3-methyl-2-oxobutanoate hydroxymethyltransferase	00770	Pantothenate and CoA biosynthesis
1227494.3	Natrinema altunense JCM 12890		C485_11248			bifunctional malic enzyme oxidoreductase/phosphotransacetylase	1.1.1.40	Malate dehydrogenase (oxaloacetate-decarboxylating) (NADP(+))	00620	Pyruvate metabolism
1227494.3	Natrinema altunense JCM 12890		C485_11248			bifunctional malic enzyme oxidoreductase/phosphotransacetylase	1.1.1.40	Malate dehydrogenase (oxaloacetate-decarboxylating) (NADP(+))	00710	Carbon fixation in photosynthetic organisms
1227494.3	Natrinema altunense JCM 12890		C485_11348			glycine dehydrogenase subunit 2	1.4.4.2	Glycine dehydrogenase (decarboxylating)	00260	Glycine, serine and threonine metabolism
1227494.3	Natrinema altunense JCM 12890		C485_11353			glycine dehydrogenase subunit 1	1.4.4.2	Glycine dehydrogenase (decarboxylating)	00260	Glycine, serine and threonine metabolism
1227494.3	Natrinema altunense JCM 12890		C485_11423		gcvT	glycine cleavage system aminomethyltransferase T	2.1.2.10	Aminomethyltransferase	00260	Glycine, serine and threonine metabolism
1227494.3	Natrinema altunense JCM 12890		C485_11423		gcvT	glycine cleavage system aminomethyltransferase T	2.1.2.10	Aminomethyltransferase	00670	One carbon pool by folate
1227494.3	Natrinema altunense JCM 12890		C485_11423		gcvT	glycine cleavage system aminomethyltransferase T	2.1.2.10	Aminomethyltransferase	00910	Nitrogen metabolism
1227494.3	Natrinema altunense JCM 12890		C485_11503			haloalkane dehalogenase	3.8.1.5	Haloalkane dehalogenase	00361	gamma-Hexachlorocyclohexane degradation
1227494.3	Natrinema altunense JCM 12890		C485_11503			haloalkane dehalogenase	3.8.1.5	Haloalkane dehalogenase	00625	Tetrachloroethene degradation
1227494.3	Natrinema altunense JCM 12890		C485_11508		rbcL	ribulose bisophosphate carboxylase	4.1.1.39	Ribulose-bisphosphate carboxylase	00630	Glyoxylate and dicarboxylate metabolism
1227494.3	Natrinema altunense JCM 12890		C485_11508		rbcL	ribulose bisophosphate carboxylase	4.1.1.39	Ribulose-bisphosphate carboxylase	00710	Carbon fixation in photosynthetic organisms
1227494.3	Natrinema altunense JCM 12890		C485_11528		sucC	succinyl-CoA synthetase subunit beta	6.2.1.5	Succinate--CoA ligase (ADP-forming)	00020	Citrate cycle (TCA cycle)
1227494.3	Natrinema altunense JCM 12890		C485_11528		sucC	succinyl-CoA synthetase subunit beta	6.2.1.5	Succinate--CoA ligase (ADP-forming)	00640	Propanoate metabolism
1227494.3	Natrinema altunense JCM 12890		C485_11528		sucC	succinyl-CoA synthetase subunit beta	6.2.1.5	Succinate--CoA ligase (ADP-forming)	00660	C5-Branched dibasic acid metabolism
1227494.3	Natrinema altunense JCM 12890		C485_11528		sucC	succinyl-CoA synthetase subunit beta	6.2.1.5	Succinate--CoA ligase (ADP-forming)	00720	Reductive carboxylate cycle (CO2 fixation)
1227494.3	Natrinema altunense JCM 12890		C485_11608			dihydrolipoamide dehydrogenase	1.8.1.4	Dihydrolipoyl dehydrogenase	00010	Glycolysis / Gluconeogenesis
1227494.3	Natrinema altunense JCM 12890		C485_11608			dihydrolipoamide dehydrogenase	1.8.1.4	Dihydrolipoyl dehydrogenase	00020	Citrate cycle (TCA cycle)
1227494.3	Natrinema altunense JCM 12890		C485_11608			dihydrolipoamide dehydrogenase	1.8.1.4	Dihydrolipoyl dehydrogenase	00260	Glycine, serine and threonine metabolism
1227494.3	Natrinema altunense JCM 12890		C485_11608			dihydrolipoamide dehydrogenase	1.8.1.4	Dihydrolipoyl dehydrogenase	00280	Valine, leucine and isoleucine degradation
1227494.3	Natrinema altunense JCM 12890		C485_11608			dihydrolipoamide dehydrogenase	1.8.1.4	Dihydrolipoyl dehydrogenase	00620	Pyruvate metabolism
1227494.3	Natrinema altunense JCM 12890		C485_12283			cytidylate kinase	2.7.4.14	UMP/CMP kinase	00240	Pyrimidine metabolism
1227494.3	Natrinema altunense JCM 12890		C485_12388			triosephosphate isomerase	5.3.1.1	Triose-phosphate isomerase	00010	Glycolysis / Gluconeogenesis
1227494.3	Natrinema altunense JCM 12890		C485_12388			triosephosphate isomerase	5.3.1.1	Triose-phosphate isomerase	00051	Fructose and mannose metabolism
1227494.3	Natrinema altunense JCM 12890		C485_12388			triosephosphate isomerase	5.3.1.1	Triose-phosphate isomerase	00562	Inositol phosphate metabolism
1227494.3	Natrinema altunense JCM 12890		C485_12388			triosephosphate isomerase	5.3.1.1	Triose-phosphate isomerase	00710	Carbon fixation in photosynthetic organisms
1227494.3	Natrinema altunense JCM 12890		C485_12413			histidinol-phosphate aminotransferase	2.6.1.9	Histidinol-phosphate transaminase	00340	Histidine metabolism
1227494.3	Natrinema altunense JCM 12890		C485_12413			histidinol-phosphate aminotransferase	2.6.1.9	Histidinol-phosphate transaminase	00350	Tyrosine metabolism
1227494.3	Natrinema altunense JCM 12890		C485_12413			histidinol-phosphate aminotransferase	2.6.1.9	Histidinol-phosphate transaminase	00360	Phenylalanine metabolism
1227494.3	Natrinema altunense JCM 12890		C485_12413			histidinol-phosphate aminotransferase	2.6.1.9	Histidinol-phosphate transaminase	00400	Phenylalanine, tyrosine and tryptophan biosynthesis
1227494.3	Natrinema altunense JCM 12890		C485_12413			histidinol-phosphate aminotransferase	2.6.1.9	Histidinol-phosphate transaminase	00401	Novobiocin biosynthesis
1227494.3	Natrinema altunense JCM 12890		C485_12413			histidinol-phosphate aminotransferase	2.6.1.9	Histidinol-phosphate transaminase	00960	Tropane, piperidine and pyridine alkaloid biosynthesis
1227494.3	Natrinema altunense JCM 12890		C485_12473			aspartate-semialdehyde dehydrogenase	1.2.1.11	Aspartate-semialdehyde dehydrogenase	00260	Glycine, serine and threonine metabolism
1227494.3	Natrinema altunense JCM 12890		C485_12473			aspartate-semialdehyde dehydrogenase	1.2.1.11	Aspartate-semialdehyde dehydrogenase	00270	Cysteine and methionine metabolism
1227494.3	Natrinema altunense JCM 12890		C485_12473			aspartate-semialdehyde dehydrogenase	1.2.1.11	Aspartate-semialdehyde dehydrogenase	00300	Lysine biosynthesis
1227494.3	Natrinema altunense JCM 12890		C485_12698			lipoyl synthase	2.8.1.8	Lipoyl synthase	00785	Lipoic acid metabolism
1227494.3	Natrinema altunense JCM 12890		C485_12788			tryptophanyl-tRNA ligase	6.1.1.2	Tryptophan--tRNA ligase	00970	Aminoacyl-tRNA biosynthesis
1227494.3	Natrinema altunense JCM 12890		C485_12798		pheS	phenylalanyl-tRNA ligase subunit alpha	6.1.1.20	Phenylalanine--tRNA ligase	00970	Aminoacyl-tRNA biosynthesis
1227494.3	Natrinema altunense JCM 12890		C485_12803		pheT	phenylalanyl-tRNA ligase subunit beta	6.1.1.20	Phenylalanine--tRNA ligase	00970	Aminoacyl-tRNA biosynthesis
1227494.3	Natrinema altunense JCM 12890		C485_12870		leuS	leucyl-tRNA ligase	6.1.1.4	Leucine--tRNA ligase	00970	Aminoacyl-tRNA biosynthesis
1227494.3	Natrinema altunense JCM 12890		C485_12955		asnC	asparaginyl-tRNA ligase	6.1.1.22	Asparagine--tRNA ligase	00970	Aminoacyl-tRNA biosynthesis
1227494.3	Natrinema altunense JCM 12890		C485_12960		leuS	leucyl-tRNA ligase	6.1.1.4	Leucine--tRNA ligase	00970	Aminoacyl-tRNA biosynthesis
1227494.3	Natrinema altunense JCM 12890		C485_13065			GTP cyclohydrolase III	3.5.4.29	GTP cyclohydrolase IIa	00740	Riboflavin metabolism
1227494.3	Natrinema altunense JCM 12890		C485_13250			S-adenosyl-L-homocysteine hydrolase	3.3.1.1	Adenosylhomocysteinase	00270	Cysteine and methionine metabolism
1227494.3	Natrinema altunense JCM 12890		C485_13295		hisG	ATP phosphoribosyltransferase	2.4.2.17	ATP phosphoribosyltransferase	00340	Histidine metabolism
1227494.3	Natrinema altunense JCM 12890		C485_13465			ribose-phosphate pyrophosphokinase	2.7.6.1	Ribose-phosphate diphosphokinase	00030	Pentose phosphate pathway
1227494.3	Natrinema altunense JCM 12890		C485_13465			ribose-phosphate pyrophosphokinase	2.7.6.1	Ribose-phosphate diphosphokinase	00230	Purine metabolism
1227494.3	Natrinema altunense JCM 12890		C485_13480		ileS	isoleucyl-tRNA ligase	6.1.1.5	Isoleucine--tRNA ligase	00970	Aminoacyl-tRNA biosynthesis
1227494.3	Natrinema altunense JCM 12890		C485_13650			1-(5-phosphoribosyl)-5-[(5- phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase	5.3.1.16	((5-phosphoribosylamino)methylideneamino)imidazole-4-carboxamideisomerase	00340	Histidine metabolism
1227494.3	Natrinema altunense JCM 12890		C485_13660		hisB	imidazoleglycerol-phosphate dehydratase	4.2.1.19	Imidazoleglycerol-phosphate dehydratase	00340	Histidine metabolism
1227494.3	Natrinema altunense JCM 12890		C485_13710		upp	uracil phosphoribosyltransferase	2.4.2.9	Uracil phosphoribosyltransferase	00240	Pyrimidine metabolism
1227494.3	Natrinema altunense JCM 12890		C485_13830		alaS	alanyl-tRNA ligase	6.1.1.7	Alanine--tRNA ligase	00970	Aminoacyl-tRNA biosynthesis
1227494.3	Natrinema altunense JCM 12890		C485_13880		tnaA	tryptophanase/L-cysteine desulfhydrase, PLP-dependent	4.1.99.1	Tryptophanase	00380	Tryptophan metabolism
1227494.3	Natrinema altunense JCM 12890		C485_13890			aspartate kinase	2.7.2.4	Aspartate kinase	00260	Glycine, serine and threonine metabolism
1227494.3	Natrinema altunense JCM 12890		C485_13890			aspartate kinase	2.7.2.4	Aspartate kinase	00270	Cysteine and methionine metabolism
1227494.3	Natrinema altunense JCM 12890		C485_13890			aspartate kinase	2.7.2.4	Aspartate kinase	00300	Lysine biosynthesis
1227494.3	Natrinema altunense JCM 12890		C485_13900			DNA polymerase II small subunit	2.7.7.7	DNA-directed DNA polymerase	00230	Purine metabolism
1227494.3	Natrinema altunense JCM 12890		C485_13900			DNA polymerase II small subunit	2.7.7.7	DNA-directed DNA polymerase	00240	Pyrimidine metabolism
1227494.3	Natrinema altunense JCM 12890		C485_14070			ribose-5-phosphate isomerase A	5.3.1.6	Ribose-5-phosphate isomerase	00030	Pentose phosphate pathway
1227494.3	Natrinema altunense JCM 12890		C485_14070			ribose-5-phosphate isomerase A	5.3.1.6	Ribose-5-phosphate isomerase	00710	Carbon fixation in photosynthetic organisms
1227494.3	Natrinema altunense JCM 12890		C485_14080			isopentenyl pyrophosphate isomerase	5.3.3.2	Isopentenyl-diphosphate Delta-isomerase	00900	Terpenoid backbone biosynthesis
1227494.3	Natrinema altunense JCM 12890		C485_14120			IMP cyclohydrolase	3.5.4.10	IMP cyclohydrolase	00230	Purine metabolism
1227494.3	Natrinema altunense JCM 12890		C485_14175			malate dehydrogenase	1.1.1.37	Malate dehydrogenase	00020	Citrate cycle (TCA cycle)
1227494.3	Natrinema altunense JCM 12890		C485_14175			malate dehydrogenase	1.1.1.37	Malate dehydrogenase	00620	Pyruvate metabolism
1227494.3	Natrinema altunense JCM 12890		C485_14175			malate dehydrogenase	1.1.1.37	Malate dehydrogenase	00630	Glyoxylate and dicarboxylate metabolism
1227494.3	Natrinema altunense JCM 12890		C485_14175			malate dehydrogenase	1.1.1.37	Malate dehydrogenase	00680	Methane metabolism
1227494.3	Natrinema altunense JCM 12890		C485_14175			malate dehydrogenase	1.1.1.37	Malate dehydrogenase	00710	Carbon fixation in photosynthetic organisms
1227494.3	Natrinema altunense JCM 12890		C485_14175			malate dehydrogenase	1.1.1.37	Malate dehydrogenase	00720	Reductive carboxylate cycle (CO2 fixation)
1227494.3	Natrinema altunense JCM 12890		C485_14220			glycyl-tRNA ligase	6.1.1.14	Glycine--tRNA ligase	00970	Aminoacyl-tRNA biosynthesis
1227494.3	Natrinema altunense JCM 12890		C485_14350		hemD	uroporphyrinogen-III synthase	4.2.1.75	Uroporphyrinogen-III synthase	00860	Porphyrin and chlorophyll metabolism
1227494.3	Natrinema altunense JCM 12890		C485_14375			glutamate-1-semialdehyde aminotransferase	5.4.3.8	Glutamate-1-semialdehyde 2,1-aminomutase	00860	Porphyrin and chlorophyll metabolism
1227494.3	Natrinema altunense JCM 12890		C485_14385			delta-aminolevulinic acid dehydratase	4.2.1.24	Porphobilinogen synthase	00860	Porphyrin and chlorophyll metabolism
1227494.3	Natrinema altunense JCM 12890		C485_14860			argininosuccinate synthase	6.3.4.5	Argininosuccinate synthase	00250	Alanine, aspartate and glutamate metabolism
1227494.3	Natrinema altunense JCM 12890		C485_14860			argininosuccinate synthase	6.3.4.5	Argininosuccinate synthase	00330	Arginine and proline metabolism
1227494.3	Natrinema altunense JCM 12890		C485_14865			argininosuccinate lyase	4.3.2.1	Argininosuccinate lyase	00250	Alanine, aspartate and glutamate metabolism
1227494.3	Natrinema altunense JCM 12890		C485_14865			argininosuccinate lyase	4.3.2.1	Argininosuccinate lyase	00330	Arginine and proline metabolism
1227494.3	Natrinema altunense JCM 12890		C485_14880		argC	N-acetyl-gamma-glutamyl-phosphate reductase	1.2.1.38	N-acetyl-gamma-glutamyl-phosphate reductase	00330	Arginine and proline metabolism
1227494.3	Natrinema altunense JCM 12890		C485_14885			acetylglutamate/acetylaminoadipate kinase	2.7.2.8	Acetylglutamate kinase	00330	Arginine and proline metabolism
1227494.3	Natrinema altunense JCM 12890		C485_14900			ornithine carbamoyltransferase	2.1.3.3	Ornithine carbamoyltransferase	00330	Arginine and proline metabolism
1227494.3	Natrinema altunense JCM 12890		C485_14910			threonine synthase	4.2.3.1	Threonine synthase	00260	Glycine, serine and threonine metabolism
1227494.3	Natrinema altunense JCM 12890		C485_14910			threonine synthase	4.2.3.1	Threonine synthase	00750	Vitamin B6 metabolism
1227494.3	Natrinema altunense JCM 12890		C485_15055			glyceraldehyde-3-phosphate dehydrogenase	1.2.1.59	Glyceraldehyde-3-phosphate dehydrogenase (NAD(P)(+)) (phosphorylating)	00010	Glycolysis / Gluconeogenesis
1227494.3	Natrinema altunense JCM 12890		C485_15055			glyceraldehyde-3-phosphate dehydrogenase	1.2.1.59	Glyceraldehyde-3-phosphate dehydrogenase (NAD(P)(+)) (phosphorylating)	00710	Carbon fixation in photosynthetic organisms
1227494.3	Natrinema altunense JCM 12890		C485_15090		rpoH	DNA-directed RNA polymerase subunit H	2.7.7.6	DNA-directed RNA polymerase	00230	Purine metabolism
1227494.3	Natrinema altunense JCM 12890		C485_15090		rpoH	DNA-directed RNA polymerase subunit H	2.7.7.6	DNA-directed RNA polymerase	00240	Pyrimidine metabolism
1227494.3	Natrinema altunense JCM 12890		C485_15095			DNA-directed RNA polymerase subunit B''	2.7.7.6	DNA-directed RNA polymerase	00230	Purine metabolism
1227494.3	Natrinema altunense JCM 12890		C485_15095			DNA-directed RNA polymerase subunit B''	2.7.7.6	DNA-directed RNA polymerase	00240	Pyrimidine metabolism
1227494.3	Natrinema altunense JCM 12890		C485_15100			DNA-directed RNA polymerase subunit B'	2.7.7.6	DNA-directed RNA polymerase	00230	Purine metabolism
1227494.3	Natrinema altunense JCM 12890		C485_15100			DNA-directed RNA polymerase subunit B'	2.7.7.6	DNA-directed RNA polymerase	00240	Pyrimidine metabolism
1227494.3	Natrinema altunense JCM 12890		C485_15105			DNA-directed RNA polymerase subunit A'	2.7.7.6	DNA-directed RNA polymerase	00230	Purine metabolism
1227494.3	Natrinema altunense JCM 12890		C485_15105			DNA-directed RNA polymerase subunit A'	2.7.7.6	DNA-directed RNA polymerase	00240	Pyrimidine metabolism
1227494.3	Natrinema altunense JCM 12890		C485_15110			DNA-directed RNA polymerase subunit A''	2.7.7.6	DNA-directed RNA polymerase	00230	Purine metabolism
1227494.3	Natrinema altunense JCM 12890		C485_15110			DNA-directed RNA polymerase subunit A''	2.7.7.6	DNA-directed RNA polymerase	00240	Pyrimidine metabolism
1227494.3	Natrinema altunense JCM 12890		C485_15170			seryl-tRNA ligase	6.1.1.11	Serine--tRNA ligase	00970	Aminoacyl-tRNA biosynthesis
1227494.3	Natrinema altunense JCM 12890		C485_15396			3-hydroxybutyryl-CoA dehydrogenase	1.1.1.157	3-hydroxybutyryl-CoA dehydrogenase	00360	Phenylalanine metabolism
1227494.3	Natrinema altunense JCM 12890		C485_15396			3-hydroxybutyryl-CoA dehydrogenase	1.1.1.157	3-hydroxybutyryl-CoA dehydrogenase	00362	Benzoate degradation via hydroxylation
1227494.3	Natrinema altunense JCM 12890		C485_15396			3-hydroxybutyryl-CoA dehydrogenase	1.1.1.157	3-hydroxybutyryl-CoA dehydrogenase	00650	Butanoate metabolism
1227494.3	Natrinema altunense JCM 12890		C485_15676			NAD synthetase	6.3.1.5	NAD(+) synthase	00760	Nicotinate and nicotinamide metabolism
1227494.3	Natrinema altunense JCM 12890		C485_15804			nitrous-oxide reductase	1.7.2.4	Nitrous-oxide reductase	00910	Nitrogen metabolism
1227494.3	Natrinema altunense JCM 12890		C485_15869			nicotinate phosphoribosyltransferase	2.4.2.11	Nicotinate phosphoribosyltransferase	00760	Nicotinate and nicotinamide metabolism
1227494.3	Natrinema altunense JCM 12890		C485_16010			prolyl-tRNA ligase	6.1.1.15	Proline--tRNA ligase	00970	Aminoacyl-tRNA biosynthesis
1227494.3	Natrinema altunense JCM 12890		C485_16080			tryptophan synthase subunit beta	4.2.1.20	Tryptophan synthase	00260	Glycine, serine and threonine metabolism
1227494.3	Natrinema altunense JCM 12890		C485_16080			tryptophan synthase subunit beta	4.2.1.20	Tryptophan synthase	00400	Phenylalanine, tyrosine and tryptophan biosynthesis
1227494.3	Natrinema altunense JCM 12890		C485_16260			aconitate hydratase	4.2.1.3	Aconitate hydratase	00020	Citrate cycle (TCA cycle)
1227494.3	Natrinema altunense JCM 12890		C485_16260			aconitate hydratase	4.2.1.3	Aconitate hydratase	00630	Glyoxylate and dicarboxylate metabolism
1227494.3	Natrinema altunense JCM 12890		C485_16260			aconitate hydratase	4.2.1.3	Aconitate hydratase	00720	Reductive carboxylate cycle (CO2 fixation)
1227494.3	Natrinema altunense JCM 12890		C485_16400			DNA-directed RNA polymerase subunit E'	2.7.7.6	DNA-directed RNA polymerase	00230	Purine metabolism
1227494.3	Natrinema altunense JCM 12890		C485_16400			DNA-directed RNA polymerase subunit E'	2.7.7.6	DNA-directed RNA polymerase	00240	Pyrimidine metabolism
1227494.3	Natrinema altunense JCM 12890		C485_16495		hemA	glutamyl-tRNA reductase	1.2.1.70	Glutamyl-tRNA reductase	00860	Porphyrin and chlorophyll metabolism
1227494.3	Natrinema altunense JCM 12890		C485_16595		valS	valyl-tRNA ligase	6.1.1.9	Valine--tRNA ligase	00970	Aminoacyl-tRNA biosynthesis
1227494.3	Natrinema altunense JCM 12890		C485_16635			homoserine kinase	2.7.1.39	Homoserine kinase	00260	Glycine, serine and threonine metabolism
1227494.3	Natrinema altunense JCM 12890		C485_16695		carB	carbamoyl phosphate synthase large subunit	6.3.5.5	Carbamoyl-phosphate synthase (glutamine-hydrolyzing)	00240	Pyrimidine metabolism
1227494.3	Natrinema altunense JCM 12890		C485_16695		carB	carbamoyl phosphate synthase large subunit	6.3.5.5	Carbamoyl-phosphate synthase (glutamine-hydrolyzing)	00250	Alanine, aspartate and glutamate metabolism
1227494.3	Natrinema altunense JCM 12890		C485_16855			phosphopantetheine adenylyltransferase	2.7.7.3	Pantetheine-phosphate adenylyltransferase	00770	Pantothenate and CoA biosynthesis
1227494.3	Natrinema altunense JCM 12890		C485_17132			riboflavin synthase subunit alpha	2.5.1.9	Riboflavin synthase	00740	Riboflavin metabolism
1227494.3	Natrinema altunense JCM 12890		C485_17287			V-type ATP synthase subunit E	3.6.3.14	H(+)-transporting two-sector ATPase	00190	Oxidative phosphorylation
1227494.3	Natrinema altunense JCM 12890		C485_17287			V-type ATP synthase subunit E	3.6.3.14	H(+)-transporting two-sector ATPase	00195	Photosynthesis
1227494.3	Natrinema altunense JCM 12890		C485_17287			V-type ATP synthase subunit E	3.6.3.14	H(+)-transporting two-sector ATPase	00680	Methane metabolism
1227494.3	Natrinema altunense JCM 12890		C485_17292			V-type ATP synthase subunit C	3.6.3.14	H(+)-transporting two-sector ATPase	00190	Oxidative phosphorylation
1227494.3	Natrinema altunense JCM 12890		C485_17292			V-type ATP synthase subunit C	3.6.3.14	H(+)-transporting two-sector ATPase	00195	Photosynthesis
1227494.3	Natrinema altunense JCM 12890		C485_17292			V-type ATP synthase subunit C	3.6.3.14	H(+)-transporting two-sector ATPase	00680	Methane metabolism
1227494.3	Natrinema altunense JCM 12890		C485_17297			V-type ATP synthase subunit F	3.6.3.14	H(+)-transporting two-sector ATPase	00190	Oxidative phosphorylation
1227494.3	Natrinema altunense JCM 12890		C485_17297			V-type ATP synthase subunit F	3.6.3.14	H(+)-transporting two-sector ATPase	00195	Photosynthesis
1227494.3	Natrinema altunense JCM 12890		C485_17297			V-type ATP synthase subunit F	3.6.3.14	H(+)-transporting two-sector ATPase	00680	Methane metabolism
1227494.3	Natrinema altunense JCM 12890		C485_17302			V-type ATP synthase subunit A	3.6.3.14	H(+)-transporting two-sector ATPase	00190	Oxidative phosphorylation
1227494.3	Natrinema altunense JCM 12890		C485_17302			V-type ATP synthase subunit A	3.6.3.14	H(+)-transporting two-sector ATPase	00195	Photosynthesis
1227494.3	Natrinema altunense JCM 12890		C485_17302			V-type ATP synthase subunit A	3.6.3.14	H(+)-transporting two-sector ATPase	00680	Methane metabolism
1227494.3	Natrinema altunense JCM 12890		C485_17307			V-type ATP synthase subunit B	3.6.3.14	H(+)-transporting two-sector ATPase	00190	Oxidative phosphorylation
1227494.3	Natrinema altunense JCM 12890		C485_17307			V-type ATP synthase subunit B	3.6.3.14	H(+)-transporting two-sector ATPase	00195	Photosynthesis
1227494.3	Natrinema altunense JCM 12890		C485_17307			V-type ATP synthase subunit B	3.6.3.14	H(+)-transporting two-sector ATPase	00680	Methane metabolism
1227494.3	Natrinema altunense JCM 12890		C485_17347			V-type ATP synthase subunit D	3.6.3.14	H(+)-transporting two-sector ATPase	00190	Oxidative phosphorylation
1227494.3	Natrinema altunense JCM 12890		C485_17347			V-type ATP synthase subunit D	3.6.3.14	H(+)-transporting two-sector ATPase	00195	Photosynthesis
1227494.3	Natrinema altunense JCM 12890		C485_17347			V-type ATP synthase subunit D	3.6.3.14	H(+)-transporting two-sector ATPase	00680	Methane metabolism
1227494.3	Natrinema altunense JCM 12890		C485_17382			adenine phosphoribosyltransferase	2.4.2.7	Adenine phosphoribosyltransferase	00230	Purine metabolism
1227494.3	Natrinema altunense JCM 12890		C485_18254			glucose-6-phosphate isomerase	5.3.1.9	Glucose-6-phosphate isomerase	00010	Glycolysis / Gluconeogenesis
1227494.3	Natrinema altunense JCM 12890		C485_18254			glucose-6-phosphate isomerase	5.3.1.9	Glucose-6-phosphate isomerase	00030	Pentose phosphate pathway
1227494.3	Natrinema altunense JCM 12890		C485_18254			glucose-6-phosphate isomerase	5.3.1.9	Glucose-6-phosphate isomerase	00500	Starch and sucrose metabolism
1227494.3	Natrinema altunense JCM 12890		C485_18254			glucose-6-phosphate isomerase	5.3.1.9	Glucose-6-phosphate isomerase	00520	Amino sugar and nucleotide sugar metabolism
1227494.3	Natrinema altunense JCM 12890		C485_18279		pyrG	CTP synthetase	6.3.4.2	CTP synthase	00240	Pyrimidine metabolism
1227494.3	Natrinema altunense JCM 12890		C485_18284			GMP synthase subunit B	6.3.5.2	GMP synthase (glutamine-hydrolyzing)	00230	Purine metabolism
1227494.3	Natrinema altunense JCM 12890		C485_18284			GMP synthase subunit B	6.3.5.2	GMP synthase (glutamine-hydrolyzing)	00983	Drug metabolism - other enzymes
1227494.3	Natrinema altunense JCM 12890		C485_18464			carbamoyl phosphate synthase small subunit	6.3.5.5	Carbamoyl-phosphate synthase (glutamine-hydrolyzing)	00240	Pyrimidine metabolism
1227494.3	Natrinema altunense JCM 12890		C485_18464			carbamoyl phosphate synthase small subunit	6.3.5.5	Carbamoyl-phosphate synthase (glutamine-hydrolyzing)	00250	Alanine, aspartate and glutamate metabolism
1227494.3	Natrinema altunense JCM 12890		C485_18594		lysK	lysyl-tRNA ligase	6.1.1.6	Lysine--tRNA ligase	00970	Aminoacyl-tRNA biosynthesis
1227494.3	Natrinema altunense JCM 12890		C485_18599		pyrH	uridylate kinase	2.7.4.22	UMP kinase	00240	Pyrimidine metabolism
1227494.3	Natrinema altunense JCM 12890		C485_18644		hisS	histidyl-tRNA ligase	6.1.1.21	Histidine--tRNA ligase	00970	Aminoacyl-tRNA biosynthesis
1227494.3	Natrinema altunense JCM 12890		C485_18814			methylenetetrahydromethanopterin reductase	1.5.99.11	5,10-methylenetetrahydromethanopterin reductase	00680	Methane metabolism
