genome_id	genome_name	accession	annotation	feature_type	seed_id	refseq_locus_tag	alt_locus_tag	uniprotkb_accession	start	end	strand	na_length	gene	product	figfam_id	go	ec	pathway
1227494.3	Natrinema altunense JCM 12890	AOIK01000016	RefSeq	CDS		C485_05613			18995	19213	+	219		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000016	RefSeq	CDS		C485_05618			19243	19845	-	603		uracil-DNA glycosylase				
1227494.3	Natrinema altunense JCM 12890	AOIK01000016	RefSeq	CDS		C485_05623			19958	20233	-	276		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000016	RefSeq	CDS		C485_05628			20230	21306	-	1077		ATPase-like, ParA/MinD				
1227494.3	Natrinema altunense JCM 12890	AOIK01000016	RefSeq	CDS		C485_05633			21403	22074	-	672		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000016	RefSeq	CDS		C485_05638			22350	23267	-	918		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000016	RefSeq	CDS		C485_05643			23247	23468	+	222		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000016	RefSeq	CDS		C485_05648			23571	24515	-	945		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000016	RefSeq	CDS		C485_05653			24519	25952	-	1434		transposase				
1227494.3	Natrinema altunense JCM 12890	AOIK01000016	RefSeq	CDS		C485_05658			26096	26752	-	657		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000016	RefSeq	CDS		C485_05663			26765	27046	+	282		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000016	RefSeq	CDS		C485_05668			27047	27817	-	771		transposase				
1227494.3	Natrinema altunense JCM 12890	AOIK01000016	RefSeq	CDS		C485_05673			28000	28719	-	720		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000016	RefSeq	CDS		C485_05678			28989	30434	-	1446		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000016	RefSeq	CDS		C485_05683			30773	31093	-	321		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000016	RefSeq	CDS		C485_05688			31297	32144	+	848		initiation factor 2B-like protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_05695			58	1314	+	1257		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_05700			1324	2034	-	711		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_05705			2306	3487	+	1182		oxidoreductase domain protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_05710			3707	4438	-	732		proteasome endopeptidase complex, beta subunit				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_05715			4609	4779	-	171		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_05720			5084	5440	+	357		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_05725			5626	6165	+	540		CBS domain containing protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_05730			6284	6958	+	675		transcriptional activator, TenA family protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_05735			7064	7306	+	243		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_05740			7542	8198	-	657		Bacterio-opsin activator HTH domain protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_05745			8337	8558	+	222		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_05750			8721	10451	-	1731		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_05755			10438	10809	-	372		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_05760			10873	12735	-	1863		formate/nitrite transporter				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_05765			12852	14006	-	1155		ABC-2 type transporter				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_05770			13996	15864	-	1869		Na+ ABC efflux pump permease				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_05775			15861	16781	-	921		ABC transporter-related protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_05780			16874	17323	+	450		Polyketide cyclase/dehydrase				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_05785			17508	19139	+	1632		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_05790			19203	20003	+	801		daunorubicin resistance ABC transporter ATP-binding protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_05795			20204	20431	-	228		17 kDa surface antigen				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_05800			20544	21323	-	780		HAD-superfamily hydrolase, subfamily IIA				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_05805			21532	22002	+	471		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_05810			22103	22243	-	141		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_05815			22555	22737	-	183		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_05820			23058	23189	+	132		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_05825			23671	25167	+	1497		phosphoenolpyruvate carboxykinase			4.1.1.49|Phosphoenolpyruvate carboxykinase (ATP)	00010|Glycolysis / Gluconeogenesis;00020|Citrate cycle (TCA cycle);00620|Pyruvate metabolism;00710|Carbon fixation in photosynthetic organisms
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_05830			25299	25490	+	192		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_05835			25550	25852	+	303		CutA1 divalent ion tolerance protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_05840			25951	26439	+	489	rpl11p	50S ribosomal protein L11P				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_05845			26667	27218	-	552		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_05850			27553	28185	+	633	rpl1P	50S ribosomal protein L1P				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_05855			28187	29227	+	1041	rplP0	acidic ribosomal protein P0				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_05860			29246	29593	+	348	rpl12p	50S ribosomal protein L12P				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_05865			29751	30989	+	1239		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_05870			31010	31852	-	843		photosystem I assembly BtpA				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_05875			31983	33101	+	1119		NADH:flavin oxidoreductase/NADH oxidase				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_05880			33153	33941	-	789		HpcH/HpaI aldolase				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_05885			34058	34621	-	564		alkyl hydroperoxide reductase/ Thiol specific antioxidant/ Mal allergen				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_05890			34716	34940	-	225		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_05895			35057	35686	+	630		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_05900			35865	36860	-	996		Fe3+-hydroxamate ABC transporter periplasmic protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_05905			37273	37758	+	486		Transcription regulator AsnC-type-like protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_05910			37761	38918	+	1158		aspartate transaminase				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_05915			39126	40358	+	1233		acetyltransferase				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_05920			40556	42445	+	1890		PAS sensor protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_05925			42447	43034	-	588		response regulator receiver protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_05930			43204	45354	-	2151		phosphoribosylformylglycinamidine synthase II			6.3.5.3|Phosphoribosylformylglycinamidine synthase	00230|Purine metabolism
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_05935			45555	45935	+	381		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_05940			46042	46725	+	684		PHP domain protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_05945			46722	47873	+	1152		asparagine synthase				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_05950			47870	48196	-	327		cupin				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_05955			48793	49884	-	1092		ATPase-like, ParA/MinD				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_05960			50035	50343	-	309		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_05965			50340	51692	-	1353		Polysulfide reductase NrfD				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_05970			51689	53350	-	1662		4Fe-4S ferredoxin iron-sulfur binding domain protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_05975			53591	54265	-	675		Bacterio-opsin activator HTH domain protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_05980			54401	54628	+	228		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_05985			54728	54928	+	201		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_05990			55005	55268	+	264		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_05995			55359	56801	+	1443		protoheme IX farnesyltransferase				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_06000			57029	57607	+	579		halocyanin-like protein (copper-containing protein) 2				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_06005			57756	58505	+	750		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_06010			58509	59042	+	534		thioredoxin 2				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_06015			59035	59706	+	672		cytochrome c-type biogenesis protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_06020			59887	60000	+	114		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_06025			60005	60547	+	543		cytochrome c oxidase subunit II				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_06030			60550	62295	+	1746		cytochrome c oxidase subunit I				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_06035			62378	63109	+	732		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_06040			63205	63405	-	201		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_06045			63550	66045	-	2496		heavy metal translocating P-type ATPase				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_06050			66131	66574	-	444		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_06055			66730	67665	-	936		alpha/beta hydrolase fold protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_06060			67905	69116	+	1212		nitrite reductase				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_06065			69232	69357	-	126		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_06070			69495	70484	-	990		Transcription factor TFIIB cyclin-related protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_06075			70675	70953	+	279		glutamyl-tRNA amidotransferase subunit C				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_06080			70956	72224	+	1269	gatA	aspartyl/glutamyl-tRNA amidotransferase subunit A			6.3.5.-|Carbon--nitrogen ligases with glutamine as amido-N-donor.	00253|Tetracycline biosynthesis
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_06085			72353	72766	+	414		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_06090			72871	73659	+	789		formate/nitrite transporter				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_06095			73750	74100	-	351		transcription repressor CinR				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_06100			74173	74976	-	804		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_06105			75059	76591	-	1533		o-succinylbenzoate--CoA ligase				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_06110			76588	77685	-	1098		Mandelate racemase/muconate lactonizing protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_06115			77682	78626	-	945		1,4-dihydroxy-2-naphthoate octaprenyltransferase				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_06120			78694	79899	-	1206		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_06125			79942	80886	-	945		naphthoate synthase			4.1.3.36|1,4-dihydroxy-2-naphthoyl-CoA synthase	00130|Ubiquinone and other terpenoid-quinone biosynthesis
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_06130			81173	82192	+	1020		heat shock protein DnaJ domain protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_06135			82194	84005	-	1812		2-succinyl-6-hydroxy-2, 4-cyclohexadiene-1-carboxylate synthase				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_06140			84018	85361	-	1344		isochorismate synthase				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_06145			85423	86145	-	723		oxidoreductase molybdopterin binding protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_06150			86308	86607	+	300		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_06155			86752	86979	+	228		CopG family transcriptional regulator				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_06160			86981	87169	-	189		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_06165			87382	88047	+	666		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_06170			88044	89387	+	1344		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_06175			89502	90317	+	816		imidazole glycerol phosphate synthase subunit HisF			4.1.3.-|Oxo-acid-lyases.	00620|Pyruvate metabolism;00624|1- and 2-Methylnaphthalene degradation
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_06180			90734	91615	+	882		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_06185			91755	92039	-	285		DNA-directed RNA polymerase subunit L			2.7.7.6|DNA-directed RNA polymerase	00230|Purine metabolism;00240|Pyrimidine metabolism
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_06190			92141	93982	+	1842		Rhomboid family protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_06195			94045	94584	+	540		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_06200			94589	95230	-	642		ribosomal L11 methyltransferase				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_06205			95232	95627	-	396		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_06210			95794	95976	+	183		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_06215			96037	97068	-	1032		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_06220			97166	98089	-	924		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_06225			98103	98312	+	210		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_06230			98321	99370	+	1050		universal diphthamide biosynthesis domain-containing protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_06235			99632	100033	+	402		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_06240			100133	100969	+	837		beta-lactamase domain protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_06245			101028	103046	+	2019		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_06250			103126	104052	+	927		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_06255			104444	105490	-	1047		integrase family protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_06260			105480	105875	-	396		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_06265			107202	108068	+	867		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_06270			108083	109666	-	1584		membrane-flanked domain protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_06275			109663	110151	-	489		membrane-flanked domain protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_06280			110336	110698	+	363		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_06285			110704	111435	+	732		putative sensor protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_06290			111532	111765	-	234		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_06295			112066	113142	+	1077		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_06300			113224	113655	+	432		UspA domain-containing protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_06305			113699	115114	-	1416	fumC	fumarate hydratase			4.2.1.2|Fumarate hydratase	00020|Citrate cycle (TCA cycle);00720|Reductive carboxylate cycle (CO2 fixation)
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_06310			115812	117386	-	1575		membrane-flanked domain protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_06315			117418	117879	-	462		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_06320			117994	118251	-	258		BolA family protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_06325			118433	118759	-	327		nitrogen-fixing NifU domain-containing protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_06330			118864	119415	+	552		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_06335			119467	119871	-	405		regulatory protein ArsR				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_06340			119970	120590	+	621		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_06345			120740	122260	+	1521		cysteinyl-tRNA synthetase				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_06350			122366	123487	+	1122		PAS sensor protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_06355			123576	124271	+	696		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_06360			124342	125415	-	1074		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_06365			125513	125773	-	261		H/ACA RNA-protein complex component Gar1				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_06370			125775	126056	-	282		Signal recognition particle 19 kDa protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_06375			126154	127233	-	1080		periplasmic binding protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_06380			127292	128389	+	1098	btuC	corrinoid ABC transporter permease				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_06385			128386	129723	+	1338		ABC transporter-related protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_06390			129764	129889	-	126		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_06395			129973	130425	+	453		blue copper domain protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_06400			130569	132437	+	1869		glutamyl-tRNA(Gln) amidotransferase subunit E				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_06405			132471	132950	-	480		Transcription regulator AsnC-type-like protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_06410			133131	134081	+	951		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_06415			134243	134866	+	624		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_06420			134951	136015	-	1065		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_06425			136150	136911	-	762		RNA methyltransferase, TrmH family, group 1				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_06430			136908	137018	-	111		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_06435			137813	139042	+	1230		orc1/cdc6 family replication initiation protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_06440			139293	140486	+	1194		dihydropteroate synthase				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_06445			140749	141450	+	702		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_06450			142774	142950	-	177		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_06455			143557	144717	-	1161		Tubulin/FtsZ GTPase				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_06460			145029	146438	+	1410		deoxyribodipyrimidine photolyase				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_06465			146518	147483	-	966		Xylose isomerase domain-containing protein TIM barrel				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_06470			147559	148626	-	1068		oxidoreductase domain protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_06475			148789	149976	-	1188		ABC transporter-related protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_06480			149981	151024	-	1044		binding-protein-dependent transport systems inner membrane component				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_06485			151024	152061	-	1038		sugar ABC transporter permease				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_06490			152051	153517	-	1467		family 1 extracellular solute-binding protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_06495			153835	154899	-	1065		transcriptional regulator, TrmB				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_06500			155093	156040	+	948		MscS Mechanosensitive ion channel				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_06505			156121	156564	+	444		UspA domain protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_06510			156586	156996	-	411		UspA domain-containing protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_06515			157175	157414	+	240		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_06520			157650	157958	+	309		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_06525			157984	159195	-	1212		Serine--pyruvate transaminase				
1227494.3	Natrinema altunense JCM 12890	AOIK01000017	RefSeq	CDS		C485_06530			159393	160129	+	737		membrane-bound metal-dependent hydrolase				
1227494.3	Natrinema altunense JCM 12890	AOIK01000018	RefSeq	CDS		C485_06535			132	749	+	618		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000018	RefSeq	CDS		C485_06540			742	1401	+	660		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000018	RefSeq	CDS		C485_06545			1489	1689	+	201		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000018	RefSeq	CDS		C485_06550			1834	2208	-	375		iron-sulfur cluster assembly accessory protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000018	RefSeq	CDS		C485_06555			2314	2523	-	210		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000018	RefSeq	CDS		C485_06560			2608	3906	-	1299	hisD	bifunctional histidinal dehydrogenase/ histidinol dehydrogenase			1.1.1.23|Histidinol dehydrogenase	00340|Histidine metabolism
1227494.3	Natrinema altunense JCM 12890	AOIK01000018	RefSeq	CDS		C485_06565			3950	4171	-	222		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000018	RefSeq	CDS		C485_06570			4236	5078	-	843		ABC-2 type transporter				
1227494.3	Natrinema altunense JCM 12890	AOIK01000018	RefSeq	CDS		C485_06575			5075	6163	-	1089		daunorubicin resistance ABC transporter ATPase subunit				
1227494.3	Natrinema altunense JCM 12890	AOIK01000018	RefSeq	CDS		C485_06580			6160	6399	-	240		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000018	RefSeq	CDS		C485_06585			6431	7060	+	630		membrane-bound metal-dependent hydrolase				
1227494.3	Natrinema altunense JCM 12890	AOIK01000018	RefSeq	CDS		C485_06590			7084	8265	-	1182		hypothetical protein				
