# Assembly name:  ASM1315265v1
# Organism name:  Chlorobi bacterium (green sulfur bacteria)
# Isolate:  M_MaxBin.088
# Taxid:          2268192
# BioSample:      SAMN12405733
# BioProject:     PRJNA557557
# Submitter:      Lab of Microbial Oceanography
# Date:           2020-05-22
# Assembly type:  na
# Release type:   major
# Assembly level: Scaffold
# Genome representation: full
# WGS project:    JAADFW01
# Assembly method: IDBA-UD v. v1.1.3
# Expected final version: yes
# Genome coverage: 50x
# Sequencing technology: Illumina HiSeq
# Excluded from RefSeq: derived from metagenome; genus undefined
# GenBank assembly accession: GCA_013152655.1
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_013152665.1		Primary Assembly
#
# Ordered by chromosome/plasmid; the chromosomes/plasmids are followed by
# unlocalized scaffolds.
# Unplaced scaffolds are listed at the end.
# RefSeq is equal or derived from GenBank object.
#
# Sequence-Name	Sequence-Role	Assigned-Molecule	Assigned-Molecule-Location/Type	GenBank-Accn	Relationship	RefSeq-Accn	Assembly-Unit	Sequence-Length	UCSC-style-name
contig-127_6905	unplaced-scaffold	na	na	JAADFW010000254.1	<>	na	Primary Assembly	14148	na
contig-127_7065	unplaced-scaffold	na	na	JAADFW010000255.1	<>	na	Primary Assembly	13929	na
contig-127_7121	unplaced-scaffold	na	na	JAADFW010000256.1	<>	na	Primary Assembly	13848	na
contig-127_714	unplaced-scaffold	na	na	JAADFW010000257.1	<>	na	Primary Assembly	44076	na
contig-127_7184	unplaced-scaffold	na	na	JAADFW010000258.1	<>	na	Primary Assembly	13763	na
contig-127_728	unplaced-scaffold	na	na	JAADFW010000259.1	<>	na	Primary Assembly	53702	na
contig-127_72848	unplaced-scaffold	na	na	JAADFW010000260.1	<>	na	Primary Assembly	3759	na
contig-127_7335	unplaced-scaffold	na	na	JAADFW010000261.1	<>	na	Primary Assembly	25603	na
contig-127_7347	unplaced-scaffold	na	na	JAADFW010000262.1	<>	na	Primary Assembly	13573	na
contig-127_75988	unplaced-scaffold	na	na	JAADFW010000263.1	<>	na	Primary Assembly	3290	na
contig-127_7803	unplaced-scaffold	na	na	JAADFW010000264.1	<>	na	Primary Assembly	14780	na
contig-127_7905	unplaced-scaffold	na	na	JAADFW010000265.1	<>	na	Primary Assembly	21728	na
contig-127_8011	unplaced-scaffold	na	na	JAADFW010000266.1	<>	na	Primary Assembly	12869	na
contig-127_8035	unplaced-scaffold	na	na	JAADFW010000267.1	<>	na	Primary Assembly	14661	na
contig-127_80485	unplaced-scaffold	na	na	JAADFW010000268.1	<>	na	Primary Assembly	3897	na
contig-127_8209	unplaced-scaffold	na	na	JAADFW010000269.1	<>	na	Primary Assembly	12662	na
contig-127_8274	unplaced-scaffold	na	na	JAADFW010000270.1	<>	na	Primary Assembly	12600	na
contig-127_829	unplaced-scaffold	na	na	JAADFW010000271.1	<>	na	Primary Assembly	41888	na
contig-127_832	unplaced-scaffold	na	na	JAADFW010000272.1	<>	na	Primary Assembly	61521	na
contig-127_834	unplaced-scaffold	na	na	JAADFW010000273.1	<>	na	Primary Assembly	47653	na
contig-127_8370	unplaced-scaffold	na	na	JAADFW010000274.1	<>	na	Primary Assembly	19915	na
contig-127_8447	unplaced-scaffold	na	na	JAADFW010000275.1	<>	na	Primary Assembly	25302	na
contig-127_8595	unplaced-scaffold	na	na	JAADFW010000276.1	<>	na	Primary Assembly	13031	na
contig-127_8672	unplaced-scaffold	na	na	JAADFW010000277.1	<>	na	Primary Assembly	12213	na
contig-127_8934	unplaced-scaffold	na	na	JAADFW010000278.1	<>	na	Primary Assembly	11981	na
contig-127_904	unplaced-scaffold	na	na	JAADFW010000279.1	<>	na	Primary Assembly	61422	na
contig-127_907	unplaced-scaffold	na	na	JAADFW010000280.1	<>	na	Primary Assembly	44864	na
contig-127_9106	unplaced-scaffold	na	na	JAADFW010000281.1	<>	na	Primary Assembly	11829	na
contig-127_9247	unplaced-scaffold	na	na	JAADFW010000282.1	<>	na	Primary Assembly	12165	na
contig-127_933	unplaced-scaffold	na	na	JAADFW010000283.1	<>	na	Primary Assembly	39904	na
contig-127_9332	unplaced-scaffold	na	na	JAADFW010000284.1	<>	na	Primary Assembly	11658	na
contig-127_938	unplaced-scaffold	na	na	JAADFW010000285.1	<>	na	Primary Assembly	42225	na
contig-127_9696	unplaced-scaffold	na	na	JAADFW010000286.1	<>	na	Primary Assembly	11371	na
contig-127_99527	unplaced-scaffold	na	na	JAADFW010000287.1	<>	na	Primary Assembly	3312	na
