query_id	subject_id	perc_identity	num_ident_matches	alig_length	mismatches	gap_openings	n_gaps	pos_match	ppos	q_start	q_end	q_len	qcov	qcovhsp	s_start	s_end	s_len	evalue	bit_score	score_raw
lcl|CP010426.1_prot_AJF63136.1_974	CP010426.1_15279	100	226	226	0	0	0	226	100	1	226	226	100	100	6	231	231	3.08e-164	449	1155
lcl|CP010426.1_prot_AJF63137.1_975	CP010426.1_16482	100	208	208	0	0	0	208	100	1	208	208	100	100	5	212	212	3.03e-151	415	1066
lcl|CP010426.1_prot_AJF63138.1_976	CP010426.1_16465	100	164	164	0	0	0	164	100	1	164	164	100	100	3	166	166	3.14e-119	330	846
lcl|CP010426.1_prot_AJF63139.1_977	CP010426.1_16456	100	193	193	0	0	0	193	100	1	193	193	100	100	4	196	196	1.6e-136	376	966
lcl|CP010426.1_prot_AJF63140.1_978	CP010426.1_16446	100	423	423	0	0	0	423	100	1	423	423	100	100	1	423	423	0	865	2235
lcl|CP010426.1_prot_AJF63141.1_979	CP010426.1_16432	100	50	50	0	0	0	50	100	1	50	50	100	100	3	52	52	6.95e-33	103	257
lcl|CP010426.1_prot_AJF63142.1_980	CP010426.1_16428	100	173	173	0	0	0	173	100	1	173	173	100	100	2	174	174	2.45e-124	343	881
lcl|CP010426.1_prot_AJF63143.1_981	CP010426.1_16418	100	123	123	0	0	0	123	100	1	123	123	100	100	1	123	123	7.1e-91	255	651
lcl|CP010426.1_prot_AJF63144.1_982	CP010426.1_15393	100	303	303	0	0	0	303	100	1	303	303	100	100	13	315	315	0	595	1534
lcl|CP010426.1_prot_AJF63145.1_983	CP010426.1_15397	100	61	61	0	0	0	61	100	1	61	61	100	100	25	85	85	9.53e-42	127	318
lcl|CP010426.1_prot_AJF63146.1_984	CP010426.1_16382	100	639	639	0	0	0	639	100	1	639	639	100	100	2	640	640	0	1308	3385
lcl|CP010426.1_prot_AJF63147.1_985	CP010426.1_15468	100	290	290	0	0	0	290	100	1	290	290	100	100	16	305	305	0	577	1488
lcl|CP010426.1_prot_AJF63148.1_986	CP010426.1_16330	100	143	143	0	0	0	143	100	1	143	143	100	100	8	150	150	7.24e-107	297	761
lcl|CP010426.1_prot_AJF63149.1_987	CP010426.1_16321	100	66	66	0	0	0	66	100	1	66	66	100	100	1	66	66	1.68e-45	136	342
lcl|CP010426.1_prot_AJF63150.1_988	CP010426.1_15536	100	823	823	0	0	0	823	100	1	823	823	100	100	27	849	849	0	1688	4371
lcl|CP010426.1_prot_AJF63151.1_989	CP010426.1_15546	100	224	224	0	0	0	224	100	1	224	224	100	100	2	225	225	1.74e-163	447	1149
lcl|CP010426.1_prot_AJF63152.1_990	CP010426.1_15561	100	288	288	0	0	0	288	100	1	288	288	100	100	8	295	295	0	590	1520
lcl|CP010426.1_prot_AJF63153.1_991	CP010426.1_16212	100	276	276	0	0	0	276	100	1	276	276	100	100	10	285	285	0	549	1414
lcl|CP010426.1_prot_AJF63154.1_992	CP010426.1_16199	100	111	111	0	0	0	111	100	1	111	111	100	100	4	114	114	3.81e-77	219	559
lcl|CP010426.1_prot_AJF63155.1_993	CP010426.1_15598	100	75	75	0	0	0	75	100	1	75	75	100	100	2	76	76	2.34e-48	144	363
lcl|CP010426.1_prot_AJF63156.1_994	CP010426.1_16184	100	284	284	0	0	0	284	100	1	284	284	100	100	9	292	292	0	567	1461
lcl|CP010426.1_prot_AJF63157.1_995	CP010426.1_16168	100	467	467	0	0	0	467	100	1	467	467	100	100	1	467	467	0	956	2470
lcl|CP010426.1_prot_AJF63158.1_996	CP010426.1_16145	100	75	75	0	0	0	75	100	1	75	75	100	100	4	78	78	6.67e-48	143	360
lcl|CP010426.1_prot_AJF63159.1_997	CP010426.1_16141	100	291	291	0	0	0	291	100	1	291	291	100	100	1	291	291	0	551	1421
lcl|CP010426.1_prot_AJF63160.1_998	CP010426.1_16124	100	429	429	0	0	0	429	100	1	429	429	100	100	12	440	440	0	874	2258
lcl|CP010426.1_prot_AJF63161.1_999	CP010426.1_15743	100	360	360	0	0	0	360	100	1	360	360	100	100	1	360	360	0	730	1885
lcl|CP010426.1_prot_AJF63162.1_1000	CP010426.1_15750	100	88	88	0	0	0	88	100	1	88	88	100	100	4	91	91	1.88e-61	178	451
lcl|CP010426.1_prot_AJF63163.1_1001	CP010426.1_16057	100	153	153	0	0	0	153	100	1	153	153	100	100	5	157	157	4.72e-109	303	777
lcl|CP010426.1_prot_AJF63164.1_1002	CP010426.1_16050	100	310	310	0	0	0	310	100	1	310	310	100	100	4	313	313	0	637	1642
lcl|CP010426.1_prot_AJF63165.1_1003	CP010426.1_16032	100	64	64	0	0	0	64	100	1	64	64	100	100	4	67	67	1.02e-40	124	311
lcl|CP010426.1_prot_AJF63166.1_1004	CP010426.1_16026	100	215	215	0	0	0	215	100	1	215	215	100	100	3	217	217	2.73e-156	428	1100
lcl|CP010426.1_prot_AJF63167.1_1005	CP010426.1_16015	100	125	125	0	0	0	125	100	1	125	125	100	100	9	133	133	7.66e-91	255	652
lcl|CP010426.1_prot_AJF63168.1_1006	CP010426.1_16010	100	346	346	0	0	0	346	100	1	346	346	100	100	3	348	348	0	692	1786
lcl|CP010426.1_prot_AJF63169.1_1007	CP010426.1_15990	100	92	92	0	0	0	92	100	1	92	92	100	100	1	92	92	1.47e-60	176	446
lcl|CP010426.1_prot_AJF63170.1_1008	CP010426.1_15986	100	88	88	0	0	0	88	100	1	88	88	100	100	1	88	88	1.16e-60	176	446
lcl|CP010426.1_prot_AJF63171.1_1009	CP010426.1_15980	100	256	256	0	0	0	256	100	1	256	256	100	100	7	262	262	0	532	1370
lcl|CP010426.1_prot_AJF63172.1_1010	CP010426.1_15970	100	509	509	0	0	0	509	100	1	509	509	100	100	11	519	519	0	1048	2709
lcl|QNAN01000020.1_prot_RKX41249.1_306	QNAN01000020.1_20	100	366	366	0	0	0	366	100	1	366	366	100	100	4	369	369	0	745	1924
lcl|QNAN01000020.1_prot_RKX41250.1_307	QNAN01000020.1_24	100	60	60	0	0	0	60	100	1	60	60	100	100	11	70	70	3.36e-42	122	307
lcl|QNAN01000020.1_prot_RKX41251.1_308	QNAN01000020.1_50	100	589	589	0	0	0	589	100	1	589	589	100	100	13	601	601	0	1215	3144
lcl|QNAN01000020.1_prot_RKX41252.1_309	QNAN01000020.1_56	100	98	98	0	0	0	98	100	1	98	98	100	100	1	98	98	8.57e-70	195	495
lcl|QNAN01000020.1_prot_RKX41253.1_310	QNAN01000020.1_74	100	378	378	0	0	0	378	100	1	378	378	100	100	4	381	381	0	774	1998
lcl|QNAN01000020.1_prot_RKX41254.1_311	QNAN01000020.1_87	100	252	252	0	0	0	252	100	1	252	252	100	100	1	252	252	0	519	1337
lcl|QNAN01000020.1_prot_RKX41255.1_312	QNAN01000020.1_93	100	78	78	0	0	0	78	100	1	78	78	100	100	4	81	81	2.4e-55	157	396
lcl|QNAN01000020.1_prot_RKX41256.1_313	QNAN01000020.1_98	100	108	108	0	0	0	108	100	1	108	108	100	100	4	111	111	2.84e-78	217	553
lcl|QNAN01000020.1_prot_RKX41257.1_314	QNAN01000020.1_109	99.476	190	191	1	0	0	191	100	1	191	191	100	100	2	192	192	6.34e-142	385	988
lcl|QNAN01000020.1_prot_RKX41258.1_315	QNAN01000020.1_111	100	68	68	0	0	0	68	100	1	68	68	100	100	1	68	68	4.68e-47	135	340
lcl|QNAN01000020.1_prot_RKX41259.1_316	QNAN01000020.1_151	100	190	190	0	0	0	190	100	1	190	190	100	100	1	190	190	1.38e-142	386	992
lcl|QNAN01000020.1_prot_RKX41260.1_317	QNAN01000020.1_133	100	112	112	0	0	0	112	100	1	112	112	100	100	1	112	112	3.15e-76	212	540
lcl|QNDS01000002.1_prot_RKZ11174.1_44	QNDS01000002.1_5	98.98	97	98	1	0	0	98	100	5	102	102	96	96	1	98	98	7.86e-71	199	507
lcl|QNDS01000002.1_prot_RKZ11175.1_45	QNDS01000002.1_1399	99.194	123	124	1	0	0	124	100	1	124	124	100	100	17	140	140	8.44e-90	250	638
lcl|QNDS01000002.1_prot_RKZ11176.1_46	QNDS01000002.1_1389	100	148	148	0	0	0	148	100	1	148	148	100	100	1	148	148	1.92e-108	298	764
lcl|QNDS01000002.1_prot_RKZ11177.1_47	QNDS01000002.1_1373	100	163	163	0	0	0	163	100	1	163	163	100	100	1	163	163	1.08e-125	343	880
lcl|QNDS01000002.1_prot_RKZ11178.1_48	QNDS01000002.1_1365	100	92	92	0	0	0	92	100	1	92	92	100	100	10	101	101	5.41e-66	187	474
lcl|QNDS01000002.1_prot_RKZ11179.1_49	QNDS01000002.1_68	100	159	159	0	0	0	159	100	1	159	159	100	100	2	160	160	3.47e-119	326	836
lcl|QNDS01000002.1_prot_RKZ11180.1_50	QNDS01000002.1_73	99.153	117	118	1	0	0	118	100	1	118	118	100	100	45	162	162	5.91e-83	233	594
lcl|QNDS01000002.1_prot_RKZ11181.1_51	QNDS01000002.1_83	100	257	257	0	0	0	257	100	1	257	257	100	100	3	259	259	0	528	1359
lcl|QNDS01000002.1_prot_RKZ11182.1_52	QNDS01000002.1_86	100	109	109	0	0	0	109	100	1	109	109	100	100	11	119	119	1.01e-78	220	561
lcl|QNDS01000002.1_prot_RKZ11183.1_53	QNDS01000002.1_90	100	70	70	0	0	0	70	100	1	70	70	100	100	1	70	70	9.92e-51	146	369
lcl|QNDS01000002.1_prot_RKZ11184.1_54	QNDS01000002.1_95	98.969	96	97	1	0	0	97	100	1	97	97	100	100	27	123	123	5e-66	188	477
lcl|QNDS01000002.1_prot_RKZ11185.1_55	QNDS01000002.1_101	100	95	95	0	0	0	95	100	1	95	95	100	100	1	95	95	1.11e-67	191	485
lcl|QNDS01000002.1_prot_RKZ11186.1_56	QNDS01000002.1_111	99.659	292	293	1	0	0	293	100	1	293	293	100	100	2	294	294	0	612	1577
lcl|QNDS01000002.1_prot_RKZ11187.1_57	QNDS01000002.1_116	100	71	71	0	0	0	71	100	1	71	71	100	100	36	106	106	6.03e-49	143	360
lcl|QNDS01000002.1_prot_RKZ11188.1_58	QNDS01000002.1_124	100	156	156	0	0	0	156	100	1	156	156	100	100	1	156	156	3.39e-110	303	777
lcl|QNDS01000002.1_prot_RKZ11189.1_59	QNDS01000002.1_132	100	189	189	0	0	0	189	100	1	189	189	100	100	2	190	190	9.16e-141	383	984
lcl|QNDS01000002.1_prot_RKZ11190.1_60	QNDS01000002.1_138	100	71	71	0	0	0	71	100	1	71	71	100	100	9	79	79	2.09e-49	143	361
lcl|QNDS01000002.1_prot_RKZ11191.1_61	QNDS01000002.1_155	100	423	423	0	0	0	423	100	1	423	423	100	100	10	432	432	0	872	2254
lcl|QNDS01000002.1_prot_RKZ11192.1_62	QNDS01000002.1_186	100	559	559	0	0	0	559	100	1	559	559	100	100	3	561	561	0	1146	2965
lcl|QNDS01000002.1_prot_RKZ11193.1_64	QNDS01000002.1_213	100	123	123	0	0	0	123	100	1	123	123	100	100	3	125	125	3.11e-92	255	652
lcl|QNDS01000002.1_prot_RKZ11194.1_65	QNDS01000002.1_227	100	372	372	0	0	0	372	100	1	372	372	100	100	1	372	372	0	763	1970
lcl|QNDS01000002.1_prot_RKZ11195.1_66	QNDS01000002.1_233	100	102	102	0	0	0	102	100	1	102	102	100	100	63	164	164	3.41e-76	215	548
lcl|QNDS01000002.1_prot_RKZ11196.1_67	QNDS01000002.1_1132	100	407	407	0	0	0	407	100	1	407	407	100	100	4	410	410	0	849	2193
lcl|QNDS01000002.1_prot_RKZ11197.1_68	QNDS01000002.1_260	98.851	86	87	1	0	0	87	100	1	87	87	100	100	158	244	244	6.01e-57	169	427
lcl|QNDS01000002.1_prot_RKZ11198.1_69	QNDS01000002.1_282	100	360	360	0	0	0	360	100	1	360	360	100	100	1	360	360	0	731	1886
lcl|QNDS01000002.1_prot_RKZ11199.1_70	QNDS01000002.1_294	100	218	218	0	0	0	218	100	1	218	218	100	100	68	285	285	3.02e-167	455	1171
lcl|QNDS01000002.1_prot_RKZ11200.1_71	QNDS01000002.1_298	100	69	69	0	0	0	69	100	1	69	69	100	100	1	69	69	2.86e-48	140	353
lcl|QNDS01000002.1_prot_RKZ11201.1_72	QNDS01000002.1_302	100	95	95	0	0	0	95	100	1	95	95	100	100	7	101	101	7.86e-71	199	506
lcl|QNDS01000002.1_prot_RKZ11202.1_73	QNDS01000002.1_324	99.701	333	334	1	0	0	334	100	1	334	334	100	100	205	538	538	0	664	1712
lcl|QNDS01000002.1_prot_RKZ11203.1_74	QNDS01000002.1_329	98.837	85	86	1	0	0	86	100	1	86	86	100	100	53	138	138	2.66e-60	174	440
lcl|QNDS01000002.1_prot_RKZ11204.1_75	QNDS01000002.1_360	100	721	721	0	0	0	721	100	1	721	721	100	100	4	724	724	0	1496	3872
lcl|QNDS01000002.1_prot_RKZ11205.1_76	QNDS01000002.1_467	100	2819	2819	0	0	0	2819	100	1	2819	2819	100	100	1	2819	2819	0	5754	14928
lcl|QNDS01000002.1_prot_RKZ11206.1_77	QNDS01000002.1_478	99.39	163	164	1	0	0	164	100	1	164	164	100	100	62	225	225	8.32e-119	328	841
lcl|QNDS01000002.1_prot_RKZ11207.1_78	QNDS01000002.1_768	100	108	108	0	0	0	108	100	1	108	108	100	100	1	108	108	3.2e-73	206	524
lcl|QNDS01000002.1_prot_RKZ11208.1_79	QNDS01000002.1_494	99.524	209	210	1	0	0	210	100	1	210	210	100	100	176	385	385	1.7e-157	434	1116
lcl|QNDS01000002.1_prot_RKZ11209.1_80	QNDS01000002.1_500	100	394	394	0	0	0	394	100	1	394	394	100	100	6	399	399	0	783	2022
lcl|QNDS01000002.1_prot_RKZ11210.1_81	QNDS01000002.1_511	100	161	161	0	0	0	161	100	1	161	161	100	100	4	164	164	6.24e-118	323	829
lcl|QNDS01000002.1_prot_RKZ11211.1_82	QNDS01000002.1_708	100	101	101	0	0	0	101	100	1	101	101	100	100	1	101	101	6.44e-71	200	508
lcl|QNDS01000002.1_prot_RKZ11212.1_83	QNDS01000002.1_554	100	853	853	0	0	0	853	100	1	853	853	100	100	42	894	894	0	1724	4466
lcl|QNDS01000002.1_prot_RKZ11213.1_84	QNDS01000002.1_561	100	155	155	0	0	0	155	100	1	155	155	100	100	1	155	155	2.84e-117	321	823
lcl|QNDS01000002.1_prot_RKZ11214.1_85	QNDS01000002.1_581	100	494	494	0	0	0	494	100	1	494	494	100	100	1	494	494	0	1028	2658
lcl|QNDS01000002.1_prot_RKZ11215.1_86	QNDS01000002.1_587	100	117	117	0	0	0	117	100	1	117	117	100	100	6	122	122	2.81e-86	240	612
lcl|QMWF01000152.1_prot_RLG58774.1_1028	QMWF01000152.1_119	100	568	568	0	0	0	568	100	1	568	568	100	100	1	568	568	0	1170	3028
lcl|QMWF01000152.1_prot_RLG58775.1_1029	QMWF01000152.1_90	100	85	85	0	0	0	85	100	1	85	85	100	100	14	98	98	2.71e-58	164	415
lcl|QMWF01000152.1_prot_RLG58776.1_1030	QMWF01000152.1_82	100	271	271	0	0	0	271	100	1	271	271	100	100	1	271	271	0	546	1407
lcl|QMXF01000316.1_prot_RLG94066.1_1366	QMXF01000316.1_15	100	270	270	0	0	0	270	100	4	273	273	99	99	1	270	270	0	550	1418
lcl|QMXF01000316.1_prot_RLG94067.1_1367	QMXF01000316.1_40	100	484	484	0	0	0	484	100	1	484	484	100	100	2	485	485	0	983	2541
lcl|QMYS01000134.1_prot_RLI53188.1_3216	QMYS01000134.1_187	100	553	553	0	0	0	553	100	1	553	553	100	100	1	553	553	0	1131	2925
lcl|QMYS01000134.1_prot_RLI53189.1_3217	QMYS01000134.1_161	100	90	90	0	0	0	90	100	1	90	90	100	100	8	97	97	3.71e-65	182	462
lcl|QMYS01000134.1_prot_RLI53190.1_3218	QMYS01000134.1_155	100	316	316	0	0	0	316	100	1	316	316	100	100	23	338	338	0	638	1645
lcl|QMYS01000134.1_prot_RLI53191.1_3219	QMYS01000134.1_141	100	359	359	0	0	0	359	100	1	359	359	100	100	12	370	370	0	722	1863
lcl|QMYS01000134.1_prot_RLI53192.1_3220	QMYS01000134.1_102	99.065	106	107	1	0	0	107	100	1	107	107	100	100	4	110	110	8.29e-75	207	528
lcl|QMYS01000134.1_prot_RLI53193.1_3221	QMYS01000134.1_117	100	72	72	0	0	0	72	100	1	72	72	100	100	54	125	125	1.25e-48	140	354
lcl|DRBS01000206.1_prot_HDD44257.1_143	DRBS01000206.1_506	100	100	100	0	0	0	100	100	1	100	100	100	100	11	110	110	9.63e-70	196	497
lcl|DRBS01000206.1_prot_HDD44258.1_144	DRBS01000206.1_27	100	358	358	0	0	0	358	100	1	358	358	100	100	12	369	369	0	721	1860
lcl|DRBS01000206.1_prot_HDD44259.1_145	DRBS01000206.1_58	100	622	622	0	0	0	622	100	1	622	622	100	100	13	634	634	0	1271	3289
lcl|DRBS01000206.1_prot_HDD44260.1_146	DRBS01000206.1_76	100	321	321	0	0	0	321	100	1	321	321	100	100	2	322	322	0	649	1674
lcl|DRBS01000206.1_prot_HDD44261.1_147	DRBS01000206.1_87	100	174	174	0	0	0	174	100	1	174	174	100	100	4	177	177	5.67e-128	348	894
lcl|DRBS01000206.1_prot_HDD44262.1_148	DRBS01000206.1_383	100	217	217	0	0	0	217	100	1	217	217	100	100	3	219	219	1.95e-160	434	1116
lcl|DRBS01000206.1_prot_HDD44263.1_149	DRBS01000206.1_372	100	121	121	0	0	0	121	100	1	121	121	100	100	1	121	121	4.36e-87	241	614
lcl|DRBS01000206.1_prot_HDD44264.1_150	DRBS01000206.1_112	99.091	109	110	1	0	0	110	100	1	110	110	100	100	11	120	120	8.59e-77	214	545
lcl|DRBS01000206.1_prot_HDD44265.1_151	DRBS01000206.1_121	100	156	156	0	0	0	156	100	1	156	156	100	100	2	157	157	3.69e-118	322	826
lcl|DRBS01000206.1_prot_HDD44266.1_152	DRBS01000206.1_139	100	198	198	0	0	0	198	100	1	198	198	100	100	3	200	200	1.1e-149	405	1041
lcl|DRBS01000206.1_prot_HDD44267.1_153	DRBS01000206.1_199	100	1297	1297	0	0	0	1297	100	1	1297	1297	100	100	1	1297	1297	0	2609	6762
lcl|DRBS01000206.1_prot_HDD44268.1_154	DRBS01000206.1_205	100	97	97	0	0	0	97	100	1	97	97	100	100	8	104	104	2.26e-71	199	507
lcl|DRBS01000206.1_prot_HDD44269.1_155	DRBS01000206.1_216	100	91	91	0	0	0	91	100	1	91	91	100	100	8	98	98	2.68e-65	184	466
lcl|DQXS01000079.1_prot_HDI72889.1_1	DQXS01000079.1_20	100	366	366	0	0	0	366	100	1	366	366	100	100	4	369	369	0	745	1924
lcl|DQXS01000079.1_prot_HDI72890.1_2	DQXS01000079.1_24	100	70	70	0	0	0	70	100	1	70	70	100	100	1	70	70	6.29e-49	141	355
lcl|DQXS01000079.1_prot_HDI72891.1_3	DQXS01000079.1_50	100	601	601	0	0	0	601	100	1	601	601	100	100	1	601	601	0	1238	3202
lcl|DQXS01000079.1_prot_HDI72892.1_4	DQXS01000079.1_56	100	98	98	0	0	0	98	100	1	98	98	100	100	1	98	98	2.38e-69	195	495
lcl|DQXS01000079.1_prot_HDI72893.1_5	DQXS01000079.1_74	100	378	378	0	0	0	378	100	1	378	378	100	100	4	381	381	0	774	1998
lcl|DQXS01000079.1_prot_HDI72894.1_6	DQXS01000079.1_87	100	248	248	0	0	0	248	100	1	248	248	100	100	5	252	252	0	513	1320
lcl|DQXS01000079.1_prot_HDI72895.1_7	DQXS01000079.1_93	100	76	76	0	0	0	76	100	1	76	76	100	100	6	81	81	1.2e-53	154	388
lcl|DQXS01000079.1_prot_HDI72896.1_8	DQXS01000079.1_98	100	111	111	0	0	0	111	100	1	111	111	100	100	1	111	111	6.98e-80	223	567
lcl|DQXS01000079.1_prot_HDI72897.1_9	DQXS01000079.1_109	100	180	180	0	0	0	180	100	1	180	180	100	100	13	192	192	3.26e-133	363	932
lcl|DQXS01000079.1_prot_HDI72898.1_10	DQXS01000079.1_727	100	190	190	0	0	0	190	100	1	190	190	100	100	1	190	190	3.82e-142	386	992
lcl|DQXS01000079.1_prot_HDI72899.1_11	DQXS01000079.1_133	100	112	112	0	0	0	112	100	1	112	112	100	100	1	112	112	8.76e-76	212	540
lcl|DQXS01000079.1_prot_HDI72900.1_12	DQXS01000079.1_154	100	267	267	0	0	0	267	100	1	267	267	100	100	1	267	267	0	537	1384
lcl|DQXS01000079.1_prot_HDI72901.1_13	DQXS01000079.1_213	100	1364	1364	0	0	0	1364	100	1	1364	1364	100	100	7	1370	1370	0	2756	7145
lcl|DQXS01000079.1_prot_HDI72902.1_14	DQXS01000079.1_239	100	526	526	0	0	0	526	100	1	526	526	100	100	1	526	526	0	1056	2732
lcl|DQXS01000079.1_prot_HDI72903.1_15	DQXS01000079.1_249	100	269	269	0	0	0	269	100	1	269	269	100	100	1	269	269	0	548	1413
lcl|DQXS01000079.1_prot_HDI72904.1_16	DQXS01000079.1_273	100	530	530	0	0	0	530	100	1	530	530	100	100	1	530	530	0	1045	2702
lcl|DQXS01000079.1_prot_HDI72905.1_17	DQXS01000079.1_292	100	354	354	0	0	0	354	100	1	354	354	100	100	3	356	356	0	716	1847
lcl|DQXS01000079.1_prot_HDI72906.1_18	DQXS01000079.1_300	100	169	169	0	0	0	169	100	1	169	169	100	100	16	184	184	6.26e-125	342	876
lcl|DQXS01000079.1_prot_HDI72907.1_19	DQXS01000079.1_308	100	84	84	0	0	0	84	100	1	84	84	100	100	1	84	84	1.72e-59	169	427
lcl|DQXS01000079.1_prot_HDI72908.1_20	DQXS01000079.1_312	100	90	90	0	0	0	90	100	1	90	90	100	100	2	91	91	2.21e-64	182	461
lcl|DQXS01000079.1_prot_HDI72909.1_21	DQXS01000079.1_317	98.936	93	94	1	0	0	94	100	1	94	94	100	100	3	96	96	6.88e-67	188	478
lcl|DQXS01000079.1_prot_HDI72910.1_22	DQXS01000079.1_326	100	63	63	0	0	0	63	100	1	63	63	100	100	1	63	63	2.71e-42	124	311
lcl|DQXS01000079.1_prot_HDI72911.1_23	DQXS01000079.1_338	100	264	264	0	0	0	264	100	1	264	264	100	100	4	267	267	0	544	1402
lcl|DQXS01000079.1_prot_HDI72912.1_24	DQXS01000079.1_342	100	62	62	0	0	0	62	100	1	62	62	100	100	1	62	62	1.68e-42	124	312
lcl|DQXS01000079.1_prot_HDI72913.1_25	DQXS01000079.1_349	100	106	106	0	0	0	106	100	1	106	106	100	100	9	114	114	1.73e-77	216	551
lcl|DQXS01000079.1_prot_HDI72914.1_26	DQXS01000079.1_353	100	81	81	0	0	0	81	100	1	81	81	100	100	1	81	81	5.55e-56	160	404
lcl|DQXS01000079.1_prot_HDI72915.1_27	DQXS01000079.1_358	100	93	93	0	0	0	93	100	1	93	93	100	100	9	101	101	3.15e-66	187	474
lcl|DQXS01000079.1_prot_HDI72916.1_28	DQXS01000079.1_388	99.593	245	246	1	0	0	246	100	13	258	258	95	95	1	246	246	0	494	1272
lcl|DQZJ01000063.1_prot_HEX32985.1_86	DQZJ01000063.1_8	100	88	88	0	0	0	88	100	1	88	88	100	100	2	89	89	4.18e-61	171	433
lcl|DQZJ01000063.1_prot_HEX32986.1_87	DQZJ01000063.1_26	100	346	346	0	0	0	346	100	1	346	346	100	100	18	363	363	0	696	1796
lcl|DQZJ01000063.1_prot_HEX32987.1_88	DQZJ01000063.1_58	100	536	536	0	0	0	536	100	1	536	536	100	100	4	539	539	0	1108	2867
lcl|DTNV01000008.1_prot_HGF63239.1_733	DTNV01000008.1_195	100	618	618	0	0	0	618	100	1	618	618	100	100	1	618	618	0	1212	3136
lcl|DTNV01000008.1_prot_HGF63240.1_734	DTNV01000008.1_175	100	350	350	0	0	0	350	100	1	350	350	100	100	1	350	350	0	672	1733
lcl|DTNV01000008.1_prot_HGF63241.1_735	DTNV01000008.1_81	100	85	85	0	0	0	85	100	1	85	85	100	100	3	87	87	2.11e-62	174	442
lcl|DTNV01000008.1_prot_HGF63242.1_736	DTNV01000008.1_86	100	132	132	0	0	0	132	100	1	132	132	100	100	1	132	132	5.05e-91	251	640
lcl|DTNV01000008.1_prot_HGF63243.1_737	DTNV01000008.1_96	100	108	108	0	0	0	108	100	1	108	108	100	100	1	108	108	6.22e-81	223	568
lcl|DTNV01000008.1_prot_HGF63244.1_738	DTNV01000008.1_131	100	135	135	0	0	0	135	100	1	135	135	100	100	1	135	135	7.19e-97	266	679
lcl|DTNV01000008.1_prot_HGF63245.1_739	DTNV01000008.1_127	98.99	98	99	1	0	0	99	100	1	99	99	100	100	41	139	139	1.6e-69	195	495
lcl|DRYJ01000053.1_prot_HHR27180.1_1	DRYJ01000053.1_12	100	198	198	0	0	0	198	100	1	198	198	100	100	1	198	198	9.36e-148	401	1031
lcl|DRYJ01000053.1_prot_HHR27181.1_2	DRYJ01000053.1_24	100	211	211	0	0	0	211	100	1	211	211	100	100	1	211	211	1.24e-156	425	1092
lcl|DRYJ01000053.1_prot_HHR27182.1_3	DRYJ01000053.1_31	100	109	109	0	0	0	109	100	1	109	109	100	100	2	110	110	5.19e-81	225	574
lcl|DRYJ01000053.1_prot_HHR27183.1_4	DRYJ01000053.1_35	98.851	86	87	1	0	0	87	100	1	87	87	100	100	3	89	89	3.01e-57	164	414
lcl|DRYJ01000053.1_prot_HHR27184.1_5	DRYJ01000053.1_37	100	90	90	0	0	0	90	100	1	90	90	100	100	19	108	108	6.33e-61	174	440
lcl|DRYJ01000053.1_prot_HHR27185.1_6	DRYJ01000053.1_56	100	341	341	0	0	0	341	100	1	341	341	100	100	1	341	341	0	674	1738
lcl|DRYJ01000053.1_prot_HHR27186.1_7	DRYJ01000053.1_92	100	618	618	0	0	0	618	100	1	618	618	100	100	1	618	618	0	1254	3246
lcl|DRYJ01000053.1_prot_HHR27187.1_8	DRYJ01000053.1_101	100	198	198	0	0	0	198	100	1	198	198	100	100	1	198	198	2.07e-150	408	1048
lcl|DRYJ01000053.1_prot_HHR27188.1_9	DRYJ01000053.1_105	98.63	72	73	1	0	0	73	100	1	73	73	100	100	5	77	77	5.71e-47	137	344
lcl|DRYJ01000053.1_prot_HHR27189.1_10	DRYJ01000053.1_114	100	159	159	0	0	0	159	100	1	159	159	100	100	7	165	165	1.5e-112	309	792
lcl|DRYJ01000053.1_prot_HHR27190.1_11	DRYJ01000053.1_124	100	110	110	0	0	0	110	100	1	110	110	100	100	1	110	110	3.11e-75	211	536
lcl|DRYJ01000053.1_prot_HHR27191.1_12	DRYJ01000053.1_137	100	175	175	0	0	0	175	100	1	175	175	100	100	17	191	191	1.29e-130	357	915
lcl|DRYJ01000053.1_prot_HHR27192.1_13	DRYJ01000053.1_258	100	2535	2535	0	0	0	2535	100	1	2535	2535	100	100	1	2535	2535	0	5124	13292
lcl|DRYJ01000053.1_prot_HHR27193.1_14	DRYJ01000053.1_289	100	616	616	0	0	0	616	100	1	616	616	100	100	1	616	616	0	1208	3126
lcl|DRYJ01000053.1_prot_HHR27194.1_15	DRYJ01000053.1_300	100	366	366	0	0	0	366	100	1	366	366	100	100	1	366	366	0	729	1883
lcl|DRYJ01000053.1_prot_HHR27195.1_16	DRYJ01000053.1_303	100	61	61	0	0	0	61	100	1	61	61	100	100	1	61	61	5.38e-39	115	289
lcl|DRYJ01000053.1_prot_HHR27196.1_17	DRYJ01000053.1_309	100	164	164	0	0	0	164	100	1	164	164	100	100	1	164	164	1.7e-119	327	838
lcl|DRYJ01000053.1_prot_HHR27197.1_18	DRYJ01000053.1_317	100	101	101	0	0	0	101	100	1	101	101	100	100	2	102	102	7.95e-72	201	512
lcl|DRYJ01000053.1_prot_HHR27198.1_19	DRYJ01000053.1_323	100	105	105	0	0	0	105	100	1	105	105	100	100	4	108	108	1.01e-78	219	558
