# Assembly name:  ASM1296278v1
# Organism name:  Candidatus Micrarchaeota archaeon (archaea)
# Isolate:  UWMA-0176
# Taxid:          2250274
# BioSample:      SAMN10967517
# BioProject:     PRJNA522654
# Submitter:      University of Wisconsin-Madison
# Date:           2020-05-04
# Assembly type:  na
# Release type:   major
# Assembly level: Contig
# Genome representation: full
# WGS project:    DTWW01
# Assembly method: SPAdes v. 3.12.0
# Expected final version: yes
# Genome coverage: 25.15x
# Sequencing technology: Illumina HiSeq 2000
# Excluded from RefSeq: derived from metagenome; fragmented assembly; genus undefined
# GenBank assembly accession: GCA_012962785.1
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_012962815.1		Primary Assembly
#
# Ordered by chromosome/plasmid; the chromosomes/plasmids are followed by
# unlocalized scaffolds.
# Unplaced scaffolds are listed at the end.
# RefSeq is equal or derived from GenBank object.
#
# Sequence-Name	Sequence-Role	Assigned-Molecule	Assigned-Molecule-Location/Type	GenBank-Accn	Relationship	RefSeq-Accn	Assembly-Unit	Sequence-Length	UCSC-style-name
k99_2338809	unplaced-scaffold	na	na	DTWW01000264.1	<>	na	Primary Assembly	1033	na
k99_2344897	unplaced-scaffold	na	na	DTWW01000265.1	<>	na	Primary Assembly	1034	na
k99_2351011	unplaced-scaffold	na	na	DTWW01000266.1	<>	na	Primary Assembly	1301	na
k99_2354703	unplaced-scaffold	na	na	DTWW01000267.1	<>	na	Primary Assembly	1415	na
k99_2355770	unplaced-scaffold	na	na	DTWW01000268.1	<>	na	Primary Assembly	1138	na
k99_2357868	unplaced-scaffold	na	na	DTWW01000269.1	<>	na	Primary Assembly	1254	na
k99_2362212	unplaced-scaffold	na	na	DTWW01000270.1	<>	na	Primary Assembly	2051	na
k99_2363475	unplaced-scaffold	na	na	DTWW01000271.1	<>	na	Primary Assembly	1052	na
k99_237867	unplaced-scaffold	na	na	DTWW01000272.1	<>	na	Primary Assembly	1432	na
k99_2384318	unplaced-scaffold	na	na	DTWW01000273.1	<>	na	Primary Assembly	2049	na
k99_2387396	unplaced-scaffold	na	na	DTWW01000274.1	<>	na	Primary Assembly	1750	na
k99_2392533	unplaced-scaffold	na	na	DTWW01000275.1	<>	na	Primary Assembly	1150	na
k99_2401010	unplaced-scaffold	na	na	DTWW01000276.1	<>	na	Primary Assembly	1703	na
k99_2406506	unplaced-scaffold	na	na	DTWW01000277.1	<>	na	Primary Assembly	2457	na
k99_2411882	unplaced-scaffold	na	na	DTWW01000278.1	<>	na	Primary Assembly	2635	na
k99_2417554	unplaced-scaffold	na	na	DTWW01000279.1	<>	na	Primary Assembly	1002	na
k99_2417583	unplaced-scaffold	na	na	DTWW01000280.1	<>	na	Primary Assembly	1190	na
k99_2418921	unplaced-scaffold	na	na	DTWW01000281.1	<>	na	Primary Assembly	1091	na
k99_2427171	unplaced-scaffold	na	na	DTWW01000282.1	<>	na	Primary Assembly	1000	na
k99_2427214	unplaced-scaffold	na	na	DTWW01000283.1	<>	na	Primary Assembly	1743	na
k99_242815	unplaced-scaffold	na	na	DTWW01000284.1	<>	na	Primary Assembly	1056	na
k99_2429761	unplaced-scaffold	na	na	DTWW01000285.1	<>	na	Primary Assembly	1040	na
k99_2431163	unplaced-scaffold	na	na	DTWW01000286.1	<>	na	Primary Assembly	1072	na
k99_2432253	unplaced-scaffold	na	na	DTWW01000287.1	<>	na	Primary Assembly	1248	na
k99_2437855	unplaced-scaffold	na	na	DTWW01000288.1	<>	na	Primary Assembly	1259	na
k99_244870	unplaced-scaffold	na	na	DTWW01000289.1	<>	na	Primary Assembly	1384	na
k99_2449268	unplaced-scaffold	na	na	DTWW01000290.1	<>	na	Primary Assembly	1014	na
k99_2451731	unplaced-scaffold	na	na	DTWW01000291.1	<>	na	Primary Assembly	1047	na
k99_2454477	unplaced-scaffold	na	na	DTWW01000292.1	<>	na	Primary Assembly	1398	na
k99_2461200	unplaced-scaffold	na	na	DTWW01000293.1	<>	na	Primary Assembly	1546	na
k99_2474061	unplaced-scaffold	na	na	DTWW01000294.1	<>	na	Primary Assembly	1649	na
k99_2476160	unplaced-scaffold	na	na	DTWW01000295.1	<>	na	Primary Assembly	2019	na
k99_2481504	unplaced-scaffold	na	na	DTWW01000296.1	<>	na	Primary Assembly	1409	na
k99_2485693	unplaced-scaffold	na	na	DTWW01000297.1	<>	na	Primary Assembly	1158	na
k99_2492307	unplaced-scaffold	na	na	DTWW01000298.1	<>	na	Primary Assembly	1480	na
k99_2500588	unplaced-scaffold	na	na	DTWW01000299.1	<>	na	Primary Assembly	1421	na
k99_2503117	unplaced-scaffold	na	na	DTWW01000300.1	<>	na	Primary Assembly	1766	na
k99_2506798	unplaced-scaffold	na	na	DTWW01000301.1	<>	na	Primary Assembly	2248	na
k99_2514379	unplaced-scaffold	na	na	DTWW01000302.1	<>	na	Primary Assembly	1096	na
k99_2515578	unplaced-scaffold	na	na	DTWW01000303.1	<>	na	Primary Assembly	2706	na
k99_2525256	unplaced-scaffold	na	na	DTWW01000304.1	<>	na	Primary Assembly	1321	na
k99_2527348	unplaced-scaffold	na	na	DTWW01000305.1	<>	na	Primary Assembly	1777	na
k99_2537471	unplaced-scaffold	na	na	DTWW01000306.1	<>	na	Primary Assembly	1196	na
k99_2539534	unplaced-scaffold	na	na	DTWW01000307.1	<>	na	Primary Assembly	1211	na
k99_2540867	unplaced-scaffold	na	na	DTWW01000308.1	<>	na	Primary Assembly	1006	na
k99_2541453	unplaced-scaffold	na	na	DTWW01000309.1	<>	na	Primary Assembly	1718	na
k99_2547276	unplaced-scaffold	na	na	DTWW01000310.1	<>	na	Primary Assembly	1151	na
k99_2554121	unplaced-scaffold	na	na	DTWW01000311.1	<>	na	Primary Assembly	1079	na
k99_2573111	unplaced-scaffold	na	na	DTWW01000312.1	<>	na	Primary Assembly	1319	na
k99_2582505	unplaced-scaffold	na	na	DTWW01000313.1	<>	na	Primary Assembly	1096	na
k99_2596426	unplaced-scaffold	na	na	DTWW01000314.1	<>	na	Primary Assembly	1097	na
k99_2596552	unplaced-scaffold	na	na	DTWW01000315.1	<>	na	Primary Assembly	1567	na
k99_2612697	unplaced-scaffold	na	na	DTWW01000316.1	<>	na	Primary Assembly	1166	na
k99_2613537	unplaced-scaffold	na	na	DTWW01000317.1	<>	na	Primary Assembly	1265	na
k99_2617206	unplaced-scaffold	na	na	DTWW01000318.1	<>	na	Primary Assembly	1851	na
k99_261921	unplaced-scaffold	na	na	DTWW01000319.1	<>	na	Primary Assembly	1649	na
k99_2628445	unplaced-scaffold	na	na	DTWW01000320.1	<>	na	Primary Assembly	1261	na
k99_2636732	unplaced-scaffold	na	na	DTWW01000321.1	<>	na	Primary Assembly	1327	na
k99_264590	unplaced-scaffold	na	na	DTWW01000322.1	<>	na	Primary Assembly	1517	na
k99_2646363	unplaced-scaffold	na	na	DTWW01000323.1	<>	na	Primary Assembly	2500	na
k99_2649595	unplaced-scaffold	na	na	DTWW01000324.1	<>	na	Primary Assembly	1451	na
k99_2661932	unplaced-scaffold	na	na	DTWW01000325.1	<>	na	Primary Assembly	1548	na
k99_2664024	unplaced-scaffold	na	na	DTWW01000326.1	<>	na	Primary Assembly	1462	na
k99_2666641	unplaced-scaffold	na	na	DTWW01000327.1	<>	na	Primary Assembly	4231	na
k99_2668563	unplaced-scaffold	na	na	DTWW01000328.1	<>	na	Primary Assembly	1108	na
k99_2675233	unplaced-scaffold	na	na	DTWW01000329.1	<>	na	Primary Assembly	1053	na
k99_2678106	unplaced-scaffold	na	na	DTWW01000330.1	<>	na	Primary Assembly	1462	na
k99_2679985	unplaced-scaffold	na	na	DTWW01000331.1	<>	na	Primary Assembly	1334	na
k99_268026	unplaced-scaffold	na	na	DTWW01000332.1	<>	na	Primary Assembly	1617	na
k99_2686258	unplaced-scaffold	na	na	DTWW01000333.1	<>	na	Primary Assembly	1476	na
k99_2691815	unplaced-scaffold	na	na	DTWW01000334.1	<>	na	Primary Assembly	1928	na
k99_269245	unplaced-scaffold	na	na	DTWW01000335.1	<>	na	Primary Assembly	1273	na
k99_2708924	unplaced-scaffold	na	na	DTWW01000336.1	<>	na	Primary Assembly	1152	na
k99_2710648	unplaced-scaffold	na	na	DTWW01000337.1	<>	na	Primary Assembly	1512	na
k99_2712620	unplaced-scaffold	na	na	DTWW01000338.1	<>	na	Primary Assembly	1783	na
k99_2714908	unplaced-scaffold	na	na	DTWW01000339.1	<>	na	Primary Assembly	1673	na
k99_2717570	unplaced-scaffold	na	na	DTWW01000340.1	<>	na	Primary Assembly	1597	na
k99_2719301	unplaced-scaffold	na	na	DTWW01000341.1	<>	na	Primary Assembly	1844	na
k99_2737586	unplaced-scaffold	na	na	DTWW01000342.1	<>	na	Primary Assembly	1060	na
k99_2742416	unplaced-scaffold	na	na	DTWW01000343.1	<>	na	Primary Assembly	1065	na
k99_2746577	unplaced-scaffold	na	na	DTWW01000344.1	<>	na	Primary Assembly	1170	na
k99_2752221	unplaced-scaffold	na	na	DTWW01000345.1	<>	na	Primary Assembly	1334	na
k99_2752891	unplaced-scaffold	na	na	DTWW01000346.1	<>	na	Primary Assembly	1581	na
k99_2767345	unplaced-scaffold	na	na	DTWW01000347.1	<>	na	Primary Assembly	1259	na
k99_2767445	unplaced-scaffold	na	na	DTWW01000348.1	<>	na	Primary Assembly	1056	na
k99_2777214	unplaced-scaffold	na	na	DTWW01000349.1	<>	na	Primary Assembly	2662	na
k99_2779434	unplaced-scaffold	na	na	DTWW01000350.1	<>	na	Primary Assembly	1198	na
k99_2779492	unplaced-scaffold	na	na	DTWW01000351.1	<>	na	Primary Assembly	1179	na
k99_2780682	unplaced-scaffold	na	na	DTWW01000352.1	<>	na	Primary Assembly	2386	na
k99_2800291	unplaced-scaffold	na	na	DTWW01000353.1	<>	na	Primary Assembly	1379	na
k99_2806428	unplaced-scaffold	na	na	DTWW01000354.1	<>	na	Primary Assembly	1037	na
k99_281260	unplaced-scaffold	na	na	DTWW01000355.1	<>	na	Primary Assembly	1146	na
k99_2818798	unplaced-scaffold	na	na	DTWW01000356.1	<>	na	Primary Assembly	1278	na
k99_2822642	unplaced-scaffold	na	na	DTWW01000357.1	<>	na	Primary Assembly	3766	na
k99_2825636	unplaced-scaffold	na	na	DTWW01000358.1	<>	na	Primary Assembly	1886	na
k99_2831621	unplaced-scaffold	na	na	DTWW01000359.1	<>	na	Primary Assembly	1014	na
k99_2833096	unplaced-scaffold	na	na	DTWW01000360.1	<>	na	Primary Assembly	1429	na
k99_2837846	unplaced-scaffold	na	na	DTWW01000361.1	<>	na	Primary Assembly	1243	na
k99_2841747	unplaced-scaffold	na	na	DTWW01000362.1	<>	na	Primary Assembly	3061	na
k99_2845041	unplaced-scaffold	na	na	DTWW01000363.1	<>	na	Primary Assembly	1119	na
k99_2847127	unplaced-scaffold	na	na	DTWW01000364.1	<>	na	Primary Assembly	1110	na
k99_2851011	unplaced-scaffold	na	na	DTWW01000365.1	<>	na	Primary Assembly	1286	na
k99_285103	unplaced-scaffold	na	na	DTWW01000366.1	<>	na	Primary Assembly	1796	na
k99_285863	unplaced-scaffold	na	na	DTWW01000367.1	<>	na	Primary Assembly	1307	na
k99_2859782	unplaced-scaffold	na	na	DTWW01000368.1	<>	na	Primary Assembly	1359	na
k99_2862618	unplaced-scaffold	na	na	DTWW01000369.1	<>	na	Primary Assembly	1276	na
k99_2866569	unplaced-scaffold	na	na	DTWW01000370.1	<>	na	Primary Assembly	1581	na
k99_2869587	unplaced-scaffold	na	na	DTWW01000371.1	<>	na	Primary Assembly	1335	na
k99_2869605	unplaced-scaffold	na	na	DTWW01000372.1	<>	na	Primary Assembly	1019	na
k99_2875717	unplaced-scaffold	na	na	DTWW01000373.1	<>	na	Primary Assembly	2483	na
k99_2886946	unplaced-scaffold	na	na	DTWW01000374.1	<>	na	Primary Assembly	1063	na
k99_2894284	unplaced-scaffold	na	na	DTWW01000375.1	<>	na	Primary Assembly	1814	na
k99_2897726	unplaced-scaffold	na	na	DTWW01000376.1	<>	na	Primary Assembly	1148	na
k99_2900205	unplaced-scaffold	na	na	DTWW01000377.1	<>	na	Primary Assembly	1356	na
k99_2900932	unplaced-scaffold	na	na	DTWW01000378.1	<>	na	Primary Assembly	1388	na
k99_2902970	unplaced-scaffold	na	na	DTWW01000379.1	<>	na	Primary Assembly	1013	na
k99_2913531	unplaced-scaffold	na	na	DTWW01000380.1	<>	na	Primary Assembly	1051	na
k99_2927364	unplaced-scaffold	na	na	DTWW01000381.1	<>	na	Primary Assembly	1049	na
k99_2931360	unplaced-scaffold	na	na	DTWW01000382.1	<>	na	Primary Assembly	1033	na
k99_2936768	unplaced-scaffold	na	na	DTWW01000383.1	<>	na	Primary Assembly	2062	na
k99_2938756	unplaced-scaffold	na	na	DTWW01000384.1	<>	na	Primary Assembly	1088	na
k99_2946871	unplaced-scaffold	na	na	DTWW01000385.1	<>	na	Primary Assembly	1276	na
k99_2955311	unplaced-scaffold	na	na	DTWW01000386.1	<>	na	Primary Assembly	1347	na
k99_2956565	unplaced-scaffold	na	na	DTWW01000387.1	<>	na	Primary Assembly	1012	na
k99_2958622	unplaced-scaffold	na	na	DTWW01000388.1	<>	na	Primary Assembly	1424	na
k99_2961975	unplaced-scaffold	na	na	DTWW01000389.1	<>	na	Primary Assembly	1133	na
k99_2972280	unplaced-scaffold	na	na	DTWW01000390.1	<>	na	Primary Assembly	1116	na
k99_2976461	unplaced-scaffold	na	na	DTWW01000391.1	<>	na	Primary Assembly	1047	na
k99_2979023	unplaced-scaffold	na	na	DTWW01000392.1	<>	na	Primary Assembly	1125	na
k99_2981850	unplaced-scaffold	na	na	DTWW01000393.1	<>	na	Primary Assembly	1338	na
k99_2983745	unplaced-scaffold	na	na	DTWW01000394.1	<>	na	Primary Assembly	1036	na
k99_2983774	unplaced-scaffold	na	na	DTWW01000395.1	<>	na	Primary Assembly	1214	na
k99_2986652	unplaced-scaffold	na	na	DTWW01000396.1	<>	na	Primary Assembly	1013	na
k99_2996200	unplaced-scaffold	na	na	DTWW01000397.1	<>	na	Primary Assembly	1269	na
k99_2998541	unplaced-scaffold	na	na	DTWW01000398.1	<>	na	Primary Assembly	1117	na
k99_2999803	unplaced-scaffold	na	na	DTWW01000399.1	<>	na	Primary Assembly	1158	na
k99_3004719	unplaced-scaffold	na	na	DTWW01000400.1	<>	na	Primary Assembly	1063	na
k99_3010428	unplaced-scaffold	na	na	DTWW01000401.1	<>	na	Primary Assembly	4036	na
k99_3015743	unplaced-scaffold	na	na	DTWW01000402.1	<>	na	Primary Assembly	1659	na
k99_3024203	unplaced-scaffold	na	na	DTWW01000403.1	<>	na	Primary Assembly	1137	na
k99_3030863	unplaced-scaffold	na	na	DTWW01000404.1	<>	na	Primary Assembly	1154	na
k99_3039903	unplaced-scaffold	na	na	DTWW01000405.1	<>	na	Primary Assembly	2177	na
k99_3040793	unplaced-scaffold	na	na	DTWW01000406.1	<>	na	Primary Assembly	1027	na
k99_30462	unplaced-scaffold	na	na	DTWW01000407.1	<>	na	Primary Assembly	1262	na
k99_3048424	unplaced-scaffold	na	na	DTWW01000408.1	<>	na	Primary Assembly	1269	na
k99_3049507	unplaced-scaffold	na	na	DTWW01000409.1	<>	na	Primary Assembly	1342	na
k99_3071871	unplaced-scaffold	na	na	DTWW01000410.1	<>	na	Primary Assembly	1627	na
k99_3087535	unplaced-scaffold	na	na	DTWW01000411.1	<>	na	Primary Assembly	2170	na
k99_3089599	unplaced-scaffold	na	na	DTWW01000412.1	<>	na	Primary Assembly	1416	na
k99_3092726	unplaced-scaffold	na	na	DTWW01000413.1	<>	na	Primary Assembly	1540	na
k99_3096856	unplaced-scaffold	na	na	DTWW01000414.1	<>	na	Primary Assembly	1183	na
k99_3102413	unplaced-scaffold	na	na	DTWW01000415.1	<>	na	Primary Assembly	1420	na
k99_3103798	unplaced-scaffold	na	na	DTWW01000416.1	<>	na	Primary Assembly	1101	na
k99_3106119	unplaced-scaffold	na	na	DTWW01000417.1	<>	na	Primary Assembly	1134	na
k99_3115300	unplaced-scaffold	na	na	DTWW01000418.1	<>	na	Primary Assembly	1063	na
k99_3130439	unplaced-scaffold	na	na	DTWW01000419.1	<>	na	Primary Assembly	1012	na
k99_3138029	unplaced-scaffold	na	na	DTWW01000420.1	<>	na	Primary Assembly	2918	na
k99_3141801	unplaced-scaffold	na	na	DTWW01000421.1	<>	na	Primary Assembly	1848	na
k99_3143724	unplaced-scaffold	na	na	DTWW01000422.1	<>	na	Primary Assembly	971	na
k99_3159768	unplaced-scaffold	na	na	DTWW01000423.1	<>	na	Primary Assembly	1445	na
k99_3160497	unplaced-scaffold	na	na	DTWW01000424.1	<>	na	Primary Assembly	1557	na
k99_3162277	unplaced-scaffold	na	na	DTWW01000425.1	<>	na	Primary Assembly	1075	na
k99_3165852	unplaced-scaffold	na	na	DTWW01000426.1	<>	na	Primary Assembly	1293	na
k99_3171284	unplaced-scaffold	na	na	DTWW01000427.1	<>	na	Primary Assembly	1398	na
k99_3171819	unplaced-scaffold	na	na	DTWW01000428.1	<>	na	Primary Assembly	1025	na
k99_3183261	unplaced-scaffold	na	na	DTWW01000429.1	<>	na	Primary Assembly	1248	na
k99_3183898	unplaced-scaffold	na	na	DTWW01000430.1	<>	na	Primary Assembly	2009	na
k99_3216954	unplaced-scaffold	na	na	DTWW01000431.1	<>	na	Primary Assembly	2109	na
k99_322124	unplaced-scaffold	na	na	DTWW01000432.1	<>	na	Primary Assembly	1038	na
k99_3226115	unplaced-scaffold	na	na	DTWW01000433.1	<>	na	Primary Assembly	1526	na
k99_3228344	unplaced-scaffold	na	na	DTWW01000434.1	<>	na	Primary Assembly	2266	na
k99_3236209	unplaced-scaffold	na	na	DTWW01000435.1	<>	na	Primary Assembly	1659	na
k99_3245209	unplaced-scaffold	na	na	DTWW01000436.1	<>	na	Primary Assembly	994	na
k99_324663	unplaced-scaffold	na	na	DTWW01000437.1	<>	na	Primary Assembly	1586	na
k99_3253229	unplaced-scaffold	na	na	DTWW01000438.1	<>	na	Primary Assembly	1568	na
k99_325813	unplaced-scaffold	na	na	DTWW01000439.1	<>	na	Primary Assembly	1071	na
k99_3266373	unplaced-scaffold	na	na	DTWW01000440.1	<>	na	Primary Assembly	3135	na
k99_3266717	unplaced-scaffold	na	na	DTWW01000441.1	<>	na	Primary Assembly	1155	na
k99_3274459	unplaced-scaffold	na	na	DTWW01000442.1	<>	na	Primary Assembly	1018	na
k99_3283998	unplaced-scaffold	na	na	DTWW01000443.1	<>	na	Primary Assembly	1060	na
k99_345050	unplaced-scaffold	na	na	DTWW01000444.1	<>	na	Primary Assembly	1255	na
k99_349046	unplaced-scaffold	na	na	DTWW01000445.1	<>	na	Primary Assembly	1065	na
k99_352950	unplaced-scaffold	na	na	DTWW01000446.1	<>	na	Primary Assembly	1184	na
k99_35576	unplaced-scaffold	na	na	DTWW01000447.1	<>	na	Primary Assembly	1173	na
k99_357576	unplaced-scaffold	na	na	DTWW01000448.1	<>	na	Primary Assembly	1098	na
k99_374434	unplaced-scaffold	na	na	DTWW01000449.1	<>	na	Primary Assembly	1359	na
k99_381725	unplaced-scaffold	na	na	DTWW01000450.1	<>	na	Primary Assembly	1071	na
k99_38843	unplaced-scaffold	na	na	DTWW01000451.1	<>	na	Primary Assembly	1127	na
k99_411274	unplaced-scaffold	na	na	DTWW01000452.1	<>	na	Primary Assembly	1249	na
k99_419463	unplaced-scaffold	na	na	DTWW01000453.1	<>	na	Primary Assembly	1099	na
k99_419651	unplaced-scaffold	na	na	DTWW01000454.1	<>	na	Primary Assembly	1015	na
k99_438073	unplaced-scaffold	na	na	DTWW01000455.1	<>	na	Primary Assembly	1036	na
k99_456158	unplaced-scaffold	na	na	DTWW01000456.1	<>	na	Primary Assembly	1284	na
k99_458745	unplaced-scaffold	na	na	DTWW01000457.1	<>	na	Primary Assembly	1076	na
k99_469022	unplaced-scaffold	na	na	DTWW01000458.1	<>	na	Primary Assembly	1388	na
k99_473364	unplaced-scaffold	na	na	DTWW01000459.1	<>	na	Primary Assembly	2203	na
k99_484736	unplaced-scaffold	na	na	DTWW01000460.1	<>	na	Primary Assembly	1219	na
k99_484757	unplaced-scaffold	na	na	DTWW01000461.1	<>	na	Primary Assembly	1285	na
k99_49325	unplaced-scaffold	na	na	DTWW01000462.1	<>	na	Primary Assembly	1010	na
k99_528066	unplaced-scaffold	na	na	DTWW01000463.1	<>	na	Primary Assembly	1382	na
k99_538815	unplaced-scaffold	na	na	DTWW01000464.1	<>	na	Primary Assembly	1657	na
k99_539688	unplaced-scaffold	na	na	DTWW01000465.1	<>	na	Primary Assembly	1003	na
k99_540380	unplaced-scaffold	na	na	DTWW01000466.1	<>	na	Primary Assembly	1893	na
k99_541196	unplaced-scaffold	na	na	DTWW01000467.1	<>	na	Primary Assembly	2065	na
k99_542914	unplaced-scaffold	na	na	DTWW01000468.1	<>	na	Primary Assembly	1338	na
k99_547149	unplaced-scaffold	na	na	DTWW01000469.1	<>	na	Primary Assembly	1198	na
k99_561480	unplaced-scaffold	na	na	DTWW01000470.1	<>	na	Primary Assembly	1144	na
k99_567510	unplaced-scaffold	na	na	DTWW01000471.1	<>	na	Primary Assembly	1291	na
k99_591288	unplaced-scaffold	na	na	DTWW01000472.1	<>	na	Primary Assembly	1771	na
k99_602335	unplaced-scaffold	na	na	DTWW01000473.1	<>	na	Primary Assembly	1408	na
k99_603090	unplaced-scaffold	na	na	DTWW01000474.1	<>	na	Primary Assembly	2578	na
k99_608118	unplaced-scaffold	na	na	DTWW01000475.1	<>	na	Primary Assembly	1394	na
k99_612597	unplaced-scaffold	na	na	DTWW01000476.1	<>	na	Primary Assembly	1102	na
k99_614773	unplaced-scaffold	na	na	DTWW01000477.1	<>	na	Primary Assembly	1153	na
k99_623897	unplaced-scaffold	na	na	DTWW01000478.1	<>	na	Primary Assembly	1310	na
k99_638637	unplaced-scaffold	na	na	DTWW01000479.1	<>	na	Primary Assembly	1122	na
k99_664119	unplaced-scaffold	na	na	DTWW01000480.1	<>	na	Primary Assembly	1468	na
k99_667836	unplaced-scaffold	na	na	DTWW01000481.1	<>	na	Primary Assembly	1007	na
k99_683229	unplaced-scaffold	na	na	DTWW01000482.1	<>	na	Primary Assembly	1009	na
k99_683334	unplaced-scaffold	na	na	DTWW01000483.1	<>	na	Primary Assembly	1007	na
k99_688774	unplaced-scaffold	na	na	DTWW01000484.1	<>	na	Primary Assembly	1246	na
k99_693213	unplaced-scaffold	na	na	DTWW01000485.1	<>	na	Primary Assembly	1274	na
k99_695978	unplaced-scaffold	na	na	DTWW01000486.1	<>	na	Primary Assembly	1200	na
k99_699444	unplaced-scaffold	na	na	DTWW01000487.1	<>	na	Primary Assembly	1480	na
k99_701050	unplaced-scaffold	na	na	DTWW01000488.1	<>	na	Primary Assembly	1200	na
k99_708067	unplaced-scaffold	na	na	DTWW01000489.1	<>	na	Primary Assembly	1377	na
k99_70996	unplaced-scaffold	na	na	DTWW01000490.1	<>	na	Primary Assembly	1191	na
k99_717650	unplaced-scaffold	na	na	DTWW01000491.1	<>	na	Primary Assembly	1949	na
k99_724235	unplaced-scaffold	na	na	DTWW01000492.1	<>	na	Primary Assembly	1668	na
k99_728896	unplaced-scaffold	na	na	DTWW01000493.1	<>	na	Primary Assembly	1201	na
k99_736217	unplaced-scaffold	na	na	DTWW01000494.1	<>	na	Primary Assembly	1389	na
k99_744690	unplaced-scaffold	na	na	DTWW01000495.1	<>	na	Primary Assembly	1895	na
k99_745625	unplaced-scaffold	na	na	DTWW01000496.1	<>	na	Primary Assembly	2053	na
k99_747000	unplaced-scaffold	na	na	DTWW01000497.1	<>	na	Primary Assembly	1022	na
k99_755305	unplaced-scaffold	na	na	DTWW01000498.1	<>	na	Primary Assembly	1566	na
k99_755711	unplaced-scaffold	na	na	DTWW01000499.1	<>	na	Primary Assembly	1128	na
k99_755713	unplaced-scaffold	na	na	DTWW01000500.1	<>	na	Primary Assembly	5537	na
k99_759442	unplaced-scaffold	na	na	DTWW01000501.1	<>	na	Primary Assembly	1382	na
k99_764546	unplaced-scaffold	na	na	DTWW01000502.1	<>	na	Primary Assembly	1638	na
k99_780826	unplaced-scaffold	na	na	DTWW01000503.1	<>	na	Primary Assembly	1771	na
k99_79944	unplaced-scaffold	na	na	DTWW01000504.1	<>	na	Primary Assembly	1608	na
k99_799701	unplaced-scaffold	na	na	DTWW01000505.1	<>	na	Primary Assembly	1030	na
k99_80309	unplaced-scaffold	na	na	DTWW01000506.1	<>	na	Primary Assembly	2431	na
k99_809495	unplaced-scaffold	na	na	DTWW01000507.1	<>	na	Primary Assembly	1232	na
k99_809694	unplaced-scaffold	na	na	DTWW01000508.1	<>	na	Primary Assembly	1124	na
k99_820482	unplaced-scaffold	na	na	DTWW01000509.1	<>	na	Primary Assembly	1513	na
k99_821710	unplaced-scaffold	na	na	DTWW01000510.1	<>	na	Primary Assembly	1901	na
k99_833274	unplaced-scaffold	na	na	DTWW01000511.1	<>	na	Primary Assembly	2809	na
k99_837192	unplaced-scaffold	na	na	DTWW01000512.1	<>	na	Primary Assembly	1323	na
k99_846036	unplaced-scaffold	na	na	DTWW01000513.1	<>	na	Primary Assembly	4779	na
k99_854571	unplaced-scaffold	na	na	DTWW01000514.1	<>	na	Primary Assembly	1496	na
k99_861516	unplaced-scaffold	na	na	DTWW01000515.1	<>	na	Primary Assembly	1213	na
k99_869041	unplaced-scaffold	na	na	DTWW01000516.1	<>	na	Primary Assembly	2626	na
k99_880196	unplaced-scaffold	na	na	DTWW01000517.1	<>	na	Primary Assembly	1047	na
k99_901916	unplaced-scaffold	na	na	DTWW01000518.1	<>	na	Primary Assembly	1621	na
k99_914036	unplaced-scaffold	na	na	DTWW01000519.1	<>	na	Primary Assembly	1230	na
k99_920991	unplaced-scaffold	na	na	DTWW01000520.1	<>	na	Primary Assembly	1122	na
k99_92346	unplaced-scaffold	na	na	DTWW01000521.1	<>	na	Primary Assembly	1187	na
k99_924602	unplaced-scaffold	na	na	DTWW01000522.1	<>	na	Primary Assembly	1462	na
k99_942518	unplaced-scaffold	na	na	DTWW01000523.1	<>	na	Primary Assembly	1167	na
k99_946706	unplaced-scaffold	na	na	DTWW01000524.1	<>	na	Primary Assembly	2235	na
k99_949662	unplaced-scaffold	na	na	DTWW01000525.1	<>	na	Primary Assembly	1035	na
k99_950010	unplaced-scaffold	na	na	DTWW01000526.1	<>	na	Primary Assembly	1391	na
k99_955750	unplaced-scaffold	na	na	DTWW01000527.1	<>	na	Primary Assembly	2608	na
k99_95699	unplaced-scaffold	na	na	DTWW01000528.1	<>	na	Primary Assembly	1034	na
k99_958666	unplaced-scaffold	na	na	DTWW01000529.1	<>	na	Primary Assembly	1134	na
k99_965297	unplaced-scaffold	na	na	DTWW01000530.1	<>	na	Primary Assembly	1422	na
k99_968780	unplaced-scaffold	na	na	DTWW01000531.1	<>	na	Primary Assembly	1307	na
k99_970032	unplaced-scaffold	na	na	DTWW01000532.1	<>	na	Primary Assembly	1357	na
k99_971550	unplaced-scaffold	na	na	DTWW01000533.1	<>	na	Primary Assembly	1092	na
k99_986752	unplaced-scaffold	na	na	DTWW01000534.1	<>	na	Primary Assembly	1000	na
k99_991909	unplaced-scaffold	na	na	DTWW01000535.1	<>	na	Primary Assembly	1050	na
k99_992749	unplaced-scaffold	na	na	DTWW01000536.1	<>	na	Primary Assembly	1100	na
k99_997270	unplaced-scaffold	na	na	DTWW01000537.1	<>	na	Primary Assembly	1186	na
